Date,ACWO_1,ADMO_1,ADRR_1,CSO_1,DPB_1,DPH_1,HTB_1,HTH_1,ITP_1,OGO_1,PPL_1,PS_1,RRIR_1,RRR_1,RR_1,TAGI_1,TGA_1,TLRR_1,ACON,MGEN,OP41,OP42,OP43,OP44,OP45,Abnormal
2017-01-01,0.0,1929.0,145.0,30281.0,26.0,24.0,43.0,40.0,3388.0,2399.0,16250.0,14466.0,2483.0,180.0,2303.0,33199.0,29811.0,18733.0,False,False,False,False,False,False,False,False
2017-01-02,0.0,2105.0,145.0,30281.0,25.0,24.0,40.0,39.0,3388.0,2225.0,17750.0,13316.0,2483.0,180.0,2303.0,33549.0,30161.0,20233.0,False,False,False,False,False,False,False,False
2017-01-03,0.0,1711.0,145.0,30281.0,43.0,39.0,46.0,41.0,3588.0,2205.0,17690.0,13202.0,2483.0,180.0,2303.0,33375.0,29787.0,20173.0,False,False,False,False,False,False,False,False
2017-01-04,0.0,2060.0,145.0,30281.0,40.0,37.0,49.0,45.0,3588.0,1863.0,16980.0,14603.0,2483.0,180.0,2303.0,34066.0,30478.0,19463.0,False,False,False,False,False,False,False,False
2017-01-05,160.0,1822.0,145.0,30281.0,10.0,8.0,35.0,33.0,3588.0,1927.0,18060.0,13061.0,2483.0,180.0,2303.0,33604.0,30016.0,20543.0,False,False,False,False,False,False,False,False
2017-01-06,482.0,2212.0,145.0,30281.0,19.0,12.0,32.0,30.0,3588.0,1796.0,17900.0,13420.0,2483.0,180.0,2303.0,33803.0,30215.0,20383.0,False,False,False,False,False,False,False,False
2017-01-07,1285.0,1937.0,145.0,30281.0,18.0,11.0,26.0,23.0,3388.0,3065.0,17850.0,10923.0,2483.0,180.0,2303.0,31256.0,27868.0,20333.0,False,False,False,False,False,False,False,False
2017-01-08,1767.0,1686.0,145.0,30281.0,15.0,3.0,23.0,22.0,3388.0,3073.0,18450.0,9582.0,2483.0,180.0,2303.0,30515.0,27127.0,20933.0,False,False,False,False,False,False,False,False
2017-01-09,1767.0,2131.0,145.0,30281.0,12.0,6.0,22.0,23.0,3388.0,2426.0,19610.0,9514.0,2483.0,180.0,2303.0,31607.0,28219.0,22093.0,False,False,False,False,False,False,False,False
2017-01-10,0.0,2039.0,145.0,30281.0,38.0,34.0,41.0,40.0,3388.0,2962.0,18910.0,11353.0,2483.0,180.0,2303.0,32746.0,29358.0,21393.0,False,False,False,False,False,False,False,False
2017-01-11,0.0,2578.0,145.0,30281.0,38.0,35.0,49.0,48.0,3388.0,2208.0,17160.0,14396.0,2483.0,180.0,2303.0,34039.0,30651.0,19643.0,False,False,False,False,False,False,False,False
2017-01-12,0.0,2114.0,145.0,30280.0,47.0,48.0,53.0,52.0,3388.0,2789.0,16780.0,13730.0,2483.0,180.0,2303.0,32993.0,29605.0,19263.0,False,False,False,False,False,False,False,False
2017-01-13,0.0,2146.0,145.0,30280.0,49.0,47.0,53.0,52.0,3388.0,2504.0,16850.0,13977.0,2483.0,180.0,2303.0,33310.0,29922.0,19333.0,False,False,False,False,False,False,False,False
2017-01-14,321.0,2699.0,145.0,30280.0,5.0,5.0,30.0,32.0,3388.0,2799.0,16530.0,14234.0,2483.0,180.0,2303.0,33247.0,29859.0,19013.0,False,False,False,False,False,False,False,False
2017-01-15,0.0,2044.0,145.0,30280.0,13.0,14.0,36.0,36.0,3388.0,2769.0,16730.0,13730.0,2483.0,180.0,2303.0,32943.0,29555.0,19213.0,False,False,False,False,False,False,False,False
2017-01-16,0.0,1884.0,145.0,30280.0,17.0,16.0,40.0,40.0,3388.0,3592.0,17410.0,12067.0,2483.0,180.0,2303.0,31960.0,28572.0,19893.0,False,False,False,False,False,False,False,False
2017-01-17,0.0,2506.0,145.0,30280.0,29.0,27.0,40.0,39.0,3588.0,2750.0,17550.0,13591.0,2483.0,180.0,2303.0,33624.0,30036.0,20033.0,False,False,False,False,False,False,False,False
2017-01-18,0.0,1920.0,145.0,30280.0,37.0,35.0,40.0,37.0,3588.0,2975.0,17600.0,12730.0,2483.0,180.0,2303.0,32813.0,29225.0,20083.0,False,False,False,False,False,False,False,False
2017-01-19,0.0,1769.0,145.0,30280.0,33.0,31.0,46.0,44.0,3588.0,3012.0,16830.0,13312.0,2483.0,180.0,2303.0,32625.0,29037.0,19313.0,False,False,False,False,False,False,False,False
2017-01-20,0.0,1892.0,145.0,30280.0,31.0,30.0,42.0,42.0,3588.0,2873.0,16550.0,13854.0,2483.0,180.0,2303.0,32887.0,29299.0,19033.0,False,False,False,False,False,False,False,False
2017-01-21,0.0,1734.0,145.0,30280.0,40.0,41.0,49.0,51.0,3388.0,3725.0,15200.0,13994.0,2483.0,180.0,2303.0,31677.0,28289.0,17683.0,False,False,False,False,False,False,False,False
2017-01-22,0.0,1693.0,145.0,30280.0,39.0,40.0,45.0,47.0,3388.0,3110.0,15800.0,13968.0,2483.0,180.0,2303.0,32251.0,28863.0,18283.0,False,False,False,False,False,False,False,False
2017-01-23,0.0,1763.0,145.0,30280.0,36.0,34.0,38.0,39.0,3588.0,2803.0,17800.0,12545.0,2483.0,180.0,2303.0,32828.0,29240.0,20283.0,False,False,False,False,False,False,False,False
2017-01-24,0.0,1997.0,145.0,30280.0,41.0,35.0,44.0,38.0,3588.0,3185.0,17700.0,12497.0,2483.0,180.0,2303.0,32680.0,29092.0,20183.0,False,False,False,False,False,False,False,False
2017-01-25,0.0,2189.0,145.0,30280.0,29.0,28.0,45.0,43.0,3588.0,2535.0,16800.0,14239.0,2483.0,180.0,2303.0,33522.0,29934.0,19283.0,False,False,False,False,False,False,False,False
2017-01-26,0.0,1989.0,145.0,30280.0,40.0,38.0,50.0,47.0,3588.0,3401.0,16400.0,13573.0,2483.0,180.0,2303.0,32456.0,28868.0,18883.0,False,False,False,False,False,False,False,False
2017-01-27,0.0,2028.0,145.0,30280.0,22.0,21.0,42.0,40.0,3588.0,3324.0,16360.0,13729.0,2483.0,180.0,2303.0,32572.0,28984.0,18843.0,False,False,False,False,False,False,False,False
2017-01-28,0.0,2485.0,145.0,30280.0,22.0,19.0,41.0,39.0,3388.0,3677.0,15650.0,14343.0,2483.0,180.0,2303.0,32476.0,29088.0,18133.0,False,False,False,False,False,False,False,False
2017-01-29,0.0,2237.0,145.0,30280.0,22.0,19.0,42.0,40.0,3388.0,2889.0,16000.0,14533.0,2483.0,180.0,2303.0,33016.0,29628.0,18483.0,False,False,False,False,False,False,False,False
2017-01-30,321.0,2071.0,145.0,30280.0,13.0,12.0,34.0,33.0,3588.0,2869.0,17600.0,12666.0,2483.0,180.0,2303.0,32749.0,29161.0,20083.0,False,False,False,False,False,False,False,False
2017-01-31,321.0,2169.0,145.0,30280.0,15.0,17.0,32.0,30.0,3588.0,2885.0,18050.0,12298.0,2483.0,180.0,2303.0,32831.0,29243.0,20533.0,False,False,False,False,False,False,False,False
2017-02-01,0.0,1938.0,157.0,30246.0,25.0,24.0,42.0,41.0,3588.0,2031.0,17200.0,14058.0,2483.0,180.0,2303.0,33741.0,30153.0,19683.0,False,False,False,False,False,False,False,False
2017-02-02,0.0,1915.0,157.0,30246.0,20.0,18.0,38.0,36.0,2888.0,2235.0,17350.0,12981.0,2483.0,180.0,2303.0,32814.0,29926.0,19833.0,False,False,False,False,False,False,False,False
2017-02-03,642.0,2269.0,157.0,30246.0,11.0,8.0,32.0,31.0,3588.0,2037.0,17250.0,13691.0,2483.0,180.0,2303.0,33424.0,29836.0,19733.0,False,False,False,False,False,False,False,False
2017-02-04,482.0,1935.0,157.0,30246.0,7.0,9.0,32.0,32.0,3388.0,3068.0,16500.0,13036.0,2483.0,180.0,2303.0,32019.0,28631.0,18983.0,False,False,False,False,False,False,False,False
2017-02-05,0.0,2334.0,157.0,30246.0,22.0,22.0,41.0,38.0,3388.0,2675.0,16500.0,14310.0,2483.0,180.0,2303.0,33293.0,29905.0,18983.0,False,False,False,False,False,False,False,False
2017-02-06,0.0,2293.0,157.0,30246.0,23.0,15.0,34.0,36.0,3388.0,1939.0,17600.0,13905.0,2483.0,180.0,2303.0,33988.0,30600.0,20083.0,False,False,False,False,False,False,False,False
2017-02-07,0.0,2339.0,157.0,30246.0,37.0,36.0,40.0,38.0,3388.0,2593.0,17460.0,13437.0,2483.0,180.0,2303.0,33380.0,29992.0,19943.0,False,False,False,False,False,False,False,False
2017-02-08,0.0,2293.0,157.0,30246.0,46.0,42.0,54.0,53.0,3388.0,2619.0,16350.0,14475.0,2483.0,180.0,2303.0,33308.0,29920.0,18833.0,False,False,False,False,False,False,False,False
2017-02-09,1446.0,2078.0,157.0,30246.0,27.0,22.0,36.0,31.0,3388.0,2290.0,18890.0,10603.0,2483.0,180.0,2303.0,31976.0,28588.0,21373.0,True,False,False,False,False,False,False,True
2017-02-10,1928.0,2702.0,157.0,30246.0,2.0,8.0,21.0,23.0,3388.0,3053.0,18400.0,10472.0,2483.0,180.0,2303.0,31355.0,27967.0,20883.0,False,False,False,False,False,False,False,False
2017-02-11,0.0,2303.0,157.0,30246.0,31.0,30.0,35.0,40.0,3188.0,3022.0,16280.0,13952.0,2483.0,180.0,2303.0,32715.0,29527.0,18763.0,False,False,False,False,False,False,False,False
2017-02-12,0.0,1868.0,157.0,30246.0,34.0,31.0,37.0,33.0,3188.0,3106.0,16650.0,13063.0,2483.0,180.0,2303.0,32196.0,29008.0,19133.0,False,False,False,False,False,False,False,False
2017-02-13,160.0,2378.0,157.0,30246.0,32.0,30.0,36.0,33.0,3388.0,2191.0,18100.0,13078.0,2483.0,180.0,2303.0,33661.0,30273.0,20583.0,False,False,False,False,False,False,False,False
2017-02-14,160.0,2665.0,157.0,30246.0,15.0,18.0,33.0,33.0,3388.0,2616.0,17800.0,13240.0,2483.0,180.0,2303.0,33523.0,30135.0,20283.0,False,False,False,False,False,False,False,False
2017-02-15,0.0,1757.0,157.0,30246.0,35.0,30.0,39.0,40.0,3388.0,2535.0,17500.0,12873.0,2483.0,180.0,2303.0,32856.0,29468.0,19983.0,False,False,False,False,False,False,False,False
2017-02-16,0.0,2368.0,157.0,30246.0,23.0,19.0,35.0,33.0,3388.0,3510.0,17650.0,12359.0,2483.0,180.0,2303.0,32492.0,29104.0,20133.0,False,False,False,False,False,False,False,False
2017-02-17,0.0,2595.0,157.0,30246.0,17.0,17.0,35.0,35.0,3388.0,2368.0,16730.0,14648.0,2483.0,180.0,2303.0,33861.0,30473.0,19213.0,False,False,False,False,False,False,False,False
2017-02-18,0.0,2534.0,157.0,30246.0,32.0,32.0,44.0,48.0,3188.0,2460.0,15200.0,15825.0,2483.0,180.0,2303.0,33508.0,30320.0,17683.0,False,False,False,False,False,False,False,False
2017-02-19,0.0,2040.0,157.0,30246.0,34.0,34.0,48.0,50.0,3188.0,2700.0,15150.0,15141.0,2483.0,180.0,2303.0,32774.0,29586.0,17633.0,False,False,False,False,False,False,False,False
2017-02-20,0.0,2063.0,157.0,30246.0,30.0,20.0,39.0,41.0,3188.0,2002.0,16450.0,14562.0,2483.0,180.0,2303.0,33495.0,30307.0,18933.0,False,False,False,False,False,False,False,False
2017-02-21,0.0,2332.0,157.0,30246.0,23.0,22.0,39.0,42.0,3388.0,2303.0,16360.0,14820.0,2483.0,180.0,2303.0,33663.0,30275.0,18843.0,False,False,False,False,False,False,False,False
2017-02-22,0.0,2028.0,157.0,30246.0,38.0,39.0,51.0,52.0,3388.0,2906.0,16050.0,14223.0,2483.0,180.0,2303.0,32756.0,29368.0,18533.0,False,False,False,False,False,False,False,False
2017-02-23,0.0,1593.0,157.0,30246.0,44.0,45.0,59.0,61.0,3388.0,2658.0,15510.0,14576.0,2483.0,180.0,2303.0,32569.0,29181.0,17993.0,False,False,False,False,False,False,False,False
2017-02-24,0.0,2263.0,157.0,30246.0,48.0,49.0,59.0,63.0,3388.0,2303.0,14900.0,16211.0,2483.0,180.0,2303.0,33594.0,30206.0,17383.0,False,False,False,False,False,False,False,False
2017-02-25,0.0,1653.0,157.0,30246.0,51.0,51.0,59.0,60.0,3188.0,2780.0,13900.0,15924.0,2483.0,180.0,2303.0,32307.0,29119.0,16383.0,False,False,False,False,False,False,False,False
2017-02-26,0.0,2173.0,157.0,30246.0,40.0,32.0,51.0,42.0,3288.0,2605.0,15200.0,15419.0,2483.0,180.0,2303.0,33102.0,29814.0,17683.0,False,False,False,False,False,False,False,False
2017-02-27,0.0,2364.0,157.0,30246.0,25.0,23.0,52.0,54.0,3488.0,2785.0,15970.0,14860.0,2483.0,180.0,2303.0,33313.0,29825.0,18453.0,False,False,False,False,False,False,False,False
2017-02-28,0.0,2118.0,157.0,30246.0,38.0,40.0,50.0,57.0,3488.0,2864.0,15950.0,14555.0,2483.0,180.0,2303.0,32988.0,29500.0,18433.0,False,False,False,False,False,False,False,False
2017-03-01,0.0,1819.0,166.0,30218.0,52.0,54.0,62.0,65.0,3488.0,3392.0,15700.0,13950.0,2483.0,180.0,2303.0,32133.0,28645.0,18183.0,False,False,False,False,False,False,False,False
2017-03-02,0.0,1860.0,166.0,30218.0,52.0,51.0,59.0,60.0,3488.0,3326.0,16000.0,13757.0,2483.0,180.0,2303.0,32240.0,28752.0,18483.0,False,False,False,False,False,False,False,False
2017-03-03,0.0,2623.0,166.0,30218.0,3.0,1.0,37.0,38.0,3488.0,2750.0,16480.0,14616.0,2483.0,180.0,2303.0,33579.0,30091.0,18963.0,False,False,False,False,False,False,False,False
2017-03-04,1928.0,2522.0,166.0,30218.0,4.0,-14.0,25.0,25.0,3288.0,4130.0,17110.0,10377.0,2483.0,180.0,2303.0,29970.0,26682.0,19593.0,False,False,False,False,False,False,False,False
2017-03-05,642.0,2657.0,166.0,30218.0,-8.0,-15.0,33.0,33.0,3288.0,3713.0,17110.0,12215.0,2483.0,180.0,2303.0,31808.0,28520.0,19593.0,False,False,False,False,False,False,False,False
2017-03-06,0.0,2428.0,166.0,30218.0,4.0,0.0,38.0,46.0,3488.0,3854.0,17220.0,12577.0,2483.0,180.0,2303.0,32280.0,28792.0,19703.0,False,False,False,False,False,False,False,False
2017-03-07,0.0,1734.0,166.0,30218.0,43.0,44.0,48.0,49.0,3488.0,3925.0,16730.0,12302.0,2483.0,180.0,2303.0,31515.0,28027.0,19213.0,False,False,False,False,False,False,False,False
2017-03-08,0.0,2140.0,166.0,30218.0,33.0,27.0,54.0,57.0,3488.0,3706.0,15600.0,14057.0,2483.0,180.0,2303.0,32140.0,28652.0,18083.0,False,False,False,False,False,False,False,False
2017-03-09,0.0,2095.0,166.0,30218.0,17.0,14.0,47.0,49.0,3488.0,3827.0,15600.0,13891.0,2483.0,180.0,2303.0,31974.0,28486.0,18083.0,False,False,False,False,False,False,False,False
2017-03-10,0.0,2458.0,166.0,30218.0,19.0,16.0,34.0,36.0,3488.0,3617.0,16100.0,13964.0,2483.0,180.0,2303.0,32547.0,29059.0,18583.0,False,False,False,False,False,False,False,False
2017-03-11,1767.0,2263.0,166.0,30218.0,10.0,-10.0,25.0,26.0,3288.0,4243.0,17000.0,10276.0,2483.0,180.0,2303.0,29759.0,26471.0,19483.0,False,False,False,False,False,False,False,False
2017-03-12,1124.0,2700.0,166.0,30218.0,-4.0,-7.0,28.0,28.0,3288.0,4604.0,17300.0,10715.0,2463.0,160.0,2303.0,30478.0,27190.0,19763.0,False,False,False,False,False,False,False,False
2017-03-13,160.0,2543.0,166.0,30218.0,2.0,-3.0,33.0,36.0,3488.0,4711.0,17750.0,11165.0,2463.0,160.0,2303.0,31378.0,27890.0,20213.0,True,False,False,False,False,False,False,True
2017-03-14,160.0,1620.0,166.0,30218.0,30.0,22.0,34.0,30.0,3488.0,4371.0,18100.0,10232.0,2463.0,160.0,2303.0,30795.0,27307.0,20563.0,False,False,False,False,False,False,False,False
2017-03-15,642.0,2319.0,166.0,30218.0,26.0,9.0,35.0,28.0,3488.0,4675.0,17560.0,10685.0,2463.0,160.0,2303.0,30708.0,27220.0,20023.0,False,False,False,False,False,False,False,False
2017-03-16,482.0,2062.0,166.0,30218.0,12.0,9.0,33.0,32.0,3488.0,4936.0,16880.0,11007.0,2463.0,160.0,2303.0,30350.0,26862.0,19343.0,False,False,False,False,False,False,False,False
2017-03-17,1928.0,2248.0,166.0,30218.0,14.0,12.0,35.0,37.0,3488.0,5340.0,16300.0,9923.0,2463.0,160.0,2303.0,28686.0,25198.0,18763.0,False,False,False,False,False,False,False,False
2017-03-18,0.0,1971.0,166.0,30218.0,21.0,22.0,37.0,39.0,3288.0,6087.0,14750.0,12177.0,2463.0,160.0,2303.0,29390.0,26102.0,17213.0,False,False,False,False,False,False,False,False
2017-03-19,0.0,1558.0,166.0,30218.0,27.0,22.0,37.0,41.0,3288.0,5795.0,15250.0,11556.0,2463.0,160.0,2303.0,29269.0,25981.0,17713.0,False,False,False,False,False,False,False,False
2017-03-20,0.0,1670.0,166.0,30218.0,25.0,22.0,46.0,48.0,3488.0,5475.0,15600.0,11838.0,2463.0,160.0,2303.0,29901.0,26413.0,18063.0,False,False,False,False,False,False,False,False
2017-03-21,0.0,1639.0,166.0,30218.0,32.0,32.0,51.0,50.0,3488.0,5459.0,15280.0,12143.0,2463.0,160.0,2303.0,29886.0,26398.0,17743.0,False,False,False,False,False,False,False,False
2017-03-22,964.0,1356.0,166.0,30218.0,30.0,26.0,40.0,38.0,3038.0,4806.0,16900.0,9479.0,2463.0,160.0,2303.0,28842.0,25804.0,19363.0,False,False,False,False,False,False,False,False
2017-03-23,2410.0,2405.0,166.0,30218.0,3.0,6.0,37.0,38.0,3038.0,6004.0,16260.0,8524.0,2463.0,160.0,2303.0,27247.0,24209.0,18723.0,False,False,False,False,False,False,False,False
2017-03-24,642.0,2016.0,166.0,30218.0,33.0,33.0,42.0,43.0,2408.0,5839.0,15990.0,9708.0,2463.0,160.0,2303.0,28161.0,25753.0,18453.0,False,False,False,False,False,False,False,False
2017-03-25,0.0,1610.0,166.0,30218.0,36.0,39.0,44.0,47.0,2988.0,5099.0,14300.0,12954.0,2463.0,160.0,2303.0,29717.0,26729.0,16763.0,False,False,False,False,False,False,False,False
2017-03-26,0.0,1422.0,166.0,30218.0,28.0,31.0,41.0,44.0,2988.0,6284.0,14770.0,11111.0,2463.0,160.0,2303.0,28344.0,25356.0,17233.0,False,False,False,False,False,False,False,False
2017-03-27,0.0,1333.0,166.0,30218.0,42.0,44.0,49.0,52.0,3188.0,5833.0,15580.0,10863.0,2463.0,160.0,2303.0,28906.0,25718.0,18043.0,False,False,False,False,False,False,False,False
2017-03-28,0.0,1511.0,166.0,30218.0,38.0,44.0,46.0,54.0,2688.0,6027.0,15570.0,10357.0,2463.0,160.0,2303.0,28390.0,25702.0,18033.0,False,False,False,False,False,False,False,False
2017-03-29,0.0,1341.0,166.0,30218.0,32.0,30.0,49.0,52.0,3188.0,6095.0,15080.0,11109.0,2463.0,160.0,2303.0,28652.0,25464.0,17543.0,False,False,False,False,False,False,False,False
2017-03-30,0.0,2085.0,166.0,30218.0,25.0,21.0,47.0,52.0,3188.0,5520.0,15000.0,12508.0,2463.0,160.0,2303.0,29971.0,26783.0,17463.0,False,False,False,False,False,False,False,False
2017-03-31,0.0,1860.0,166.0,30218.0,28.0,27.0,40.0,40.0,3188.0,5467.0,15450.0,11886.0,2463.0,160.0,2303.0,29799.0,26611.0,17913.0,False,False,False,False,False,False,False,False
2017-04-01,0.0,1424.0,157.0,30267.0,32.0,29.0,36.0,38.0,2988.0,7327.0,14600.0,10289.0,2463.0,160.0,2303.0,27352.0,24364.0,17063.0,False,False,False,False,False,False,False,False
2017-04-02,0.0,1547.0,157.0,30267.0,30.0,29.0,45.0,53.0,2988.0,7540.0,14300.0,10499.0,2463.0,160.0,2303.0,27262.0,24274.0,16763.0,False,False,False,False,False,False,False,False
2017-04-03,0.0,1865.0,157.0,30267.0,30.0,32.0,49.0,61.0,2788.0,7636.0,14950.0,9871.0,2463.0,160.0,2303.0,27284.0,24496.0,17413.0,False,False,False,False,False,False,False,False
2017-04-04,0.0,1657.0,157.0,30267.0,38.0,35.0,43.0,47.0,2788.0,7338.0,15500.0,9411.0,2463.0,160.0,2303.0,27374.0,24586.0,17963.0,False,False,False,False,False,False,False,False
2017-04-05,0.0,2038.0,157.0,30267.0,36.0,38.0,44.0,58.0,2788.0,8283.0,15000.0,9347.0,2463.0,160.0,2303.0,26810.0,24022.0,17463.0,False,False,False,False,False,False,False,False
2017-04-06,0.0,1671.0,157.0,30267.0,45.0,43.0,51.0,49.0,2988.0,7957.0,15750.0,8756.0,2463.0,160.0,2303.0,26969.0,23981.0,18213.0,False,False,False,False,False,False,False,False
2017-04-07,0.0,2299.0,157.0,30267.0,37.0,43.0,52.0,49.0,2488.0,7702.0,14330.0,10559.0,2463.0,160.0,2303.0,27352.0,24864.0,16793.0,False,False,False,False,False,False,False,False
2017-04-08,0.0,1806.0,157.0,30267.0,25.0,21.0,48.0,50.0,2288.0,6886.0,13580.0,11432.0,2463.0,160.0,2303.0,27475.0,25187.0,16043.0,False,False,False,False,False,False,False,False
2017-04-09,0.0,2252.0,157.0,30267.0,31.0,27.0,60.0,66.0,2288.0,7453.0,13290.0,11601.0,2463.0,160.0,2303.0,27354.0,25066.0,15753.0,False,False,False,False,False,False,False,False
2017-04-10,0.0,1684.0,157.0,30267.0,43.0,41.0,67.0,73.0,2488.0,7107.0,14190.0,10679.0,2463.0,160.0,2303.0,27332.0,24844.0,16653.0,False,False,False,False,False,False,False,False
2017-04-11,0.0,2043.0,157.0,30267.0,50.0,48.0,74.0,80.0,2488.0,7213.0,14600.0,10522.0,2463.0,160.0,2303.0,27585.0,25097.0,17063.0,False,False,False,False,False,False,False,False
2017-04-12,0.0,1470.0,157.0,30267.0,48.0,46.0,61.0,70.0,2263.0,7019.0,14260.0,10258.0,2463.0,160.0,2303.0,26981.0,24718.0,16723.0,False,False,False,False,False,False,False,False
2017-04-13,0.0,1759.0,157.0,30267.0,32.0,30.0,58.0,60.0,2538.0,7157.0,14230.0,10714.0,2463.0,160.0,2303.0,27407.0,24869.0,16693.0,False,False,False,False,False,False,False,False
2017-04-14,0.0,1976.0,157.0,30267.0,30.0,22.0,54.0,63.0,2688.0,7044.0,13300.0,12124.0,2463.0,160.0,2303.0,27887.0,25199.0,15763.0,False,False,False,False,False,False,False,False
2017-04-15,0.0,1839.0,157.0,30267.0,35.0,32.0,63.0,65.0,2488.0,7500.0,12750.0,11881.0,2463.0,160.0,2303.0,27094.0,24606.0,15213.0,False,False,False,False,False,False,False,False
2017-04-16,0.0,1935.0,157.0,30267.0,51.0,50.0,78.0,82.0,2488.0,7968.0,13000.0,11259.0,2463.0,160.0,2303.0,26722.0,24234.0,15463.0,False,False,False,False,False,False,False,False
2017-04-17,0.0,1481.0,157.0,30267.0,53.0,53.0,68.0,67.0,3018.0,8097.0,13750.0,10456.0,2463.0,160.0,2303.0,26669.0,23651.0,16213.0,False,False,False,False,False,False,False,False
2017-04-18,0.0,1529.0,157.0,30267.0,35.0,25.0,53.0,61.0,3018.0,8128.0,14280.0,9943.0,2463.0,160.0,2303.0,26686.0,23668.0,16743.0,False,False,False,False,False,False,False,False
2017-04-19,0.0,1755.0,157.0,30267.0,33.0,30.0,51.0,54.0,3018.0,7768.0,14240.0,10569.0,2463.0,160.0,2303.0,27272.0,24254.0,16703.0,False,False,False,False,False,False,False,False
2017-04-20,0.0,2289.0,157.0,30267.0,45.0,45.0,60.0,67.0,3018.0,6820.0,13870.0,12421.0,2463.0,160.0,2303.0,28754.0,25736.0,16333.0,False,False,False,False,False,False,False,False
2017-04-21,0.0,1658.0,157.0,30267.0,44.0,45.0,48.0,53.0,3018.0,8220.0,13880.0,10380.0,2463.0,160.0,2303.0,26723.0,23705.0,16343.0,False,False,False,False,False,False,False,False
2017-04-22,0.0,1988.0,157.0,30267.0,40.0,35.0,56.0,62.0,2818.0,8542.0,12880.0,11188.0,2463.0,160.0,2303.0,26531.0,23713.0,15343.0,False,False,False,False,False,False,False,False
2017-04-23,0.0,1315.0,157.0,30267.0,38.0,31.0,57.0,67.0,2888.0,8029.0,13000.0,10978.0,2463.0,160.0,2303.0,26441.0,23553.0,15463.0,False,False,False,False,False,False,False,False
2017-04-24,0.0,1699.0,157.0,30267.0,41.0,38.0,61.0,70.0,3088.0,7230.0,13950.0,11411.0,2463.0,160.0,2303.0,27824.0,24736.0,16413.0,False,False,False,False,False,False,False,False
2017-04-25,0.0,1399.0,157.0,30267.0,42.0,39.0,49.0,52.0,2788.0,7229.0,14450.0,10312.0,2463.0,160.0,2303.0,27225.0,24437.0,16913.0,False,False,False,False,False,False,False,False
2017-04-26,0.0,1766.0,157.0,30267.0,51.0,52.0,56.0,61.0,2788.0,7231.0,14200.0,10927.0,2463.0,160.0,2303.0,27590.0,24802.0,16663.0,False,False,False,False,False,False,False,False
2017-04-27,0.0,1384.0,157.0,30267.0,50.0,53.0,58.0,69.0,2788.0,7214.0,13950.0,10812.0,2463.0,160.0,2303.0,27225.0,24437.0,16413.0,False,False,False,False,False,False,False,False
2017-04-28,0.0,1321.0,157.0,30267.0,54.0,51.0,73.0,79.0,2788.0,7398.0,13930.0,10585.0,2463.0,160.0,2303.0,26978.0,24190.0,16393.0,False,False,False,False,False,False,False,False
2017-04-29,0.0,1063.0,157.0,30267.0,52.0,53.0,76.0,78.0,2588.0,8220.0,13180.0,10055.0,2463.0,160.0,2303.0,25698.0,23110.0,15643.0,False,False,False,False,False,False,False,False
2017-04-30,0.0,2016.0,157.0,30267.0,45.0,40.0,62.0,61.0,2588.0,8298.0,13130.0,10980.0,2463.0,160.0,2303.0,26573.0,23985.0,15593.0,False,False,False,False,False,False,False,False
2017-05-01,0.0,1456.0,157.0,30241.0,51.0,55.0,57.0,72.0,2788.0,8111.0,14110.0,9801.0,2463.0,160.0,2303.0,26374.0,23586.0,16573.0,False,False,False,False,False,False,False,False
2017-05-02,0.0,1512.0,157.0,30241.0,56.0,51.0,71.0,72.0,3088.0,7057.0,14180.0,11141.0,2463.0,160.0,2303.0,27784.0,24696.0,16643.0,False,False,False,False,False,False,False,False
2017-05-03,0.0,1607.0,157.0,30241.0,37.0,36.0,62.0,60.0,2788.0,7767.0,14000.0,10406.0,2463.0,160.0,2303.0,26869.0,24081.0,16463.0,False,False,False,False,False,False,False,False
2017-05-04,0.0,196.0,157.0,30241.0,32.0,29.0,56.0,64.0,3088.0,7881.0,13860.0,9321.0,2463.0,160.0,2303.0,25644.0,22556.0,16323.0,False,False,False,False,False,False,False,False
2017-05-05,0.0,1455.0,157.0,30241.0,54.0,51.0,54.0,56.0,3088.0,7587.0,13700.0,11034.0,2463.0,160.0,2303.0,27197.0,24109.0,16163.0,False,False,False,False,False,False,False,False
2017-05-06,0.0,1277.0,157.0,30241.0,57.0,51.0,63.0,67.0,2888.0,7819.0,12750.0,11374.0,2463.0,160.0,2303.0,26587.0,23699.0,15213.0,False,False,False,False,False,False,False,False
2017-05-07,0.0,1473.0,157.0,30241.0,41.0,37.0,61.0,59.0,2888.0,8057.0,13050.0,11032.0,2463.0,160.0,2303.0,26545.0,23657.0,15513.0,False,False,False,False,False,False,False,False
2017-05-08,0.0,1155.0,157.0,30241.0,34.0,29.0,55.0,54.0,3088.0,7565.0,14000.0,10456.0,2463.0,160.0,2303.0,26919.0,23831.0,16463.0,False,False,False,False,False,False,False,False
2017-05-09,0.0,1331.0,157.0,30241.0,35.0,30.0,51.0,56.0,2688.0,7473.0,14000.0,10324.0,2463.0,160.0,2303.0,26787.0,24099.0,16463.0,False,False,False,False,False,False,False,False
2017-05-10,0.0,1250.0,157.0,30241.0,38.0,32.0,57.0,61.0,2688.0,7113.0,13860.0,10743.0,2463.0,160.0,2303.0,27066.0,24378.0,16323.0,False,False,False,False,False,False,False,False
