ACWO_1,ACWO_2,ACWO_3,ACWO_4,ACWO_5,ACWO_6,ADMO_1,ADMO_2,ADMO_3,ADMO_4,ADMO_5,ADMO_6,ADRR_1,ADRR_2,ADRR_3,ADRR_4,ADRR_5,ADRR_6,CSO_1,CSO_2,CSO_3,CSO_4,CSO_5,CSO_6,HTB_1,HTB_2,HTB_3,HTB_4,HTB_5,HTB_6,ITP_1,ITP_2,ITP_3,ITP_4,ITP_5,ITP_6,PPL_1,PPL_2,PPL_3,PPL_4,PPL_5,PPL_6,PS_1,PS_2,PS_3,PS_4,PS_5,PS_6,RRR_1,RRR_2,RRR_3,RRR_4,RRR_5,RRR_6,TGA_1,TGA_2,TGA_3,TGA_4,TGA_5,TGA_6,Abnormal
0.0,0.0,0.0,0.0,0.0,0.0,2151.0,2942.0,1752.0,1662.0,2086.0,2066.0,451.0,452.0,458.0,456.0,463.0,344.0,30456.0,30046.0,30456.0,30456.0,30456.0,30456.0,43.0,45.0,46.0,47.0,42.0,37.0,2995.0,2820.0,2820.0,2820.0,2920.0,3120.0,14960.0,14500.0,14400.0,14340.0,14930.0,15270.0,15309.0,16754.0,15745.0,15370.0,15095.0,14685.0,180.0,180.0,180.0,180.0,180.0,180.0,29757.0,30917.0,29808.0,29373.0,29588.0,29318.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1288.0,1203.0,1348.0,1530.0,1279.0,1226.0,200.0,329.0,329.0,329.0,329.0,329.0,28841.0,28841.0,28841.0,28841.0,28841.0,28841.0,64.0,66.0,65.0,71.0,69.0,68.0,2988.0,2988.0,2588.0,2588.0,2588.0,2788.0,12490.0,12550.0,12640.0,13380.0,13130.0,13100.0,13578.0,12074.0,11383.0,10808.0,10658.0,11032.0,160.0,160.0,160.0,160.0,160.0,160.0,25543.0,24099.0,23898.0,24063.0,23663.0,23807.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,2839.0,3185.0,2713.0,2760.0,2710.0,2750.0,310.0,233.0,265.0,363.0,364.0,385.0,28274.0,28274.0,28274.0,28259.0,28274.0,28274.0,49.0,53.0,53.0,50.0,50.0,51.0,3120.0,3120.0,3120.0,3120.0,3120.0,3120.0,16250.0,15810.0,15720.0,16010.0,15940.0,16000.0,11181.0,11605.0,11014.0,10560.0,10972.0,10722.0,180.0,180.0,180.0,180.0,180.0,180.0,26794.0,26778.0,26097.0,25933.0,26275.0,26085.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,641.0,675.0,577.0,693.0,812.0,659.0,177.0,301.0,301.0,301.0,301.0,301.0,28842.0,28842.0,28842.0,28842.0,28842.0,28842.0,87.0,85.0,86.0,85.0,86.0,88.0,3288.0,3288.0,3288.0,3288.0,3288.0,3288.0,23350.0,22750.0,22540.0,22850.0,23250.0,23350.0,5651.0,5867.0,5390.0,5017.0,4630.0,4228.0,160.0,160.0,160.0,160.0,160.0,160.0,28176.0,27792.0,27105.0,27042.0,27055.0,26753.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,2028.0,2028.0,2260.0,2211.0,1533.0,1843.0,334.0,220.0,224.0,332.0,335.0,327.0,28377.0,28377.0,28377.0,28377.0,28377.0,28377.0,42.0,42.0,42.0,44.0,45.0,44.0,3450.0,3450.0,3450.0,3450.0,3450.0,3450.0,16350.0,16330.0,16300.0,16130.0,16050.0,16250.0,8655.0,8206.0,8379.0,8332.0,7781.0,7738.0,180.0,180.0,180.0,180.0,180.0,180.0,24038.0,23569.0,23712.0,23495.0,22864.0,23021.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1287.0,1444.0,1458.0,1776.0,1114.0,1546.0,405.0,432.0,440.0,320.0,304.0,412.0,29757.0,29757.0,29757.0,29757.0,29757.0,29757.0,44.0,43.0,44.0,44.0,44.0,45.0,3695.0,3695.0,3695.0,3695.0,3395.0,3395.0,16160.0,16300.0,16250.0,16250.0,16250.0,16500.0,13056.0,13181.0,12714.0,12849.0,11737.0,11785.0,180.0,180.0,180.0,180.0,180.0,180.0,28004.0,28269.0,27752.0,27887.0,27075.0,27373.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1840.0,1700.0,2268.0,2387.0,1566.0,2196.0,430.0,464.0,349.0,359.0,471.0,476.0,29745.0,29745.0,29745.0,29745.0,29745.0,29745.0,40.0,42.0,40.0,43.0,43.0,46.0,3695.0,3695.0,3695.0,3695.0,3695.0,3695.0,17000.0,16600.0,16750.0,16750.0,17000.0,17000.0,12175.0,12508.0,12367.0,13050.0,11935.0,12436.0,180.0,180.0,180.0,180.0,180.0,180.0,27963.0,27896.0,27905.0,28588.0,27723.0,28224.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,963.0,1640.0,1198.0,1175.0,1073.0,1386.0,196.0,270.0,270.0,270.0,270.0,270.0,29903.0,29903.0,29903.0,29903.0,29903.0,29903.0,52.0,52.0,50.0,51.0,50.0,52.0,2730.0,2730.0,2730.0,2730.0,2730.0,2780.0,14130.0,14100.0,14080.0,14020.0,14080.0,13980.0,12311.0,11478.0,10456.0,10293.0,10714.0,10592.0,160.0,160.0,160.0,160.0,160.0,160.0,26174.0,25311.0,24269.0,24046.0,24527.0,24255.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,2368.0,2222.0,2307.0,2184.0,2089.0,1962.0,436.0,434.0,433.0,440.0,432.0,315.0,31049.0,31049.0,31049.0,31049.0,31049.0,31049.0,45.0,45.0,46.0,46.0,46.0,45.0,3095.0,3095.0,3095.0,3095.0,3095.0,3095.0,14710.0,14670.0,14750.0,14750.0,15000.0,14850.0,16866.0,16311.0,15716.0,15672.0,15177.0,15050.0,180.0,180.0,180.0,180.0,180.0,180.0,30964.0,30369.0,29854.0,29810.0,29565.0,29288.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1069.0,1069.0,1069.0,1825.0,1270.0,1353.0,399.0,398.0,398.0,399.0,414.0,315.0,29697.0,29697.0,29697.0,29697.0,29697.0,29697.0,64.0,63.0,64.0,64.0,63.0,59.0,3020.0,2820.0,2820.0,2820.0,2820.0,2820.0,12360.0,12200.0,12180.0,12180.0,12100.0,12500.0,10559.0,10463.0,10496.0,11054.0,10430.0,9963.0,160.0,160.0,160.0,160.0,160.0,160.0,22362.0,22306.0,22319.0,22877.0,22173.0,22106.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1656.0,1826.0,1565.0,1863.0,2026.0,1404.0,274.0,462.0,453.0,443.0,446.0,449.0,30995.0,30995.0,30995.0,30995.0,30995.0,30995.0,44.0,44.0,43.0,43.0,43.0,43.0,3295.0,3295.0,3295.0,3095.0,3095.0,3095.0,15750.0,16000.0,16000.0,15630.0,15360.0,15140.0,10062.0,9514.0,8949.0,9230.0,9514.0,9071.0,180.0,180.0,180.0,180.0,180.0,180.0,25000.0,24702.0,24137.0,24248.0,24262.0,23599.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1008.0,932.0,637.0,981.0,884.0,694.0,202.0,301.0,301.0,301.0,301.0,301.0,28842.0,28842.0,28842.0,28842.0,28842.0,28166.0,87.0,87.0,86.0,85.0,85.0,85.0,3188.0,3188.0,3188.0,2988.0,2988.0,3188.0,19900.0,19750.0,19900.0,19600.0,19440.0,19230.0,8764.0,8695.0,7652.0,8044.0,7967.0,7361.0,160.0,160.0,160.0,160.0,160.0,160.0,27939.0,27720.0,26827.0,27119.0,26882.0,25866.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1674.0,1538.0,1764.0,1239.0,1700.0,1401.0,372.0,424.0,415.0,430.0,428.0,434.0,30577.0,30244.0,30244.0,30244.0,30244.0,30244.0,70.0,74.0,75.0,75.0,75.0,74.0,3095.0,3095.0,3095.0,3095.0,3095.0,3295.0,14310.0,14920.0,14880.0,14880.0,14710.0,14240.0,16506.0,15115.0,15175.0,14420.0,15065.0,15295.0,160.0,160.0,160.0,160.0,160.0,160.0,30184.0,29403.0,29423.0,28668.0,29143.0,28703.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1620.0,918.0,1115.0,1062.0,951.0,1009.0,437.0,440.0,416.0,428.0,436.0,372.0,30577.0,30577.0,30577.0,30577.0,30577.0,30577.0,77.0,76.0,72.0,74.0,73.0,72.0,3095.0,3095.0,3095.0,3095.0,3095.0,3095.0,13460.0,13750.0,13220.0,13500.0,13540.0,13720.0,16973.0,16465.0,16752.0,16220.0,15933.0,15661.0,160.0,160.0,160.0,160.0,160.0,160.0,29801.0,29583.0,29340.0,29088.0,28841.0,28749.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,725.0,541.0,1212.0,1300.0,677.0,1001.0,185.0,255.0,255.0,255.0,255.0,255.0,29740.0,29740.0,29740.0,29740.0,29740.0,29740.0,69.0,71.0,72.0,72.0,71.0,72.0,2388.0,2388.0,2388.0,2388.0,2388.0,2388.0,15530.0,15580.0,15620.0,15560.0,15500.0,15640.0,6200.0,5424.0,6022.0,5928.0,5223.0,5257.0,160.0,160.0,160.0,160.0,160.0,160.0,21805.0,21079.0,21717.0,21563.0,20798.0,20972.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,2091.0,1463.0,1306.0,1700.0,1853.0,2351.0,443.0,460.0,444.0,493.0,498.0,345.0,29754.0,29754.0,29754.0,29754.0,29754.0,29754.0,42.0,41.0,40.0,38.0,35.0,38.0,3195.0,3195.0,2595.0,2595.0,2195.0,2395.0,15370.0,15400.0,15640.0,15860.0,15950.0,15310.0,14399.0,13278.0,11935.0,11886.0,11287.0,12378.0,180.0,180.0,180.0,180.0,180.0,180.0,29057.0,27966.0,27463.0,27634.0,27525.0,27776.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,3040.0,2908.0,3431.0,2852.0,3608.0,3060.0,209.0,350.0,339.0,340.0,318.0,333.0,28509.0,28509.0,28509.0,28509.0,28509.0,28509.0,45.0,46.0,45.0,44.0,42.0,40.0,3095.0,3095.0,3095.0,3095.0,3095.0,3095.0,16280.0,15960.0,15940.0,16100.0,16350.0,16700.0,13474.0,13472.0,13723.0,12534.0,12972.0,11946.0,180.0,180.0,180.0,180.0,180.0,180.0,29142.0,28820.0,29051.0,28022.0,28710.0,28034.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1005.0,1294.0,1258.0,1428.0,1441.0,1382.0,449.0,477.0,490.0,462.0,476.0,296.0,29883.0,29883.0,29883.0,29883.0,29883.0,29883.0,74.0,74.0,76.0,79.0,79.0,80.0,3325.0,3325.0,3325.0,3325.0,3425.0,3425.0,16380.0,15890.0,16600.0,17630.0,17450.0,17750.0,13825.0,14321.0,13330.0,12088.0,12171.0,11662.0,160.0,160.0,160.0,160.0,160.0,160.0,29343.0,29349.0,29068.0,28856.0,28659.0,28450.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,655.0,688.0,643.0,770.0,825.0,1348.0,336.0,254.0,255.0,352.0,328.0,346.0,30281.0,30281.0,30281.0,30281.0,30281.0,30281.0,80.0,81.0,82.0,81.0,80.0,81.0,3295.0,3295.0,3295.0,3295.0,3295.0,3295.0,19760.0,20340.0,20270.0,19800.0,19640.0,19940.0,11112.0,10065.0,9740.0,10410.0,10296.0,10372.0,160.0,160.0,160.0,160.0,160.0,160.0,30040.0,29573.0,29178.0,29378.0,29104.0,29480.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1779.0,2147.0,2104.0,1654.0,1673.0,2298.0,306.0,309.0,300.0,314.0,292.0,294.0,31193.0,31193.0,31193.0,31193.0,31193.0,31193.0,53.0,53.0,53.0,51.0,48.0,46.0,3295.0,3295.0,3295.0,3295.0,3295.0,3295.0,16110.0,16250.0,16250.0,16150.0,16530.0,16570.0,16144.0,15893.0,15255.0,14705.0,14194.0,14629.0,180.0,180.0,180.0,180.0,180.0,180.0,31442.0,31331.0,30693.0,30043.0,29912.0,30387.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,3020.0,3682.0,3682.0,3138.0,3758.0,3813.0,340.0,345.0,344.0,341.0,344.0,231.0,28274.0,28274.0,28274.0,28274.0,28274.0,28274.0,34.0,35.0,34.0,35.0,37.0,39.0,3095.0,2920.0,2920.0,2920.0,2920.0,2920.0,15700.0,15860.0,15930.0,15880.0,15640.0,15750.0,13580.0,13733.0,13931.0,13652.0,14324.0,14118.0,180.0,180.0,180.0,180.0,180.0,180.0,28668.0,29156.0,29424.0,29095.0,29527.0,29431.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1584.0,2169.0,1311.0,1523.0,1226.0,1559.0,276.0,463.0,462.0,461.0,463.0,462.0,30995.0,30995.0,30995.0,30995.0,30995.0,30995.0,50.0,45.0,48.0,45.0,45.0,45.0,2495.0,2495.0,2495.0,2495.0,2495.0,2495.0,15440.0,15460.0,15350.0,15200.0,15000.0,15050.0,11312.0,11792.0,10192.0,10608.0,10361.0,10910.0,180.0,180.0,180.0,180.0,180.0,180.0,26740.0,27240.0,25530.0,25796.0,25349.0,25948.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,2025.0,2391.0,2494.0,2176.0,3099.0,2031.0,347.0,444.0,449.0,450.0,454.0,455.0,30501.0,30501.0,30501.0,30501.0,30501.0,30501.0,36.0,36.0,36.0,36.0,36.0,38.0,3425.0,3425.0,3425.0,3425.0,3425.0,3755.0,16850.0,16600.0,16650.0,16550.0,16470.0,16430.0,12791.0,13115.0,12848.0,12628.0,13953.0,13011.0,180.0,180.0,180.0,180.0,180.0,180.0,28699.0,28773.0,28556.0,28236.0,29481.0,28169.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,987.0,922.0,1054.0,1226.0,1342.0,1098.0,310.0,239.0,242.0,323.0,314.0,304.0,30238.0,30238.0,30238.0,30238.0,30238.0,30238.0,75.0,75.0,75.0,75.0,72.0,70.0,3295.0,3295.0,3295.0,3295.0,3295.0,3295.0,14620.0,15000.0,15500.0,15510.0,15260.0,14900.0,15216.0,13980.0,13042.0,13321.0,13689.0,13534.0,160.0,160.0,160.0,160.0,160.0,160.0,29004.0,28148.0,27710.0,27999.0,28117.0,27602.0,0.0
860.0,688.0,516.0,516.0,860.0,1032.0,2564.0,1907.0,2416.0,2236.0,2117.0,1804.0,430.0,326.0,320.0,422.0,424.0,433.0,29745.0,29745.0,29745.0,29745.0,29745.0,29745.0,28.0,29.0,31.0,31.0,29.0,27.0,3695.0,3695.0,3695.0,3695.0,3695.0,3695.0,18120.0,18080.0,18040.0,18110.0,18250.0,17960.0,12801.0,11855.0,11976.0,11583.0,10957.0,10612.0,180.0,180.0,180.0,180.0,180.0,180.0,29709.0,28723.0,28804.0,28481.0,27995.0,27360.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1833.0,1116.0,1161.0,1499.0,1274.0,1462.0,157.0,234.0,234.0,234.0,234.0,234.0,30241.0,30241.0,30241.0,30241.0,30241.0,30241.0,59.0,58.0,59.0,61.0,64.0,67.0,1388.0,1288.0,1288.0,1288.0,2288.0,2288.0,13850.0,13530.0,13680.0,14010.0,14000.0,14250.0,10036.0,9423.0,9865.0,10204.0,11615.0,11403.0,160.0,160.0,160.0,160.0,160.0,160.0,24961.0,24128.0,24720.0,25389.0,25790.0,25828.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1825.0,1270.0,1353.0,1353.0,1873.0,1833.0,399.0,414.0,315.0,314.0,411.0,409.0,29697.0,29697.0,29697.0,29697.0,29697.0,29697.0,62.0,62.0,60.0,60.0,63.0,63.0,3020.0,3020.0,3020.0,3020.0,3020.0,3020.0,13330.0,13410.0,13500.0,13500.0,13500.0,13750.0,10637.0,9563.0,9023.0,8823.0,9216.0,8796.0,160.0,160.0,160.0,160.0,160.0,160.0,23410.0,22416.0,21966.0,21766.0,22159.0,21989.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,621.0,655.0,688.0,643.0,770.0,825.0,338.0,336.0,254.0,255.0,352.0,328.0,30350.0,30350.0,30350.0,30350.0,30350.0,30350.0,79.0,83.0,81.0,83.0,83.0,84.0,3295.0,3295.0,3295.0,3295.0,3295.0,3295.0,20300.0,20960.0,21100.0,20960.0,20850.0,20950.0,10783.0,9792.0,9335.0,9180.0,9196.0,8921.0,160.0,160.0,160.0,160.0,160.0,160.0,30251.0,29920.0,29603.0,29308.0,29214.0,29039.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,885.0,1181.0,976.0,1078.0,1365.0,997.0,196.0,268.0,268.0,268.0,268.0,268.0,29813.0,29813.0,29813.0,29813.0,29813.0,29813.0,76.0,74.0,76.0,74.0,73.0,72.0,2670.0,2695.0,2695.0,2695.0,2895.0,2845.0,15150.0,15100.0,15060.0,14780.0,14700.0,14600.0,10472.0,10351.0,9936.0,10070.0,10301.0,9886.0,160.0,160.0,160.0,160.0,160.0,160.0,25415.0,25219.0,24764.0,24618.0,24569.0,24104.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1563.0,1563.0,1832.0,2260.0,1785.0,1410.0,429.0,317.0,323.0,505.0,421.0,421.0,30325.0,30325.0,30325.0,30325.0,30325.0,30325.0,70.0,66.0,68.0,68.0,66.0,65.0,3120.0,3120.0,3120.0,3295.0,3295.0,3295.0,12960.0,12970.0,12990.0,13000.0,12900.0,13000.0,11401.0,11703.0,11352.0,12206.0,11856.0,11247.0,160.0,160.0,160.0,160.0,160.0,160.0,23704.0,24016.0,23685.0,24374.0,23924.0,23415.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1183.0,1482.0,966.0,1375.0,982.0,944.0,362.0,509.0,489.0,514.0,516.0,509.0,29997.0,29997.0,29997.0,29997.0,29997.0,29997.0,51.0,51.0,51.0,50.0,50.0,50.0,2750.0,2750.0,2750.0,2750.0,2850.0,2850.0,14490.0,14380.0,14340.0,14500.0,14500.0,14500.0,10904.0,11240.0,10167.0,10216.0,9801.0,9608.0,180.0,180.0,180.0,180.0,180.0,180.0,25127.0,25353.0,24240.0,24449.0,23934.0,23741.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,2612.0,2986.0,3027.0,3595.0,3595.0,2904.0,316.0,316.0,346.0,354.0,238.0,231.0,28336.0,28336.0,28336.0,28336.0,28336.0,28336.0,53.0,55.0,53.0,54.0,57.0,48.0,3195.0,3195.0,3195.0,3195.0,3195.0,3195.0,13650.0,13640.0,13730.0,13710.0,13450.0,13630.0,12762.0,11999.0,12308.0,12746.0,13006.0,11985.0,160.0,160.0,160.0,160.0,160.0,160.0,25680.0,24907.0,25306.0,25724.0,25724.0,24883.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,837.0,668.0,583.0,715.0,533.0,730.0,472.0,368.0,492.0,478.0,462.0,309.0,30594.0,30594.0,30594.0,30594.0,30594.0,30594.0,87.0,85.0,85.0,83.0,83.0,82.0,3095.0,3095.0,3095.0,3095.0,3095.0,3095.0,18500.0,18500.0,18250.0,17750.0,17620.0,17740.0,10475.0,10364.0,9439.0,11324.0,11166.0,11093.0,160.0,160.0,160.0,160.0,160.0,160.0,28343.0,28232.0,27057.0,28442.0,28154.0,28201.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,718.0,547.0,751.0,929.0,545.0,821.0,185.0,255.0,255.0,255.0,255.0,255.0,29740.0,29740.0,29740.0,29740.0,29740.0,29740.0,66.0,65.0,65.0,66.0,67.0,69.0,938.0,938.0,988.0,1648.0,1648.0,1798.0,15300.0,15300.0,15370.0,15300.0,15380.0,15550.0,7616.0,7626.0,7492.0,7950.0,7404.0,7427.0,160.0,160.0,160.0,160.0,160.0,160.0,24441.0,24451.0,24337.0,24065.0,23599.0,23642.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,738.0,740.0,682.0,468.0,590.0,624.0,245.0,356.0,341.0,346.0,362.0,345.0,30350.0,30350.0,30350.0,30350.0,30350.0,30350.0,76.0,74.0,75.0,78.0,80.0,80.0,3095.0,3095.0,3095.0,3095.0,3095.0,3095.0,17020.0,16400.0,16250.0,17750.0,18000.0,18250.0,12857.0,13271.0,13191.0,11278.0,11000.0,10727.0,160.0,160.0,160.0,160.0,160.0,160.0,29245.0,29039.0,28809.0,28396.0,28368.0,28345.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,876.0,884.0,754.0,647.0,829.0,771.0,214.0,319.0,319.0,319.0,319.0,319.0,28841.0,28841.0,28841.0,28841.0,28841.0,28841.0,74.0,74.0,76.0,73.0,74.0,78.0,3288.0,3288.0,3288.0,3288.0,3288.0,3288.0,17490.0,17290.0,17850.0,17590.0,17780.0,18880.0,10935.0,10097.0,10122.0,10279.0,10228.0,8930.0,160.0,160.0,160.0,160.0,160.0,160.0,27600.0,26562.0,27147.0,27044.0,27183.0,26985.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,944.0,1052.0,1228.0,1167.0,1135.0,1272.0,509.0,347.0,366.0,461.0,455.0,448.0,29997.0,29997.0,29997.0,29997.0,29997.0,29997.0,62.0,62.0,62.0,60.0,58.0,55.0,3825.0,3825.0,3825.0,3825.0,3825.0,3825.0,15000.0,14980.0,14970.0,14600.0,14790.0,14620.0,10971.0,10554.0,10490.0,10280.0,10041.0,10106.0,180.0,180.0,180.0,180.0,180.0,180.0,24629.0,24192.0,24118.0,23538.0,23489.0,23384.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1587.0,1676.0,1994.0,1380.0,1628.0,1241.0,453.0,456.0,428.0,442.0,448.0,314.0,31077.0,31077.0,31077.0,31077.0,31077.0,31077.0,45.0,45.0,48.0,52.0,53.0,52.0,3095.0,3095.0,3095.0,3095.0,3095.0,3095.0,15250.0,15200.0,15000.0,14490.0,14460.0,14680.0,15477.0,15351.0,15312.0,15315.0,15349.0,14500.0,180.0,180.0,180.0,180.0,180.0,180.0,30115.0,29939.0,29700.0,29193.0,29197.0,28568.0,0.0
1376.0,1548.0,1720.0,860.0,688.0,688.0,2103.0,1791.0,2462.0,2599.0,1221.0,1777.0,464.0,358.0,379.0,472.0,446.0,447.0,29741.0,29741.0,29741.0,29741.0,29741.0,29741.0,34.0,35.0,36.0,35.0,34.0,32.0,3695.0,3695.0,3695.0,3695.0,3695.0,3595.0,18750.0,18220.0,18180.0,17880.0,17800.0,18120.0,11210.0,10986.0,11275.0,12497.0,11191.0,11077.0,180.0,180.0,180.0,180.0,180.0,180.0,28748.0,27994.0,28243.0,29165.0,27779.0,28085.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,3379.0,2722.0,2870.0,2870.0,3435.0,3021.0,312.0,316.0,302.0,307.0,315.0,215.0,28509.0,28509.0,28509.0,28509.0,28509.0,28509.0,41.0,41.0,41.0,43.0,44.0,40.0,3095.0,3095.0,3095.0,3095.0,3095.0,3095.0,15000.0,14990.0,15250.0,15250.0,15000.0,15160.0,14290.0,13159.0,12888.0,13525.0,15024.0,14305.0,180.0,180.0,180.0,180.0,180.0,180.0,28678.0,27537.0,27526.0,28163.0,29412.0,28853.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1407.0,1506.0,1563.0,1509.0,1468.0,1202.0,355.0,305.0,287.0,278.0,372.0,299.0,31630.0,31630.0,31630.0,31630.0,31630.0,31630.0,55.0,53.0,50.0,52.0,55.0,57.0,2620.0,2620.0,2620.0,2620.0,2620.0,2620.0,13710.0,13780.0,13780.0,13720.0,13630.0,13600.0,13260.0,13677.0,13234.0,13211.0,12212.0,13320.0,160.0,160.0,160.0,160.0,160.0,160.0,26813.0,27300.0,26857.0,26774.0,25685.0,26763.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1585.0,1696.0,1888.0,1766.0,1775.0,1689.0,323.0,329.0,337.0,221.0,240.0,356.0,28076.0,28076.0,28076.0,28076.0,28076.0,28076.0,65.0,65.0,64.0,66.0,67.0,67.0,2225.0,2225.0,2225.0,2225.0,2225.0,2225.0,13850.0,13870.0,13910.0,13990.0,14010.0,14090.0,10007.0,9634.0,9835.0,8992.0,8831.0,8632.0,160.0,160.0,160.0,160.0,160.0,160.0,24095.0,23742.0,23983.0,23220.0,23079.0,22960.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1983.0,1597.0,1597.0,1782.0,1616.0,1616.0,551.0,492.0,349.0,356.0,504.0,526.0,27837.0,27837.0,27837.0,27837.0,27837.0,27837.0,91.0,92.0,89.0,89.0,91.0,89.0,3295.0,3295.0,3295.0,3295.0,3295.0,3295.0,24360.0,24280.0,23440.0,23640.0,23830.0,22750.0,3885.0,3694.0,4530.0,4322.0,3845.0,4775.0,160.0,160.0,160.0,160.0,160.0,160.0,27413.0,27142.0,27138.0,27130.0,26843.0,26693.0,0.0
344.0,516.0,344.0,172.0,0.0,0.0,2714.0,2301.0,3276.0,2645.0,1881.0,2375.0,463.0,470.0,468.0,472.0,340.0,341.0,30471.0,30471.0,30471.0,30471.0,30471.0,30471.0,32.0,31.0,31.0,32.0,33.0,41.0,2895.0,2895.0,2895.0,2895.0,2895.0,2895.0,17000.0,16290.0,16050.0,15980.0,15700.0,15300.0,13505.0,13153.0,13952.0,13363.0,12907.0,13651.0,180.0,180.0,180.0,180.0,180.0,180.0,30093.0,29031.0,29590.0,28931.0,28195.0,28539.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,2943.0,2747.0,3324.0,2843.0,2283.0,2930.0,428.0,444.0,432.0,369.0,295.0,349.0,30446.0,30446.0,30446.0,30446.0,30446.0,30446.0,37.0,37.0,39.0,42.0,46.0,52.0,3425.0,3425.0,3425.0,3425.0,3425.0,3425.0,15440.0,15500.0,15500.0,15500.0,14710.0,14400.0,14899.0,14318.0,15734.0,15467.0,15647.0,16354.0,180.0,180.0,180.0,180.0,180.0,180.0,29397.0,28876.0,30292.0,30025.0,29415.0,29812.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,606.0,578.0,1111.0,642.0,516.0,671.0,568.0,531.0,371.0,402.0,548.0,535.0,29187.0,29187.0,29187.0,29187.0,29184.0,29184.0,87.0,88.0,87.0,87.0,85.0,82.0,3295.0,3295.0,3295.0,3295.0,3295.0,3295.0,22800.0,23050.0,22750.0,22450.0,22250.0,20560.0,5948.0,5171.0,5424.0,5055.0,5133.0,6828.0,160.0,160.0,160.0,160.0,160.0,160.0,27916.0,27389.0,27342.0,26673.0,26551.0,26556.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,1610.0,2016.0,2405.0,1356.0,1639.0,1670.0,166.0,243.0,243.0,243.0,243.0,243.0,30218.0,30218.0,30218.0,30218.0,30218.0,30218.0,44.0,47.0,47.0,46.0,53.0,55.0,2988.0,2988.0,2988.0,3288.0,3288.0,3288.0,14300.0,13950.0,14100.0,14060.0,13690.0,13600.0,12954.0,13090.0,12977.0,11846.0,12556.0,12799.0,160.0,160.0,160.0,160.0,160.0,160.0,26729.0,26515.0,26552.0,25081.0,25421.0,25574.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,2042.0,2414.0,1911.0,1264.0,1472.0,1472.0,385.0,398.0,400.0,403.0,405.0,313.0,29697.0,29697.0,29697.0,29697.0,29697.0,29697.0,55.0,54.0,55.0,55.0,56.0,55.0,3020.0,2720.0,2720.0,2720.0,2920.0,2920.0,12020.0,11970.0,12120.0,12220.0,12230.0,12180.0,11075.0,10573.0,9536.0,8257.0,8927.0,9144.0,160.0,160.0,160.0,160.0,160.0,160.0,22538.0,22286.0,21399.0,20220.0,20700.0,20867.0,0.0
