ACWO_1,ACWO_2,ACWO_3,ACWO_4,ACWO_5,ACWO_6,ADMO_1,ADMO_2,ADMO_3,ADMO_4,ADMO_5,ADMO_6,ADRR_1,ADRR_2,ADRR_3,ADRR_4,ADRR_5,ADRR_6,CSO_1,CSO_2,CSO_3,CSO_4,CSO_5,CSO_6,HTB_1,HTB_2,HTB_3,HTB_4,HTB_5,HTB_6,ITP_1,ITP_2,ITP_3,ITP_4,ITP_5,ITP_6,PPL_1,PPL_2,PPL_3,PPL_4,PPL_5,PPL_6,PS_1,PS_2,PS_3,PS_4,PS_5,PS_6,RRR_1,RRR_2,RRR_3,RRR_4,RRR_5,RRR_6,TGA_1,TGA_2,TGA_3,TGA_4,TGA_5,TGA_6,Abnormal
1488.797222900308,1364.7307876586156,1240.6643524169233,868.4650466918463,620.3321762084616,620.3321762084616,2395.9910292336513,2549.5317874553016,2537.8270797817613,2563.8753786042157,2983.138980918644,2403.501014008559,337.77144843699557,368.2955978482227,374.78744620389267,379.83666159163596,382.00061104352596,289.67210109622005,28684.499597034966,28684.499597034966,28684.499597034966,28684.499597034966,28684.499597034966,28684.499597034966,28.180252740550088,27.901569224513416,28.45893625658676,31.344202192440072,39.39341758018336,38.950784612256705,2913.032912099083,2913.032912099083,2913.032912099083,2940.9012637027504,2940.9012637027504,3013.032912099083,17367.871406821298,17237.708373934696,16901.476461632297,16571.6394945189,16385.573670320733,16438.0344397079,9057.507651236027,9509.211136822514,10626.846243401511,10916.63338408364,11547.964032683287,10765.865296386037,180.0,180.0,180.0,180.0,180.0,180.0,25995.34614595824,26316.886598658126,27098.289792934727,27030.37161489979,27475.63643930127,26673.866823994853,1.0
0.0,0.0,0.0,0.0,0.0,43.66018270877869,1410.2916999554882,1576.6919135781334,1124.8792160204268,1274.5639654038614,1590.9365382612907,1414.0665271459948,270.05936295129607,340.1985654244054,334.10644690690134,338.67553579502936,305.6765604918827,309.991811108448,29876.801434575595,29876.801434575595,29876.801434575595,29876.801434575595,29876.801434575595,29876.801434575595,39.730808642186666,38.730808642186666,37.98464691374933,38.98464691374933,39.22313209906133,39.715455555935996,3098.0706172501336,3098.0706172501336,3098.0706172501336,3098.0706172501336,3098.0706172501336,3098.0706172501336,16500.143283893973,16372.22107402208,16581.606950572055,16571.76048143456,16480.910938206507,16514.216975234667,11911.806523326763,11552.049115982763,10586.387899893856,11080.439082636874,11412.406335753942,11008.570104901706,165.07676543125334,165.07676543125334,165.07676543125334,165.07676543125334,165.07676543125334,165.07676543125334,27781.955955401856,27294.276338185962,26538.00099864703,27022.205712252555,27263.32342214157,26892.793228317492,1.0
0.0,0.0,0.0,0.0,0.0,0.0,1041.6411306939997,999.2378629248984,793.8741414274233,847.0431561504753,990.8543097620961,669.3031012478959,506.6002250507195,424.10602690724943,434.73306926293776,498.38343610377405,412.6573524804779,409.69814106472984,29520.465130331308,29520.465130331308,29520.465130331308,29520.465130331308,29520.465130331308,29520.465130331308,82.55594364664675,82.55594364664675,79.48135211778441,79.48135211778441,79.51864788221559,80.03729576443116,3453.846198868857,3453.846198868857,3453.846198868857,3453.846198868857,3453.846198868857,3453.846198868857,20939.76675514852,20893.123373947325,19725.93239411078,19937.35436829161,19932.983661154492,19659.62704235569,8581.313930884444,7733.5526849448825,8616.545465187184,8427.10140883383,8436.804285031008,8459.334653685311,160.0,160.0,160.0,160.0,160.0,160.0,28530.234487164107,27635.82986002335,27351.631660429106,27373.609578256583,27378.941747316643,27128.11549717214,1.0
0.0,0.0,0.0,0.0,0.0,0.0,973.2088550454461,1008.3434180958491,804.972161708978,688.5963108487908,865.7331881015473,877.5243669874919,259.87472769040113,253.73550230390066,343.8955894429723,361.4710046078013,348.18098282303345,372.4454805191328,30224.958208632077,30224.958208632077,30224.958208632077,30224.958208632077,30224.958208632077,30224.958208632077,88.68445412656351,87.72389736074308,87.68445412656351,86.72389736074308,85.72389736074308,80.92111353164088,2789.3156137362175,2789.3156137362175,2789.3156137362175,3115.9049141151672,3308.016267279255,3308.016267279255,20582.111353164088,20173.155458734363,21006.3572015158,20294.083514873066,19590.649673228483,18161.92587766191,9169.034882692255,8864.612510265264,7908.726279425878,9367.002246339573,10128.463926275179,11430.18077923469,160.0,160.0,160.0,160.0,160.0,160.0,29424.830622120124,28711.452355263413,28588.767867205457,29008.180847097472,28874.097332224406,28747.090389617344,1.0
0.0,0.0,0.0,0.0,0.0,0.0,1508.1661889914244,1621.4751090516636,1708.6237487270457,1979.574143334032,1689.641298043088,1569.3207372733734,506.77543095754083,532.4226376071958,514.352793350345,336.22456904245917,350.1925129654877,513.6239252307048,27809.0,27809.0,27809.0,27809.0,27809.0,27809.0,93.85422637607196,93.92711318803597,94.6355659401799,95.27113188035979,93.56267912821588,93.41690550428784,3120.0,3282.2448079062965,3282.2448079062965,3282.2448079062965,3295.0,3295.0,24635.422637607197,24489.387538975112,24470.845275214393,24422.9441329931,24348.57092427526,24198.074870345125,3790.1837383074667,3565.1076324367305,3478.81321913742,3226.1665419987426,2806.8977466588594,2873.2392523070475,160.0,160.0,160.0,160.0,160.0,160.0,27768.606375914664,27235.250363505544,27130.413686445514,26829.865867085548,26323.46867093412,26239.31412265217,1.0
0.0,0.0,0.0,0.0,0.0,0.0,649.6964360712926,622.3686889339278,860.9219350996792,702.5027576371743,841.3703855154711,501.5922786159117,545.8156555330361,539.0670343516233,487.29974523590187,499.47666508211427,433.71701335200396,436.85108205525046,29184.983241412094,29184.983241412094,29184.983241412094,29184.983241412094,29184.0,29184.0,84.98324141209419,85.31098854945891,81.62197709891784,81.62197709891784,81.63873568682365,81.32774713736472,3295.0,3295.0,3295.0,3295.0,3295.0,3295.0,21892.458635442385,22001.285534288978,20733.241412094187,20628.194742258416,20744.153587696994,19948.249895001903,6743.275136497526,6330.636188045843,7544.957781614279,7297.635549751263,7142.363806416824,7557.394355959269,160.0,160.0,160.0,160.0,160.0,160.0,27803.73377193991,27499.92172233482,27446.199193708468,27093.83029200968,27054.517394113816,26673.644250961173,1.0
0.0,0.0,0.0,0.0,0.0,0.0,987.659886453695,947.4999950686064,785.8821130593782,830.2879387823807,992.1863144901037,632.8482350076902,510.7364502587428,441.4220883713472,450.6470204870276,505.464092815814,407.60975561644943,406.6836040487128,29471.46137744303,29471.46137744303,29471.46137744303,29471.46137744303,29471.46137744303,29471.46137744303,82.76626018264794,82.76626018264794,79.41124660578402,79.41124660578402,79.58875339421598,80.17750678843196,3430.7113799087265,3430.7113799087265,3430.7113799087265,3430.7113799087265,3430.7113799087265,3430.7113799087265,21014.07859786894,20980.054208827816,19729.4376697108,19908.61110837145,19944.200543074556,19658.22493211568,8370.08602322725,7611.569094064194,8611.077235251154,8421.8434954338,8390.955280182749,8379.764897564863,160.0,160.0,160.0,160.0,160.0,160.0,28416.453241187464,27623.911922983283,27372.803525053227,27362.743223896523,27367.44444334858,27070.278449771817,1.0
1549.3038974786377,1696.8158102194766,1696.8158102194766,1770.5717665898965,1401.7919847377987,1180.0953019267122,1570.2102914507218,1766.6102748710152,1544.9135920599288,1942.7882613460783,1604.393282723641,1599.2526060220932,314.0508769638843,363.27456980791106,281.45764397936244,316.19324956422827,395.29831239105704,393.1559397907131,28757.41719110385,28757.41719110385,28757.41719110385,28757.41719110385,28757.41719110385,28757.41719110385,53.6999917101468,52.557619109802836,53.27117801031878,55.55592321100669,54.27117801031878,52.986432809630855,3466.5254799312083,3466.5254799312083,3466.5254799312083,3466.5254799312083,3466.5254799312083,3352.2882198968123,20634.101588130703,20591.2202181479,20522.677862127264,20899.66082024077,19925.49139615822,18872.74569807911,7420.955989529833,7102.930468149358,6976.221914046699,6743.2119044509855,7471.116934118402,8568.352581152534,168.57627399656042,168.57627399656042,168.57627399656042,168.57627399656042,168.57627399656042,168.57627399656042,27060.108371725888,26699.20148036261,26503.950570239314,26647.92351875711,26401.659124341975,26560.386333331393,1.0
0.0,0.0,0.0,0.0,0.0,0.0,652.3838725374179,695.4948532530555,672.6953226767603,754.1201006502646,676.4292036710826,704.0147191914675,477.48925399621487,456.71238898675216,461.3567812730072,393.08036877344034,389.54695720282285,495.25934618957496,29754.0,29754.0,29754.0,29754.0,29754.0,29754.0,70.61495390331996,70.71121542748998,69.98528080853248,69.16308466540497,67.61495390331996,65.88901928436246,2579.32590079134,2579.32590079134,2587.5478622226146,2587.5478622226146,2579.32590079134,2579.32590079134,15470.600503251322,15181.415926578347,15059.637888009624,15064.009388474098,15049.343504180271,14975.934618957497,5146.670946471725,5133.82843188029,4765.10692295891,4636.485196239488,4656.462530672656,4697.152254092575,160.0,160.0,160.0,160.0,160.0,160.0,20500.945548931708,20198.918457667296,19700.196948745917,19575.94672249097,19589.48013406159,19556.760972258733,1.0
0.0,0.0,0.0,0.0,0.0,0.0,803.8356830555165,801.7820972178563,896.6232028601344,934.7492004531566,1111.8616278362242,600.9340395915865,532.2987959187276,543.6355774308877,538.756486195177,511.7254525857361,371.4853313334017,408.38511164207296,28965.520258132376,28965.520258132376,28965.520258132376,28965.520258132376,28965.520258132376,28965.520258132376,85.5889435772191,85.5889435772191,81.54230972355056,81.70120408127246,82.22452100810673,83.06562665038483,3267.1934873986656,3295.0,3295.0,3295.0,3295.0,3295.0,21958.46194471011,21971.449903897388,20504.74819917907,20494.74819917907,20710.724117553622,20393.62559413854,6598.703901631603,6372.1253025908645,7772.928923276752,7562.207030122519,7282.243319439707,7108.041183780806,160.0,160.0,160.0,160.0,160.0,160.0,27752.972358943047,27511.57520648825,27445.67712245582,27224.95522930159,27160.967436993327,26669.66677791934,1.0
0.0,0.0,0.0,0.0,0.0,0.0,1187.5398914640136,1551.6547039963875,1076.873606311343,1230.6315416838213,1607.9130685721113,1266.4838431195465,200.0,294.0,294.0,294.0,294.0,294.0,29923.0,29923.0,29923.0,29923.0,29923.0,29923.0,40.51587074495637,39.51587074495637,39.24206462752181,40.0,41.48412925504363,42.48412925504363,2895.0,2895.0,2895.0,2919.2064627521813,2919.2064627521813,2919.2064627521813,16363.334287118323,16224.603946714833,16416.508436109598,16352.936803155671,16165.040034531763,16101.468401577837,11219.595653672985,11394.79082140438,10329.767659091813,10888.215614200522,11335.227195356805,10907.369602858167,164.84129255043626,164.84129255043626,164.84129255043626,164.84129255043626,164.84129255043626,164.84129255043626,27155.771233341744,27192.23606066965,26319.11738775185,26789.787247154447,27048.90205968682,26557.472834234257,1.0
0.0,0.0,0.0,0.0,0.0,0.0,1184.3609382412678,1312.5697898307317,1319.954953017917,1469.8027085591607,1571.2979987119138,1196.522602394518,232.83587977871366,302.4059852233507,302.4059852233507,283.22983143258193,284.01789254727106,304.77016856741807,30017.041959686238,30017.041959686238,30017.041959686238,30017.041959686238,30017.041959686238,30017.041959686238,48.982107452728954,47.982107452728954,49.982107452728954,49.982107452728954,51.66867226158041,52.66867226158041,3000.0748152918836,3000.0748152918836,3000.0748152918836,3073.8061114689126,3073.8061114689126,3073.8061114689126,17341.49314969862,17136.657427726863,17367.314539839816,17232.986299397246,17140.77744780778,17069.494096540337,11701.895889819174,12120.325310953678,11305.54588049872,11461.088989315498,11415.479538059613,10963.563615239038,174.7462592354058,174.7462592354058,174.7462592354058,174.7462592354058,174.7462592354058,174.7462592354058,28521.06048346132,28734.65418262406,28150.53186428206,28098.015436479236,27960.197133633887,27436.99785954587,1.0
0.0,0.0,0.0,0.0,0.0,0.0,1509.9586838613654,1597.6125210955736,1674.2302534100522,1935.8820808792193,1667.571204956939,1577.4989951174794,489.5226678343584,510.016451732933,519.5062161014254,353.4773321656416,370.47011118169564,517.657038688072,27809.0,27809.0,27809.0,27809.0,27809.0,27809.0,93.63016451732933,93.81508225866466,94.07541129332333,94.15082258664665,92.89049355198799,92.52065806931732,3120.0,3262.6393952663166,3262.6393952663166,3262.6393952663166,3295.0,3295.0,24613.016451732932,24442.33454863916,24426.032903465864,24319.875677971493,24238.78061349137,23995.298888183042,3804.299635408252,3513.0132502790693,3437.02568248192,3304.8122544174053,2760.6289728285064,2913.5703868807204,160.0,160.0,160.0,160.0,160.0,160.0,27760.316087141186,27155.70840365191,27063.41919068147,26825.04853712258,26167.409586319878,26076.869275063764,1.0
0.0,0.0,0.0,0.0,0.0,0.0,1258.5232432657847,1181.8733917221973,1211.3631709355193,1342.969006494701,1349.6177046194282,1258.909988612354,417.0816025839798,407.842070798012,552.9645565287033,500.1084735421674,474.54137800142,497.95384088731686,28235.82575177177,28235.82575177177,28235.82575177177,28235.82575177177,28235.82575177177,28235.82575177177,89.51665017150971,90.20623144294844,86.58539398582586,83.827068900071,85.51665017150971,84.44790635719357,3174.323277498225,3174.323277498225,3174.323277498225,3174.323277498225,3295.0,3295.0,23518.74381431614,23289.807118455046,22749.678530758407,22381.096269610276,22375.263761034792,21629.09824902911,4907.789980881585,4301.795256847557,4823.540395744762,5278.230140725644,4192.7659153422055,4667.83053660941,160.0,160.0,160.0,160.0,160.0,160.0,27715.210517699503,26880.279097804378,26861.895649004946,26948.003132837694,25736.029676376995,25464.92878563852,1.0
13.56419420923092,13.56419420923092,13.56419420923092,27.213164632269525,13.56419420923092,0.0,1261.6866993307706,1660.3057788855397,1062.2263925156935,1219.702217281809,1576.9833370151543,1395.9230618256547,197.11760873053842,289.6764130958076,289.6764130958076,289.6764130958076,289.6764130958076,289.6764130958076,29948.00898307327,29948.00898307327,29948.00898307327,29948.00898307327,29948.00898307327,29948.00898307327,40.321790289538455,39.49134271715384,38.576118930961535,39.23701407573076,40.321790289538455,41.321790289538455,2945.272294787962,2945.272294787962,2945.272294787962,2945.272294787962,2928.3170520264234,2928.3170520264234,16294.794179954231,16182.077747883079,16432.07774788308,16392.57921870731,16201.056840088078,16137.820971046154,11133.882391269462,11132.92535189327,9924.33012178196,10540.31574886473,10975.947898175036,10737.371285791114,160.0,160.0,160.0,160.0,160.0,160.0,26946.404276435733,26832.730804988387,25874.135574877077,26450.622672784077,26711.68768623669,26409.875204810847,1.0
0.0,0.0,0.0,0.0,0.0,0.0,1153.7465615902152,1363.0223190113823,1328.5626743480252,1399.0347021416794,1313.7042973745451,1308.8757280443199,228.8968968732139,359.24098183736965,250.857153348874,250.75901816263038,367.74037002506657,370.0,28421.633742908696,28421.633742908696,28421.633742908696,28421.633742908696,28421.633742908696,28421.633742908696,80.81366550859774,78.99503205945751,80.63229895773796,83.7254662034391,81.08819930515864,77.7254662034391,3197.0620625357224,3197.0620625357224,3197.0620625357224,3258.7266898280454,3295.0,3131.2733101719546,20892.894376181885,20816.720424820778,20879.90064118915,21282.36013896827,20185.78875236377,18894.074445666018,7587.513215268954,7524.892075816907,7439.212471260838,7125.743111042751,8000.704591143017,9008.246243546384,160.0,160.0,160.0,160.0,160.0,160.0,27746.345528915117,27607.550438101964,27585.051049914266,27612.376560182976,27354.493343506783,27234.047379040447,1.0
0.0,0.0,0.0,0.0,0.0,0.0,619.5317583162876,593.9046970665356,1120.3115318047708,662.5154071698655,533.8420964259153,684.4116095188067,567.2490700157443,531.2402975949618,373.1026039559159,400.84356782424624,544.831075466441,534.6395536075572,29166.304369633912,29166.304369633912,29166.304369633912,29166.304369633912,29163.349425432967,29163.349425432967,87.1051301977958,88.09011159811068,87.12014879748091,87.13516739716603,85.13516739716603,82.18022319622136,3292.371745055105,3295.0,3295.0,3295.0,3295.0,3295.0,22827.78440941746,23072.07734153712,22776.282549448948,22480.637943357633,22282.590361316696,20616.62012081288,5915.454694482358,5147.390761295001,5395.194325803952,5026.765032591986,5098.517295122978,6768.210954653561,160.0,160.0,160.0,160.0,160.0,160.0,27913.867358844713,27387.468102832117,27339.4768752529,26675.40297594962,26549.107656439675,26552.83107546644,1.0
0.0,0.0,0.0,0.0,0.0,0.0,890.6722683563042,987.7132547942274,946.4450388376249,840.8104598493369,844.7284869734907,826.4755031961515,381.64981116755126,323.8599244670205,330.8318151584273,429.2129393593894,431.53690292319163,430.76224840192424,29863.743248142768,29863.743248142768,29863.743248142768,29863.743248142768,29863.743248142768,29863.743248142768,65.53501888324487,67.63363696831455,66.73225505338422,64.40829148958196,61.63363696831455,59.9576005321168,3084.6231148889183,3084.6231148889183,3107.8627505269405,3107.8627505269405,3084.6231148889183,3084.6231148889183,15934.473938875584,15603.487758024887,15260.1146409937,15091.243723437296,14826.460430876577,14655.621861718648,5856.290824435964,5867.975498911611,5874.943621523124,5913.613534829495,6076.300564355076,6272.195352130193,160.0,160.0,160.0,160.0,160.0,160.0,21169.14164842263,20849.84014204758,20490.19551198988,20359.994507739848,20281.137880342736,20306.19409895992,1.0
0.0,0.0,0.0,0.0,0.0,0.0,1411.908614570705,1414.634977871331,1226.8822844480753,1631.3888982801573,1267.4790567238817,1123.9943846606577,404.71132645953037,401.94927413737076,519.3644399373084,502.958050844914,521.663117170892,627.179089901878,29158.907324982283,29158.907324982283,29158.907324982283,29158.907324982283,29158.541013265196,29158.541013265196,93.1452726601252,92.389480471518,93.1452726601252,92.2673765658216,88.5115843772144,88.1452726601252,3295.0,3295.0,3295.0,3295.0,3295.0,3295.0,24292.42336031612,23796.21168015806,23408.4220707277,22994.29557846823,22030.5259764241,21824.170375797185,5705.700677972206,5755.678798806198,4891.9949668520185,5541.354436244194,6010.018198209296,6020.335593240688,160.0,160.0,160.0,160.0,160.0,160.0,29166.124038288326,28719.89047896426,27468.41703757972,27703.650014712428,27208.544174633396,27012.505969037873,1.0
0.0,0.0,0.0,0.0,0.0,0.0,1098.5164078534178,1224.0424892426154,1224.0424892426154,1518.8420271297325,1087.1271923847355,1006.693069289493,429.8519760086225,397.495025560555,404.495025560555,388.0907491019824,400.3183641244799,330.47391861080257,29796.683120410602,29796.683120410602,29796.683120410602,29796.683120410602,29796.683120410602,29796.683120410602,76.08953991000998,80.59451434945498,80.84202712973249,77.32710381139748,76.82212937195249,74.31715493250749,3267.729895734887,3267.729895734887,3267.729895734887,3267.729895734887,3117.232451790387,3117.232451790387,16893.991643475725,17122.80986992865,16415.8698385451,15613.880062767099,14844.066948425174,14851.4923318335,5504.752654743303,4473.296490849445,5206.967902502965,6101.268511910499,6148.235037697912,5749.284506749252,160.0,160.0,160.0,160.0,160.0,160.0,21594.01440248414,20791.376465043206,20818.107845313178,20910.41867894271,20338.0695343327,19946.544386792364,1.0
0.0,0.0,0.0,0.0,0.0,0.0,1400.7926013380952,1498.4974347088228,1319.3432347536955,1689.6332708006134,1387.8733458398774,1269.3902236450774,322.2859846976045,383.6220631942886,422.8395902294771,407.39832634370435,463.1991631718522,537.9570624579317,28725.66378871189,28725.66378871189,28725.66378871189,28725.66378871189,28725.66378871189,28725.66378871189,88.33094791432954,86.95301110861817,88.33094791432954,89.22063194288636,85.59856874859773,84.46475833146363,3295.0,3295.0,3295.0,3295.0,3295.0,3219.412638857727,23162.10370778177,22788.86579120859,22494.68809680777,22476.63921503316,21365.066166404908,20892.645159265703,6266.872532189687,6361.954223133085,5771.9124976154835,5991.472047379901,6655.442475910239,6868.715360118288,160.0,160.0,160.0,160.0,160.0,160.0,28596.976239971456,28318.820014341673,27434.600594423253,27636.11126241306,27188.508642315148,27004.947880526262,1.0
0.0,0.0,0.0,0.0,0.0,0.0,788.7064307249549,756.7274274480238,893.4253055445835,1027.0334408177425,777.3809002490948,1513.81102949238,322.95131839031376,323.95131839031376,326.52601284573024,255.9069130948251,258.4362700223296,335.96897103160836,30279.83723476207,30279.83723476207,30279.83723476207,30279.83723476207,30279.83723476207,30279.83723476207,77.33221863940858,76.33221863940858,78.27684886617382,78.24916397955644,76.27684886617382,77.11073954646953,3280.050161226614,3280.050161226614,3280.050161226614,3289.4630226765235,3295.0,3295.0,18363.398390353803,18303.154982305372,19154.26237777007,19181.83761960999,19229.966559182256,19470.96430986949,12189.847976928482,11935.820292041864,10619.928619738983,10547.44257333796,9769.793761699004,10121.060030935352,160.0,160.0,160.0,160.0,160.0,160.0,29736.196206055673,29421.925113120626,28957.140836282437,28902.817170271424,28167.76032088126,28760.024340804845,1.0
0.0,0.0,0.0,0.0,0.0,0.0,1333.0856713480593,1563.435870829917,1602.6883764203226,1584.775550586306,1320.1047106172268,1248.1002021634547,171.99248591037974,242.31012076175335,232.97194382328826,233.14328651940687,242.1387780656347,241.71042132533816,30081.3942785655,30081.3942785655,30081.3942785655,30081.3942785655,30081.3942785655,30081.3942785655,86.80060112716961,85.80060112716961,81.97194382328824,82.14328651940687,80.3146292155255,76.65731460776274,2753.2815672211964,2753.2815672211964,2753.2815672211964,2753.2815672211964,2753.2815672211964,2753.2815672211964,19517.284551404267,19224.994972729604,18112.675337696463,17727.505000454425,16870.34067448408,15985.746488955516,3351.3822774748846,3929.5896878011804,4322.3847750205,4978.149297791103,5494.639778156519,6435.025547904709,160.0,160.0,160.0,160.0,160.0,160.0,22578.385261657957,22864.30309330959,22144.778545495767,22415.37273102433,22074.698885419402,22130.49046963903,1.0
2080.63624326631,2190.770612247504,2421.916875463766,2361.4109283462317,2317.2212691095096,2613.992084020879,1594.189686258571,1769.4189389018236,1855.4387491160128,1592.640248544106,1487.4861369033447,2010.2845969424784,283.07508695879363,335.64031609872785,339.802370740459,367.0158049363935,363.81422444275415,363.49406639339026,29942.913059338913,29942.913059338913,29942.913059338913,29942.913059338913,29942.913059338913,29942.913059338913,24.758893654452454,24.758893654452454,25.11857755572458,23.758893654452454,22.039525851908195,21.0,3010.399155709483,3010.399155709483,3010.399155709483,3010.399155709483,3010.399155709483,3010.399155709483,19730.909054061114,19406.561210351214,19760.079024681967,19678.49799060564,19420.395258519082,19493.794535826884,8485.446705627906,8512.154273771854,7660.367680945939,7464.830083422845,7392.324109283462,7494.806227398087,180.0,180.0,180.0,180.0,180.0,180.0,27688.95660397954,27391.316328413584,26893.047549918425,26615.928918319,26285.320212093062,26461.20160751549,1.0
0.0,0.0,0.0,0.0,0.0,0.0,813.8109743420475,792.612157441868,879.691643448174,973.8708778638993,790.080845843624,1416.789352101616,312.0234582275793,313.0234582275793,329.3318147794053,271.4126606230294,271.4315631888246,341.1375535410098,30273.63493575079,30273.63493575079,30273.63493575079,30273.63493575079,30273.63493575079,30273.63493575079,79.10430407120336,78.10430407120336,79.7535867260028,79.57822805340251,77.7535867260028,77.70143469040111,3200.306316795849,3200.306316795849,3200.306316795849,3259.928265479944,3295.0,3295.0,18701.571360254642,18586.68865139254,19443.702998296547,19351.662473490323,19283.129122136103,19262.744271633605,11724.97089865432,11470.795539981718,10203.48854326721,10373.77820102207,9832.702794527719,10334.743999252605,160.0,160.0,160.0,160.0,160.0,160.0,29689.23594211311,29320.177874578407,28909.88522476791,28928.51240903245,28283.83191666382,28765.48827088621,1.0
0.0,0.0,0.0,0.0,0.0,0.0,1302.7735454722485,1519.7149412006268,1402.5339328563546,1555.6655983700923,1812.0770425214837,1109.916378434445,200.0,294.0,294.0,294.0,294.0,294.0,29923.0,29923.0,29923.0,29923.0,29923.0,29923.0,39.26333102747556,38.26333102747556,39.86833448626222,40.0,42.73666897252444,43.73666897252444,2895.0,2895.0,2895.0,2981.833448626222,2981.833448626222,2981.833448626222,16889.400968460264,16650.46745065831,16692.067173955376,16515.76696642818,16359.183690741289,16182.88348321409,11448.810421971972,12022.939489721008,11314.890146890473,11620.951348926797,11889.476020342065,11213.615563782225,177.3666897252444,177.3666897252444,177.3666897252444,177.3666897252444,177.3666897252444,177.3666897252444,27923.57808015748,28258.773630104562,27592.324010571094,27635.251556453997,27747.192952182377,26895.032288095335,1.0
0.0,0.0,0.0,0.0,0.0,0.0,904.7197262608686,999.2362442788535,1052.104604820063,1098.767008762312,1183.6052498519916,856.2820684880768,397.0743171401705,472.0414493325636,404.743844315156,405.08289866512723,375.78254529164263,380.5736721082419,28667.33305295273,28667.33305295273,28667.33305295273,28667.33305295273,28667.33305295273,28667.33305295273,81.7825452916426,80.89556340829965,79.0,80.77396376668591,80.0,79.22603623331409,3295.0,3295.0,3295.0,3295.0,3295.0,3206.3018116657045,21232.689438580976,21254.949800914117,20233.40512642191,20520.5440573418,20147.48219191816,19392.775253830543,7182.0014582922195,7042.352010751588,8030.401705152382,7606.0210332414845,7853.687980288756,8151.154635677583,160.0,160.0,160.0,160.0,160.0,160.0,27582.690896873195,27465.301811665704,27431.806831574293,27294.565090583284,27169.170172206916,26800.628077842422,1.0
235.75733969717024,235.75733969717024,294.7400442571687,265.24869197716947,324.2313965371679,442.19680565716476,1026.5140309002334,1092.9236406663504,1000.0716246475242,765.4740568399976,939.4123013562332,1084.3886011879945,244.23433682988252,266.39871905435257,343.2652145717648,354.0099935150589,342.43869311458826,363.92825100117665,30204.130812892472,30204.130812892472,30204.130812892472,30204.130812892472,30204.130812892472,30204.130812892472,78.24433034494146,77.41780888776499,77.59128743058851,76.41780888776499,75.07085180211794,70.59128743058851,2743.3769376308237,2743.3769376308237,2743.3769376308237,3024.3942330708255,3189.6985245061205,3189.6985245061205,20402.64317375059,19980.908388322357,20806.721327477655,20157.74759488471,19553.97821857647,18413.99616251058,9085.283407208472,8939.748367730115,7935.941833303057,9113.249962227772,9698.26008009413,10727.74348195508,163.46957085647048,163.46957085647048,163.46957085647048,163.46957085647048,163.46957085647048,163.46957085647048,29211.01921418471,28643.74938927812,28465.755794006356,28713.072894898127,28529.009345020953,28418.51069081601,1.0
0.0,0.0,0.0,0.0,0.0,0.0,1084.9933154803439,1273.9328364243038,1285.652245427769,1553.3920528408412,1026.7911350519773,965.2904321149479,329.4469084006454,333.32454441450597,337.5900156470308,348.5583702449517,354.65190057712994,276.0453592920301,29844.920528408413,29844.920528408413,29844.920528408413,29844.920528408413,29844.920528408413,29844.920528408413,86.17194090034651,88.82805909965349,87.2654712325248,84.21870606643566,82.82805909965349,79.43741213287132,3130.999655149361,3130.999655149361,3130.999655149361,3130.999655149361,3009.1290485057953,3009.1290485057953,18422.86214492771,18525.035146851475,17515.65399615247,16734.416297550484,15773.480994228701,15410.17931512128,3961.5330645118897,3453.1529483647982,4173.455343645,5183.555558496833,5370.1459189945035,5629.858988328951,160.0,160.0,160.0,160.0,160.0,160.0,21716.395554290237,21310.18844006691,21021.109684648105,21249.972200897955,20597.497864717407,20493.909254944436,1.0
0.0,0.0,0.0,0.0,0.0,0.0,1408.2038624323015,1390.5027023323662,932.8984092184257,1050.3585551020851,1039.4392080938824,1001.8930045536932,441.989190670535,307.74182703041055,305.25817296958945,416.44298713034584,439.60780826044123,423.6322611967189,29631.427981785226,29631.427981785226,29631.427981785226,29631.427981785226,29631.427981785226,29631.427981785226,80.73007294182965,80.46014588365928,79.86503647091482,80.40489058725554,79.13496352908518,78.73007294182965,3580.462035401891,3580.462035401891,3580.462035401891,3580.462035401891,3580.462035401891,3553.4693295848556,20466.92921157855,20345.824105650478,19853.858423157104,20332.20076426499,19913.432858670036,19589.021882548892,9752.875692711152,8445.701423989898,8479.52295925299,8216.992288837846,8606.08091688176,8967.291809607063,160.0,160.0,160.0,160.0,160.0,160.0,29102.342868887812,27674.063494238482,27215.919347008203,27431.731017700946,27402.051740149902,27465.8443625711,1.0
