ACWO_1,ADMO_1,ADRR_1,CSO_1,DPB_1,DPH_1,HTB_1,HTH_1,ITP_1,OGO_1,PPL_1,PS_1,RRIR_1,RRR_1,TAGI_1,TGA_1,TLRR_1,Abnormal
0.0,1564.0,511.0,27837.0,55.0,56.0,85.0,84.0,3095.0,2951.0,18920.0,8162.0,2463.0,160.0,29545.0,26450.0,21383.0,0.0
0.0,1471.0,337.0,28079.0,51.0,50.0,73.0,77.0,3295.0,4348.0,16500.0,9534.0,2463.0,160.0,28497.0,25202.0,18963.0,0.0
0.0,898.0,366.0,31630.0,56.0,37.0,68.0,67.0,2995.0,5944.0,13530.0,13586.0,2463.0,160.0,29579.0,26584.0,15993.0,0.0
0.0,1077.0,200.0,29923.0,40.0,36.0,42.0,42.0,2895.0,2584.0,15900.0,12928.0,2483.0,180.0,31311.0,28416.0,18383.0,0.0
0.0,1919.0,225.0,28579.0,51.0,49.0,54.0,52.0,3095.0,5036.0,15400.0,10674.0,2483.0,180.0,28557.0,25462.0,17883.0,0.0
0.0,725.0,489.0,29746.0,53.0,52.0,71.0,74.0,2695.0,8315.0,13000.0,9388.0,2463.0,160.0,24851.0,22156.0,15463.0,0.0
0.0,3519.0,223.0,28274.0,36.0,35.0,45.0,45.0,3295.0,2010.0,16160.0,14435.0,2483.0,180.0,33078.0,29783.0,18643.0,0.0
0.0,1816.0,222.0,28579.0,57.0,51.0,59.0,54.0,3295.0,5586.0,16400.0,9221.0,2483.0,180.0,28104.0,24809.0,18883.0,0.0
0.0,2312.0,278.0,31002.0,42.0,42.0,47.0,43.0,3295.0,980.0,17940.0,15206.0,2483.0,180.0,35629.0,32334.0,20423.0,0.0
0.0,1805.0,387.0,28074.0,49.0,48.0,57.0,56.0,3095.0,6831.0,15750.0,7910.0,2483.0,180.0,26143.0,23048.0,18233.0,0.0
0.0,1325.0,321.0,28378.0,62.0,58.0,73.0,76.0,3450.0,7888.0,15120.0,7682.0,2463.0,160.0,25265.0,21815.0,17583.0,0.0
0.0,1567.0,324.0,30304.0,41.0,39.0,73.0,73.0,2895.0,7012.0,12370.0,12921.0,2463.0,160.0,27754.0,24859.0,14833.0,0.0
0.0,1296.0,443.0,29754.0,41.0,40.0,58.0,58.0,3695.0,3676.0,15900.0,12686.0,2483.0,180.0,31069.0,27374.0,18383.0,0.0
0.0,1179.0,311.0,28076.0,70.0,69.0,86.0,94.0,3625.0,1965.0,23500.0,4952.0,2463.0,160.0,30915.0,27290.0,25963.0,0.0
0.0,1627.0,216.0,29996.0,27.0,25.0,50.0,51.0,2888.0,2559.0,15670.0,13799.0,2483.0,180.0,31952.0,29064.0,18153.0,0.0
0.0,858.0,362.0,29184.0,58.0,56.0,79.0,80.0,3295.0,2397.0,16970.0,11507.0,2463.0,160.0,30940.0,27645.0,19433.0,0.0
0.0,1167.0,461.0,29997.0,29.0,30.0,51.0,51.0,3625.0,7794.0,14090.0,10442.0,2463.0,160.0,26995.0,23370.0,16553.0,0.0
0.0,2038.0,386.0,28074.0,44.0,42.0,65.0,66.0,2795.0,9435.0,14240.0,6749.0,2483.0,180.0,23472.0,20677.0,16723.0,0.0
0.0,1666.0,485.0,27809.0,64.0,61.0,77.0,83.0,3095.0,1547.0,17500.0,11060.0,2463.0,160.0,31023.0,27928.0,19963.0,0.0
0.0,1053.0,290.0,31262.0,51.0,51.0,57.0,58.0,2945.0,6564.0,14990.0,11243.0,2463.0,160.0,28696.0,25751.0,17453.0,0.0
0.0,853.0,317.0,29883.0,65.0,68.0,83.0,84.0,3425.0,2839.0,19320.0,9539.0,2463.0,160.0,31322.0,27897.0,21783.0,0.0
0.0,2968.0,349.0,27794.0,42.0,43.0,69.0,67.0,1895.0,2886.0,12760.0,14548.0,2463.0,160.0,29771.0,27876.0,15223.0,0.0
0.0,1314.0,227.0,28083.0,57.0,56.0,68.0,76.0,2895.0,3776.0,13500.0,12553.0,2463.0,160.0,28516.0,25621.0,15963.0,0.0
0.0,1039.0,185.0,29681.0,33.0,32.0,42.0,42.0,2938.0,6952.0,16830.0,7393.0,2483.0,180.0,26706.0,23768.0,19313.0,0.0
0.0,1684.0,157.0,30267.0,43.0,41.0,67.0,73.0,2488.0,7107.0,14190.0,10679.0,2463.0,160.0,27332.0,24844.0,16653.0,0.0
0.0,803.0,345.0,30239.0,59.0,60.0,74.0,80.0,2705.0,2171.0,15340.0,13773.0,2463.0,160.0,31576.0,28871.0,17803.0,0.0
0.0,1856.0,327.0,29697.0,31.0,36.0,50.0,47.0,3095.0,6588.0,13450.0,12147.0,2463.0,160.0,28060.0,24965.0,15913.0,0.0
0.0,1743.0,414.0,29760.0,39.0,41.0,67.0,70.0,3070.0,4658.0,13520.0,13932.0,2463.0,160.0,29915.0,26845.0,15983.0,0.0
0.0,1700.0,428.0,30244.0,47.0,45.0,73.0,79.0,3450.0,2381.0,15090.0,15460.0,2463.0,160.0,33013.0,29563.0,17553.0,0.0
0.0,1539.0,284.0,31294.0,31.0,16.0,46.0,46.0,3295.0,7717.0,15250.0,10698.0,2463.0,160.0,28411.0,25116.0,17713.0,0.0
0.0,1112.0,379.0,30244.0,54.0,54.0,72.0,75.0,3120.0,2357.0,14820.0,14836.0,2463.0,160.0,32119.0,28999.0,17283.0,0.0
339.0,1309.0,216.0,29996.0,14.0,15.0,33.0,32.0,2988.0,1562.0,17200.0,12709.0,2483.0,180.0,32392.0,29404.0,19683.0,0.0
0.0,1792.0,338.0,28579.0,41.0,39.0,50.0,47.0,2895.0,5167.0,15250.0,10366.0,2483.0,180.0,28099.0,25204.0,17733.0,0.0
0.0,1834.0,470.0,27794.0,49.0,49.0,79.0,77.0,3295.0,1222.0,16590.0,12648.0,2463.0,160.0,31701.0,28406.0,19053.0,0.0
0.0,1065.0,596.0,29155.0,67.0,67.0,84.0,87.0,2890.0,2961.0,21070.0,6616.0,2463.0,160.0,30149.0,27259.0,23533.0,0.0
0.0,2194.0,482.0,29997.0,15.0,11.0,42.0,44.0,2220.0,4652.0,16180.0,11096.0,2483.0,180.0,29759.0,27539.0,18663.0,0.0
0.0,3227.0,328.0,28274.0,52.0,52.0,55.0,54.0,3120.0,1167.0,15450.0,15521.0,2483.0,180.0,33454.0,30334.0,17933.0,0.0
482.0,2212.0,145.0,30281.0,19.0,12.0,32.0,30.0,3588.0,1796.0,17900.0,13420.0,2483.0,180.0,33803.0,30215.0,20383.0,0.0
0.0,1715.0,328.0,30471.0,47.0,47.0,54.0,58.0,3595.0,3368.0,13820.0,16130.0,2463.0,160.0,32413.0,28818.0,16283.0,0.0
0.0,2575.0,400.0,28206.0,29.0,18.0,42.0,42.0,3095.0,5599.0,16500.0,9294.0,2483.0,180.0,28277.0,25182.0,18983.0,0.0
0.0,1607.0,157.0,30241.0,37.0,36.0,62.0,60.0,2788.0,7767.0,14000.0,10406.0,2463.0,160.0,26869.0,24081.0,16463.0,0.0
688.0,2947.0,466.0,31077.0,30.0,30.0,37.0,32.0,3095.0,2555.0,17020.0,14373.0,2483.0,180.0,33876.0,30781.0,19503.0,0.0
0.0,2274.0,319.0,29539.0,23.0,22.0,52.0,55.0,2640.0,3516.0,14100.0,14374.0,2463.0,160.0,30937.0,28297.0,16563.0,0.0
0.0,2236.0,422.0,29745.0,38.0,37.0,55.0,56.0,3495.0,2522.0,14300.0,16171.0,2483.0,180.0,32954.0,29459.0,16783.0,0.0
0.0,1243.0,334.0,28019.0,65.0,64.0,87.0,91.0,3295.0,2848.0,22550.0,4696.0,2463.0,160.0,29709.0,26414.0,25013.0,0.0
0.0,2270.0,294.0,28113.0,45.0,42.0,74.0,79.0,2670.0,4675.0,12160.0,13755.0,2463.0,160.0,28378.0,25708.0,14623.0,0.0
0.0,1080.0,324.0,30238.0,69.0,71.0,74.0,78.0,3045.0,2001.0,17750.0,12149.0,2463.0,160.0,32362.0,29317.0,20213.0,0.0
0.0,997.0,339.0,31630.0,48.0,53.0,58.0,72.0,3295.0,3884.0,13580.0,15995.0,2463.0,160.0,32038.0,28743.0,16043.0,0.0
0.0,2701.0,315.0,28509.0,34.0,32.0,37.0,36.0,2895.0,2789.0,16720.0,12113.0,2483.0,180.0,31316.0,28421.0,19203.0,0.0
0.0,2408.0,306.0,30855.0,14.0,17.0,35.0,33.0,3095.0,2198.0,16600.0,15077.0,2483.0,180.0,34160.0,31065.0,19083.0,0.0
0.0,1183.0,294.0,31294.0,65.0,67.0,81.0,80.0,2895.0,9627.0,17940.0,5342.0,2463.0,160.0,25745.0,22850.0,20403.0,0.0
0.0,1046.0,435.0,29884.0,65.0,63.0,83.0,88.0,3295.0,1918.0,19720.0,10124.0,2463.0,160.0,32307.0,29012.0,22183.0,0.0
0.0,1758.0,312.0,28079.0,66.0,68.0,75.0,75.0,3295.0,3341.0,15920.0,11408.0,2463.0,160.0,29791.0,26496.0,18383.0,0.0
0.0,552.0,350.0,30350.0,70.0,71.0,94.0,95.0,2895.0,992.0,24800.0,5542.0,2463.0,160.0,32805.0,29910.0,27263.0,0.0
0.0,1268.0,325.0,30578.0,48.0,48.0,66.0,69.0,3025.0,7497.0,14630.0,10261.0,2483.0,180.0,27374.0,24349.0,17113.0,0.0
0.0,974.0,305.0,29883.0,64.0,61.0,84.0,88.0,3425.0,1336.0,18700.0,11783.0,2463.0,160.0,32946.0,29521.0,21163.0,0.0
0.0,2125.0,330.0,28377.0,49.0,45.0,53.0,48.0,3625.0,6748.0,15720.0,9176.0,2483.0,180.0,27379.0,23754.0,18203.0,0.0
0.0,1009.0,372.0,30577.0,54.0,57.0,74.0,82.0,3295.0,1850.0,16010.0,14558.0,2463.0,160.0,33031.0,29736.0,18473.0,0.0
0.0,1763.0,145.0,30280.0,36.0,34.0,38.0,39.0,3588.0,2803.0,17800.0,12545.0,2483.0,180.0,32828.0,29240.0,20283.0,0.0
0.0,1693.0,352.0,31096.0,30.0,27.0,58.0,60.0,2645.0,4856.0,14200.0,13915.0,2463.0,160.0,30578.0,27933.0,16663.0,0.0
0.0,1090.0,400.0,29884.0,65.0,64.0,73.0,78.0,3295.0,2738.0,16350.0,12718.0,2463.0,160.0,31531.0,28236.0,18813.0,0.0
0.0,1415.0,421.0,28074.0,58.0,56.0,74.0,75.0,2595.0,9725.0,13500.0,6396.0,2463.0,160.0,22359.0,19764.0,15963.0,0.0
0.0,1133.0,289.0,31630.0,49.0,52.0,70.0,71.0,2950.0,6230.0,13720.0,13300.0,2463.0,160.0,29483.0,26533.0,16183.0,0.0
0.0,1863.0,443.0,30995.0,31.0,19.0,41.0,40.0,3295.0,7916.0,16730.0,9024.0,2483.0,180.0,28237.0,24942.0,19213.0,0.0
0.0,1303.0,402.0,28074.0,60.0,62.0,63.0,69.0,3295.0,6722.0,15000.0,8487.0,2463.0,160.0,25950.0,22655.0,17463.0,0.0
0.0,1307.0,185.0,29681.0,39.0,29.0,50.0,50.0,2938.0,8772.0,15950.0,6721.0,2483.0,180.0,25154.0,22216.0,18433.0,0.0
0.0,1472.0,313.0,29697.0,34.0,29.0,54.0,64.0,2120.0,8466.0,13370.0,8990.0,2463.0,160.0,24823.0,22703.0,15833.0,0.0
0.0,1273.0,454.0,29754.0,55.0,55.0,60.0,59.0,3495.0,4547.0,14970.0,12522.0,2483.0,180.0,29975.0,26480.0,17453.0,0.0
0.0,2970.0,336.0,30446.0,5.0,8.0,35.0,34.0,3120.0,1873.0,17580.0,14600.0,2483.0,180.0,34663.0,31543.0,20063.0,0.0
194.0,2653.0,299.0,30855.0,10.0,16.0,32.0,30.0,3295.0,1405.0,17540.0,15181.0,2483.0,180.0,35204.0,31909.0,20023.0,0.0
0.0,1203.0,322.0,31311.0,24.0,22.0,45.0,43.0,3095.0,5195.0,16200.0,11731.0,2483.0,180.0,30414.0,27319.0,18683.0,0.0
0.0,1168.0,196.0,29903.0,29.0,21.0,54.0,60.0,1820.0,6355.0,12980.0,11093.0,2463.0,160.0,26536.0,24716.0,15443.0,0.0
0.0,2668.0,318.0,28274.0,30.0,27.0,43.0,43.0,2920.0,3118.0,15450.0,12811.0,2483.0,180.0,30744.0,27824.0,17933.0,0.0
583.0,2665.0,308.0,30855.0,1.0,3.0,32.0,31.0,3095.0,1537.0,16250.0,15762.0,2483.0,180.0,34495.0,31400.0,18733.0,0.0
0.0,1825.0,321.0,31196.0,15.0,11.0,43.0,50.0,2895.0,2939.0,13880.0,16634.0,2463.0,160.0,32977.0,30082.0,16343.0,0.0
0.0,1301.0,402.0,31221.0,34.0,36.0,51.0,57.0,3025.0,4977.0,13000.0,15107.0,2463.0,160.0,30570.0,27545.0,15463.0,0.0
0.0,838.0,326.0,30594.0,62.0,57.0,80.0,86.0,3095.0,1456.0,18000.0,12608.0,2463.0,160.0,33071.0,29976.0,20463.0,0.0
0.0,532.0,415.0,31704.0,47.0,44.0,61.0,60.0,1895.0,9726.0,14550.0,7392.0,2463.0,160.0,24405.0,22510.0,17013.0,0.0
0.0,949.0,308.0,29760.0,54.0,54.0,69.0,81.0,3095.0,2578.0,12980.0,15783.0,2463.0,160.0,31226.0,28131.0,15443.0,0.0
0.0,2766.0,469.0,30456.0,25.0,22.0,34.0,32.0,3120.0,3257.0,17250.0,13352.0,2483.0,180.0,33085.0,29965.0,19733.0,0.0
0.0,1952.0,362.0,27837.0,57.0,57.0,84.0,84.0,2995.0,1382.0,17480.0,11459.0,2463.0,160.0,31402.0,28407.0,19943.0,0.0
964.0,1356.0,166.0,30218.0,30.0,26.0,40.0,38.0,3038.0,4806.0,16900.0,9479.0,2463.0,160.0,28842.0,25804.0,19363.0,0.0
0.0,2554.0,216.0,28113.0,50.0,43.0,69.0,77.0,2895.0,4103.0,13210.0,13786.0,2463.0,160.0,29459.0,26564.0,15673.0,0.0
0.0,1191.0,304.0,31221.0,28.0,22.0,57.0,63.0,2895.0,8032.0,13250.0,11562.0,2463.0,160.0,27275.0,24380.0,15713.0,0.0
0.0,705.0,202.0,28842.0,68.0,70.0,84.0,88.0,2988.0,1796.0,21750.0,6526.0,2463.0,160.0,30739.0,27751.0,24213.0,0.0
0.0,2350.0,296.0,30855.0,24.0,30.0,39.0,40.0,3095.0,2591.0,15880.0,15346.0,2483.0,180.0,33709.0,30614.0,18363.0,0.0
0.0,1137.0,221.0,28841.0,61.0,58.0,82.0,84.0,3088.0,1236.0,20000.0,9367.0,2463.0,160.0,31830.0,28742.0,22463.0,0.0
0.0,1009.0,285.0,31294.0,35.0,33.0,52.0,52.0,2745.0,7590.0,15200.0,9795.0,2463.0,160.0,27458.0,24713.0,17663.0,0.0
0.0,1941.0,304.0,28579.0,38.0,35.0,45.0,45.0,3095.0,2536.0,15250.0,13346.0,2483.0,180.0,31079.0,27984.0,17733.0,0.0
0.0,839.0,536.0,29168.0,69.0,68.0,85.0,83.0,2095.0,2044.0,18850.0,8745.0,2463.0,160.0,30058.0,27963.0,21313.0,0.0
0.0,1124.0,296.0,31262.0,41.0,30.0,45.0,39.0,3070.0,6596.0,16500.0,9877.0,2483.0,180.0,28860.0,25790.0,18983.0,0.0
0.0,1241.0,391.0,29926.0,65.0,65.0,85.0,88.0,3295.0,1824.0,21000.0,9175.0,2463.0,160.0,32638.0,29343.0,23463.0,0.0
0.0,550.0,362.0,30350.0,70.0,72.0,82.0,78.0,3095.0,822.0,18600.0,12110.0,2463.0,160.0,33173.0,30078.0,21063.0,0.0
0.0,1507.0,386.0,28076.0,71.0,73.0,81.0,82.0,3425.0,1777.0,18180.0,10588.0,2463.0,160.0,31231.0,27806.0,20643.0,0.0
0.0,2049.0,278.0,30901.0,17.0,20.0,40.0,44.0,2695.0,3409.0,14540.0,15213.0,2483.0,180.0,32236.0,29541.0,17023.0,0.0
0.0,2747.0,444.0,30501.0,37.0,36.0,43.0,42.0,3625.0,4188.0,16500.0,13702.0,2483.0,180.0,32685.0,29060.0,18983.0,0.0
0.0,1283.0,342.0,28079.0,52.0,51.0,74.0,78.0,3625.0,2782.0,16200.0,11542.0,2463.0,160.0,30205.0,26580.0,18663.0,0.0
0.0,1814.0,399.0,31221.0,32.0,31.0,47.0,58.0,3025.0,6478.0,13350.0,13769.0,2463.0,160.0,29582.0,26557.0,15813.0,0.0
0.0,1877.0,365.0,31252.0,10.0,13.0,52.0,52.0,2345.0,4901.0,14360.0,13750.0,2463.0,160.0,30573.0,28228.0,16823.0,0.0
1376.0,2268.0,349.0,29741.0,9.0,10.0,28.0,29.0,3695.0,3272.0,18000.0,10573.0,2483.0,180.0,31056.0,27361.0,20483.0,0.0
1359.0,1850.0,217.0,30038.0,2.0,1.0,27.0,28.0,2788.0,2179.0,18530.0,10125.0,2483.0,180.0,31138.0,28350.0,21013.0,0.0
0.0,2439.0,408.0,28206.0,51.0,49.0,57.0,54.0,2895.0,4191.0,14790.0,12076.0,2483.0,180.0,29349.0,26454.0,17273.0,0.0
0.0,1226.0,463.0,30995.0,32.0,31.0,44.0,44.0,2695.0,5633.0,16410.0,10390.0,2483.0,180.0,29283.0,26588.0,18893.0,0.0
0.0,2537.0,342.0,28579.0,10.0,11.0,36.0,38.0,3070.0,4525.0,17350.0,9828.0,2483.0,180.0,29661.0,26591.0,19833.0,0.0
0.0,779.0,185.0,29740.0,47.0,46.0,63.0,70.0,2950.0,5912.0,14850.0,10244.0,2463.0,160.0,27557.0,24607.0,17313.0,0.0
0.0,1274.0,157.0,30241.0,44.0,50.0,55.0,59.0,2288.0,7146.0,14250.0,9944.0,2463.0,160.0,26657.0,24369.0,16713.0,0.0
0.0,1167.0,418.0,28072.0,46.0,33.0,58.0,56.0,3425.0,12719.0,12850.0,4632.0,2463.0,160.0,19945.0,16520.0,15313.0,0.0
0.0,1582.0,342.0,27837.0,54.0,55.0,84.0,87.0,3120.0,2218.0,18800.0,9058.0,2463.0,160.0,30321.0,27201.0,21263.0,0.0
0.0,2002.0,443.0,30325.0,50.0,50.0,56.0,54.0,3295.0,2192.0,14040.0,16927.0,2463.0,160.0,33430.0,30135.0,16503.0,0.0
0.0,1482.0,224.0,28121.0,27.0,20.0,61.0,67.0,3195.0,10805.0,13400.0,6130.0,2463.0,160.0,21993.0,18798.0,15863.0,0.0
0.0,2173.0,157.0,30246.0,40.0,32.0,51.0,42.0,3288.0,2605.0,15200.0,15419.0,2483.0,180.0,33102.0,29814.0,17683.0,0.0
0.0,1040.0,227.0,28121.0,48.0,51.0,55.0,64.0,3020.0,11971.0,13160.0,4587.0,2463.0,160.0,20210.0,17190.0,15623.0,0.0
0.0,1714.0,245.0,31294.0,46.0,41.0,58.0,53.0,2745.0,8850.0,14250.0,10190.0,2463.0,160.0,26903.0,24158.0,16713.0,0.0
0.0,1333.0,166.0,30218.0,42.0,44.0,49.0,52.0,3188.0,5833.0,15580.0,10863.0,2463.0,160.0,28906.0,25718.0,18043.0,0.0
0.0,967.0,348.0,29997.0,39.0,35.0,58.0,58.0,3305.0,9886.0,14270.0,7650.0,2463.0,160.0,24383.0,21078.0,16733.0,0.0
