ACWO_1,ADMO_1,ADRR_1,CSO_1,DPB_1,DPH_1,HTB_1,HTH_1,ITP_1,OGO_1,PPL_1,PS_1,RRIR_1,RRR_1,TAGI_1,TGA_1,TLRR_1,Abnormal
0.0,3331.0,337.0,28336.0,27.0,27.0,47.0,49.0,3195.0,2724.0,14550.0,15125.0,2463.0,160.0,32138.0,28943.0,17013.0,0.0
0.0,2151.0,451.0,30456.0,40.0,38.0,43.0,43.0,2995.0,2850.0,14960.0,15309.0,2483.0,180.0,32752.0,29757.0,17443.0,0.0
0.0,1288.0,200.0,28841.0,44.0,43.0,64.0,68.0,2988.0,4586.0,12490.0,13578.0,2463.0,160.0,28531.0,25543.0,14953.0,0.0
0.0,2839.0,310.0,28274.0,47.0,48.0,49.0,52.0,3120.0,4319.0,16250.0,11181.0,2483.0,180.0,29914.0,26794.0,18733.0,0.0
0.0,641.0,177.0,28842.0,68.0,69.0,87.0,89.0,3288.0,1307.0,23350.0,5651.0,2463.0,160.0,31464.0,28176.0,25813.0,0.0
0.0,2028.0,334.0,28377.0,24.0,22.0,42.0,41.0,3450.0,6367.0,16350.0,8655.0,2483.0,180.0,27488.0,24038.0,18833.0,0.0
0.0,1287.0,405.0,29757.0,37.0,38.0,44.0,43.0,3695.0,3040.0,16160.0,13056.0,2483.0,180.0,31699.0,28004.0,18643.0,0.0
0.0,1840.0,430.0,29745.0,33.0,32.0,40.0,42.0,3695.0,3622.0,17000.0,12175.0,2483.0,180.0,31658.0,27963.0,19483.0,0.0
0.0,963.0,196.0,29903.0,31.0,28.0,52.0,51.0,2730.0,4692.0,14130.0,12311.0,2463.0,160.0,28904.0,26174.0,16593.0,0.0
0.0,2368.0,436.0,31049.0,16.0,13.0,45.0,43.0,3095.0,2453.0,14710.0,16866.0,2483.0,180.0,34059.0,30964.0,17193.0,0.0
0.0,1069.0,399.0,29697.0,41.0,41.0,64.0,63.0,3020.0,8404.0,12360.0,10559.0,2463.0,160.0,25382.0,22362.0,14823.0,0.0
0.0,1656.0,274.0,30995.0,30.0,23.0,44.0,42.0,3295.0,7651.0,15750.0,10062.0,2483.0,180.0,28295.0,25000.0,18233.0,0.0
0.0,1008.0,202.0,28842.0,58.0,60.0,87.0,87.0,3188.0,1911.0,19900.0,8764.0,2463.0,160.0,31127.0,27939.0,22363.0,0.0
0.0,1674.0,372.0,30577.0,62.0,62.0,70.0,71.0,3095.0,2067.0,14310.0,16506.0,2463.0,160.0,33279.0,30184.0,16773.0,0.0
0.0,1620.0,437.0,30577.0,49.0,49.0,77.0,80.0,3095.0,2396.0,13460.0,16973.0,2463.0,160.0,32896.0,29801.0,15923.0,0.0
0.0,725.0,185.0,29740.0,58.0,58.0,69.0,72.0,2388.0,8660.0,15530.0,6200.0,2463.0,160.0,24193.0,21805.0,17993.0,0.0
0.0,2091.0,443.0,29754.0,22.0,23.0,42.0,44.0,3195.0,2788.0,15370.0,14399.0,2483.0,180.0,32252.0,29057.0,17853.0,0.0
0.0,3040.0,209.0,28509.0,25.0,19.0,45.0,45.0,3095.0,2407.0,16280.0,13474.0,2483.0,180.0,32237.0,29142.0,18763.0,0.0
0.0,1005.0,449.0,29883.0,61.0,61.0,74.0,84.0,3325.0,1545.0,16380.0,13825.0,2463.0,160.0,32668.0,29343.0,18843.0,0.0
0.0,655.0,336.0,30281.0,64.0,65.0,80.0,80.0,3295.0,896.0,19760.0,11112.0,2463.0,160.0,33335.0,30040.0,22223.0,0.0
0.0,1779.0,306.0,31193.0,49.0,52.0,53.0,52.0,3295.0,1530.0,16110.0,16144.0,2483.0,180.0,34737.0,31442.0,18593.0,0.0
0.0,3020.0,340.0,28274.0,24.0,24.0,34.0,38.0,3095.0,2626.0,15700.0,13580.0,2483.0,180.0,31763.0,28668.0,18183.0,0.0
0.0,1584.0,276.0,30995.0,44.0,38.0,50.0,44.0,2495.0,5839.0,15440.0,11312.0,2483.0,180.0,29235.0,26740.0,17923.0,0.0
0.0,2025.0,347.0,30501.0,32.0,27.0,36.0,34.0,3425.0,3827.0,16850.0,12791.0,2483.0,180.0,32124.0,28699.0,19333.0,0.0
0.0,987.0,310.0,30238.0,48.0,46.0,75.0,78.0,3295.0,2221.0,14620.0,15216.0,2463.0,160.0,32299.0,29004.0,17083.0,0.0
860.0,2564.0,430.0,29745.0,5.0,1.0,28.0,30.0,3695.0,1740.0,18120.0,12801.0,2483.0,180.0,33404.0,29709.0,20603.0,0.0
0.0,1833.0,157.0,30241.0,50.0,51.0,59.0,66.0,1388.0,7113.0,13850.0,10036.0,2463.0,160.0,26349.0,24961.0,16313.0,0.0
0.0,1825.0,399.0,29697.0,41.0,43.0,62.0,68.0,3020.0,8112.0,13330.0,10637.0,2463.0,160.0,26430.0,23410.0,15793.0,0.0
0.0,621.0,338.0,30350.0,70.0,74.0,79.0,82.0,3295.0,720.0,20300.0,10783.0,2463.0,160.0,33546.0,30251.0,22763.0,0.0
0.0,885.0,196.0,29813.0,61.0,63.0,76.0,81.0,2670.0,5283.0,15150.0,10472.0,2463.0,160.0,28085.0,25415.0,17613.0,0.0
0.0,1563.0,429.0,30325.0,41.0,38.0,70.0,71.0,3120.0,8184.0,12960.0,11401.0,2463.0,160.0,26824.0,23704.0,15423.0,0.0
0.0,1183.0,362.0,29997.0,31.0,30.0,51.0,50.0,2750.0,6053.0,14490.0,10904.0,2483.0,180.0,27877.0,25127.0,16973.0,0.0
0.0,2612.0,316.0,28336.0,44.0,24.0,53.0,53.0,3195.0,5268.0,13650.0,12762.0,2463.0,160.0,28875.0,25680.0,16113.0,0.0
0.0,837.0,472.0,30594.0,64.0,66.0,87.0,86.0,3095.0,3088.0,18500.0,10475.0,2463.0,160.0,31438.0,28343.0,20963.0,0.0
0.0,718.0,185.0,29740.0,53.0,51.0,66.0,70.0,938.0,6017.0,15300.0,7616.0,2463.0,160.0,25379.0,24441.0,17763.0,0.0
0.0,738.0,245.0,30350.0,68.0,70.0,76.0,78.0,3095.0,1843.0,17020.0,12857.0,2463.0,160.0,32340.0,29245.0,19483.0,0.0
0.0,876.0,214.0,28841.0,67.0,69.0,74.0,76.0,3288.0,2117.0,17490.0,10935.0,2463.0,160.0,30888.0,27600.0,19953.0,0.0
0.0,944.0,509.0,29997.0,45.0,45.0,62.0,63.0,3825.0,6312.0,15000.0,10971.0,2483.0,180.0,28454.0,24629.0,17483.0,0.0
0.0,1587.0,453.0,31077.0,40.0,38.0,45.0,41.0,3095.0,2549.0,15250.0,15477.0,2483.0,180.0,33210.0,30115.0,17733.0,0.0
1376.0,2103.0,464.0,29741.0,23.0,20.0,34.0,30.0,3695.0,1720.0,18750.0,11210.0,2483.0,180.0,32443.0,28748.0,21233.0,0.0
0.0,3379.0,312.0,28509.0,15.0,13.0,41.0,42.0,3095.0,3210.0,15000.0,14290.0,2483.0,180.0,31773.0,28678.0,17483.0,0.0
0.0,1407.0,355.0,31630.0,38.0,35.0,55.0,57.0,2620.0,6224.0,13710.0,13260.0,2463.0,160.0,29433.0,26813.0,16173.0,0.0
0.0,1585.0,323.0,28076.0,52.0,52.0,65.0,70.0,2225.0,5566.0,13850.0,10007.0,2463.0,160.0,26320.0,24095.0,16313.0,0.0
0.0,1983.0,551.0,27837.0,65.0,65.0,91.0,96.0,3295.0,2407.0,24360.0,3885.0,2463.0,160.0,30708.0,27413.0,26823.0,0.0
344.0,2714.0,463.0,30471.0,4.0,2.0,32.0,32.0,2895.0,2748.0,17000.0,13505.0,2483.0,180.0,32988.0,30093.0,19483.0,0.0
0.0,2943.0,428.0,30446.0,20.0,22.0,37.0,39.0,3425.0,3992.0,15440.0,14899.0,2483.0,180.0,32822.0,29397.0,17923.0,0.0
0.0,606.0,568.0,29187.0,67.0,65.0,87.0,90.0,3295.0,1877.0,22800.0,5948.0,2463.0,160.0,31211.0,27916.0,25263.0,1.0
0.0,1610.0,166.0,30218.0,36.0,39.0,44.0,47.0,2988.0,5099.0,14300.0,12954.0,2463.0,160.0,29717.0,26729.0,16763.0,0.0
0.0,2042.0,385.0,29697.0,31.0,26.0,55.0,61.0,3020.0,9201.0,12020.0,11075.0,2463.0,160.0,25558.0,22538.0,14483.0,0.0
0.0,1861.0,323.0,30238.0,62.0,63.0,74.0,74.0,3295.0,2252.0,15880.0,14799.0,2463.0,160.0,33142.0,29847.0,18343.0,0.0
0.0,2364.0,295.0,28113.0,39.0,37.0,63.0,66.0,2695.0,5794.0,13000.0,11915.0,2463.0,160.0,27378.0,24683.0,15463.0,0.0
0.0,419.0,389.0,29184.0,54.0,53.0,80.0,82.0,3095.0,2700.0,17120.0,10415.0,2463.0,160.0,29998.0,26903.0,19583.0,0.0
0.0,601.0,380.0,29754.0,61.0,61.0,72.0,76.0,2345.0,10542.0,15000.0,4695.0,2463.0,160.0,22158.0,19813.0,17463.0,0.0
0.0,914.0,248.0,31711.0,46.0,46.0,69.0,76.0,2695.0,7215.0,12090.0,13552.0,2463.0,160.0,28105.0,25410.0,14553.0,0.0
0.0,590.0,362.0,30350.0,71.0,71.0,85.0,86.0,3295.0,1266.0,23500.0,7006.0,2463.0,160.0,32969.0,29674.0,25963.0,0.0
0.0,1513.0,521.0,29168.0,54.0,53.0,76.0,75.0,3295.0,2052.0,14250.0,15211.0,2463.0,160.0,31924.0,28629.0,16713.0,0.0
0.0,1876.0,533.0,27837.0,61.0,51.0,73.0,83.0,2920.0,2623.0,15620.0,11927.0,2463.0,160.0,30010.0,27090.0,18083.0,0.0
0.0,2101.0,344.0,30471.0,9.0,6.0,36.0,39.0,2895.0,3514.0,16010.0,13460.0,2483.0,180.0,31953.0,29058.0,18493.0,0.0
339.0,1356.0,218.0,29916.0,13.0,12.0,34.0,32.0,2888.0,2455.0,17410.0,11473.0,2483.0,180.0,31366.0,28478.0,19893.0,0.0
0.0,2885.0,298.0,28121.0,52.0,50.0,60.0,65.0,2995.0,9994.0,12540.0,9004.0,2463.0,160.0,24007.0,21012.0,15003.0,0.0
0.0,1532.0,491.0,29168.0,52.0,52.0,70.0,69.0,2995.0,2694.0,13950.0,14588.0,2463.0,160.0,31001.0,28006.0,16413.0,0.0
0.0,677.0,358.0,30350.0,64.0,61.0,72.0,75.0,2845.0,1200.0,17390.0,12819.0,2463.0,160.0,32672.0,29827.0,19853.0,0.0
0.0,684.0,384.0,30577.0,63.0,60.0,75.0,77.0,3095.0,1923.0,15250.0,14720.0,2463.0,160.0,32433.0,29338.0,17713.0,0.0
0.0,1779.0,510.0,27809.0,54.0,50.0,75.0,78.0,3095.0,5097.0,14750.0,10373.0,2463.0,160.0,27586.0,24491.0,17213.0,0.0
0.0,2551.0,394.0,28206.0,16.0,11.0,45.0,45.0,3195.0,3646.0,16150.0,11673.0,2483.0,180.0,30306.0,27111.0,18633.0,0.0
0.0,2950.0,397.0,28206.0,52.0,51.0,56.0,55.0,3020.0,4010.0,16470.0,11213.0,2483.0,180.0,30166.0,27146.0,18953.0,0.0
0.0,2081.0,309.0,28579.0,45.0,43.0,49.0,48.0,3295.0,4320.0,15820.0,11332.0,2483.0,180.0,29635.0,26340.0,18303.0,0.0
0.0,1063.0,185.0,29740.0,57.0,61.0,64.0,65.0,2738.0,7303.0,14500.0,9275.0,2463.0,160.0,26238.0,23500.0,16963.0,0.0
0.0,1261.0,374.0,29184.0,55.0,56.0,79.0,79.0,3095.0,2515.0,14640.0,13922.0,2463.0,160.0,31025.0,27930.0,17103.0,0.0
0.0,1170.0,379.0,29168.0,63.0,63.0,83.0,81.0,3295.0,2084.0,16000.0,13086.0,2463.0,160.0,31549.0,28254.0,18463.0,0.0
0.0,1641.0,358.0,28083.0,67.0,70.0,73.0,77.0,3095.0,2751.0,15800.0,11805.0,2463.0,160.0,30068.0,26973.0,18263.0,0.0
0.0,576.0,358.0,29746.0,58.0,61.0,62.0,61.0,2720.0,10204.0,15000.0,5375.0,2463.0,160.0,22838.0,20118.0,17463.0,0.0
0.0,612.0,275.0,31704.0,46.0,39.0,66.0,66.0,1895.0,8445.0,13250.0,10053.0,2463.0,160.0,25766.0,23871.0,15713.0,0.0
0.0,1800.0,323.0,29539.0,28.0,21.0,49.0,46.0,3195.0,3698.0,13920.0,14453.0,2463.0,160.0,30836.0,27641.0,16383.0,0.0
0.0,1003.0,409.0,29591.0,42.0,47.0,52.0,54.0,2745.0,10607.0,12390.0,7879.0,2463.0,160.0,22732.0,19987.0,14853.0,0.0
0.0,2350.0,326.0,28113.0,41.0,40.0,50.0,60.0,2845.0,10193.0,12680.0,7972.0,2463.0,160.0,23115.0,20270.0,15143.0,0.0
0.0,2332.0,157.0,30246.0,23.0,22.0,39.0,42.0,3388.0,2303.0,16360.0,14820.0,2483.0,180.0,33663.0,30275.0,18843.0,0.0
0.0,1267.0,430.0,29884.0,58.0,59.0,69.0,79.0,3625.0,3179.0,16100.0,13034.0,2463.0,160.0,31597.0,27972.0,18563.0,0.0
0.0,589.0,251.0,30281.0,68.0,72.0,81.0,88.0,3295.0,869.0,22250.0,8583.0,2463.0,160.0,33296.0,30001.0,24713.0,0.0
0.0,1761.0,196.0,29813.0,49.0,39.0,65.0,77.0,2220.0,4333.0,13940.0,13058.0,2463.0,160.0,29461.0,27241.0,16403.0,0.0
0.0,2152.0,336.0,28121.0,36.0,31.0,53.0,57.0,2620.0,8820.0,13270.0,8340.0,2463.0,160.0,24073.0,21453.0,15733.0,0.0
0.0,1056.0,373.0,29883.0,69.0,65.0,87.0,90.0,3625.0,1448.0,23000.0,7653.0,2463.0,160.0,33116.0,29491.0,25463.0,0.0
0.0,1422.0,290.0,31193.0,34.0,34.0,43.0,36.0,3095.0,3075.0,16550.0,13602.0,2483.0,180.0,32635.0,29540.0,19033.0,0.0
0.0,1395.0,256.0,29924.0,45.0,44.0,74.0,79.0,3295.0,4751.0,14440.0,12960.0,2463.0,160.0,29863.0,26568.0,16903.0,0.0
0.0,1054.0,456.0,29884.0,69.0,70.0,91.0,90.0,3625.0,1624.0,24000.0,6476.0,2463.0,160.0,32939.0,29314.0,26463.0,0.0
0.0,578.0,531.0,29187.0,70.0,70.0,85.0,88.0,3070.0,1977.0,22120.0,6275.0,2463.0,160.0,30858.0,27788.0,24583.0,0.0
0.0,910.0,221.0,28841.0,56.0,52.0,82.0,84.0,2788.0,2355.0,17750.0,9971.0,2463.0,160.0,30184.0,27396.0,20213.0,0.0
0.0,1243.0,342.0,28377.0,36.0,36.0,50.0,47.0,3295.0,10394.0,15280.0,4758.0,2483.0,180.0,22521.0,19226.0,17763.0,0.0
0.0,2284.0,302.0,30422.0,57.0,57.0,65.0,65.0,3250.0,9973.0,13230.0,10290.0,2463.0,160.0,25983.0,22733.0,15693.0,0.0
0.0,892.0,297.0,30239.0,55.0,55.0,66.0,71.0,2790.0,5124.0,15400.0,10934.0,2463.0,160.0,28797.0,26007.0,17863.0,0.0
0.0,1863.0,315.0,28079.0,62.0,63.0,80.0,83.0,3425.0,1871.0,16750.0,12283.0,2463.0,160.0,31496.0,28071.0,19213.0,0.0
0.0,1785.0,421.0,30325.0,38.0,37.0,44.0,42.0,3295.0,8430.0,14280.0,10232.0,2463.0,160.0,26975.0,23680.0,16743.0,0.0
0.0,1279.0,157.0,30241.0,54.0,54.0,63.0,67.0,2788.0,6009.0,14000.0,11836.0,2463.0,160.0,28299.0,25511.0,16463.0,0.0
2408.0,1566.0,471.0,29741.0,23.0,18.0,28.0,24.0,3495.0,1723.0,19500.0,8688.0,2483.0,180.0,30671.0,27176.0,21983.0,0.0
0.0,913.0,425.0,31704.0,66.0,66.0,76.0,79.0,1295.0,7815.0,15250.0,8384.0,2463.0,160.0,26097.0,24802.0,17713.0,0.0
0.0,642.0,300.0,31630.0,53.0,56.0,65.0,74.0,2770.0,5096.0,13070.0,14413.0,2463.0,160.0,29946.0,27176.0,15533.0,0.0
0.0,1180.0,421.0,29884.0,71.0,69.0,85.0,90.0,3295.0,2407.0,22500.0,6989.0,2463.0,160.0,31952.0,28657.0,24963.0,0.0
0.0,1963.0,415.0,30578.0,44.0,39.0,49.0,56.0,2850.0,8615.0,14940.0,9353.0,2483.0,180.0,26776.0,23926.0,17423.0,0.0
0.0,1013.0,200.0,29923.0,22.0,18.0,44.0,52.0,2595.0,5315.0,15200.0,10553.0,2463.0,160.0,28216.0,25621.0,17663.0,0.0
0.0,1288.0,202.0,28842.0,62.0,64.0,70.0,78.0,2988.0,1550.0,17090.0,12015.0,2463.0,160.0,31568.0,28580.0,19553.0,0.0
0.0,1402.0,436.0,29884.0,64.0,68.0,73.0,77.0,3625.0,3149.0,16000.0,13299.0,2463.0,160.0,31762.0,28137.0,18463.0,0.0
0.0,2570.0,428.0,30501.0,29.0,25.0,49.0,50.0,3625.0,4990.0,15950.0,13273.0,2483.0,180.0,31706.0,28081.0,18433.0,0.0
0.0,677.0,185.0,29740.0,49.0,44.0,71.0,71.0,1988.0,9281.0,14800.0,5861.0,2463.0,160.0,23124.0,21136.0,17263.0,0.0
0.0,3324.0,432.0,30501.0,30.0,26.0,39.0,37.0,3625.0,2756.0,17500.0,14711.0,2483.0,180.0,34694.0,31069.0,19983.0,0.0
0.0,2355.0,478.0,27867.0,57.0,56.0,71.0,76.0,2995.0,1371.0,15000.0,14383.0,2463.0,160.0,31846.0,28851.0,17463.0,0.0
0.0,1546.0,412.0,29757.0,34.0,34.0,40.0,38.0,3495.0,2220.0,15750.0,14345.0,2483.0,180.0,32578.0,29083.0,18233.0,0.0
1285.0,1937.0,145.0,30281.0,18.0,11.0,26.0,23.0,3388.0,3065.0,17850.0,10923.0,2483.0,180.0,31256.0,27868.0,20333.0,0.0
0.0,1892.0,449.0,30471.0,32.0,5.0,41.0,40.0,2895.0,2806.0,14750.0,15239.0,2463.0,160.0,32452.0,29557.0,17213.0,0.0
0.0,1804.0,456.0,31221.0,38.0,38.0,46.0,50.0,3295.0,7027.0,13600.0,13230.0,2463.0,160.0,29293.0,25998.0,16063.0,0.0
0.0,1241.0,314.0,31311.0,33.0,33.0,39.0,35.0,3295.0,3822.0,17210.0,12332.0,2483.0,180.0,32025.0,28730.0,19693.0,0.0
0.0,1231.0,389.0,30265.0,63.0,64.0,77.0,76.0,3350.0,4035.0,16360.0,11988.0,2463.0,160.0,30811.0,27461.0,18823.0,0.0
344.0,3062.0,283.0,28206.0,10.0,6.0,33.0,31.0,2920.0,3778.0,17500.0,10083.0,2483.0,180.0,30066.0,27146.0,19983.0,0.0
0.0,2340.0,452.0,30501.0,44.0,42.0,45.0,43.0,3425.0,5177.0,15500.0,13106.0,2483.0,180.0,31089.0,27664.0,17983.0,0.0
0.0,1092.0,338.0,28019.0,63.0,60.0,79.0,83.0,3095.0,2402.0,17300.0,10041.0,2463.0,160.0,29804.0,26709.0,19763.0,0.0
0.0,3440.0,223.0,28274.0,18.0,16.0,37.0,39.0,2920.0,1538.0,16250.0,14363.0,2483.0,180.0,33096.0,30176.0,18733.0,0.0
0.0,1984.0,191.0,28579.0,43.0,40.0,47.0,47.0,3095.0,3466.0,14040.0,13669.0,2483.0,180.0,30192.0,27097.0,16523.0,0.0
0.0,1205.0,216.0,28019.0,57.0,55.0,75.0,79.0,3095.0,1950.0,16300.0,11606.0,2463.0,160.0,30369.0,27274.0,18763.0,0.0
0.0,1436.0,242.0,28076.0,71.0,71.0,78.0,79.0,3425.0,2053.0,17100.0,11321.0,2463.0,160.0,30884.0,27459.0,19563.0,0.0
0.0,2053.0,341.0,29754.0,26.0,23.0,50.0,51.0,3695.0,4083.0,16290.0,12646.0,2483.0,180.0,31419.0,27724.0,18773.0,0.0
0.0,2284.0,312.0,31077.0,25.0,26.0,37.0,38.0,3295.0,2526.0,17200.0,14447.0,2483.0,180.0,34130.0,30835.0,19683.0,0.0
0.0,1700.0,493.0,29754.0,27.0,25.0,46.0,45.0,2795.0,3104.0,16570.0,12092.0,2483.0,180.0,31145.0,28350.0,19053.0,0.0
0.0,2382.0,321.0,30855.0,26.0,26.0,39.0,40.0,3295.0,2515.0,16420.0,15114.0,2483.0,180.0,34017.0,30722.0,18903.0,0.0
0.0,1170.0,435.0,29883.0,58.0,56.0,82.0,83.0,3625.0,1952.0,18200.0,12063.0,2463.0,160.0,32726.0,29101.0,20663.0,0.0
0.0,907.0,304.0,31630.0,55.0,56.0,66.0,74.0,3295.0,3230.0,13850.0,16289.0,2463.0,160.0,32602.0,29307.0,16313.0,0.0
0.0,2893.0,337.0,28274.0,48.0,41.0,49.0,43.0,3295.0,2340.0,16420.0,13219.0,2483.0,180.0,32122.0,28827.0,18903.0,0.0
0.0,776.0,343.0,30350.0,73.0,74.0,87.0,84.0,3295.0,946.0,22350.0,8662.0,2463.0,160.0,33475.0,30180.0,24813.0,0.0
0.0,1722.0,242.0,31294.0,27.0,30.0,51.0,51.0,2845.0,8067.0,15240.0,10091.0,2463.0,160.0,27794.0,24949.0,17703.0,0.0
0.0,616.0,177.0,28842.0,65.0,65.0,87.0,90.0,3288.0,1446.0,23250.0,5587.0,2463.0,160.0,31300.0,28012.0,25713.0,0.0
0.0,872.0,329.0,28378.0,58.0,60.0,78.0,81.0,3655.0,11482.0,13790.0,5170.0,2463.0,160.0,21423.0,17768.0,16253.0,0.0
3613.0,2066.0,434.0,29741.0,6.0,5.0,20.0,17.0,3695.0,1552.0,20200.0,7654.0,2483.0,180.0,30337.0,26642.0,22683.0,1.0
0.0,1561.0,456.0,30578.0,43.0,40.0,48.0,46.0,3625.0,7539.0,15010.0,10732.0,2483.0,180.0,28225.0,24600.0,17493.0,0.0
0.0,1384.0,317.0,31193.0,29.0,28.0,42.0,38.0,2705.0,6459.0,17450.0,8890.0,2483.0,180.0,28823.0,26118.0,19933.0,0.0
0.0,772.0,435.0,30577.0,66.0,68.0,82.0,85.0,3095.0,3297.0,17750.0,10934.0,2463.0,160.0,31147.0,28052.0,20213.0,0.0
0.0,845.0,495.0,30611.0,53.0,52.0,85.0,89.0,3120.0,2817.0,19160.0,10136.0,2463.0,160.0,31759.0,28639.0,21623.0,0.0
0.0,1274.0,185.0,29740.0,64.0,62.0,67.0,68.0,988.0,9137.0,15000.0,5402.0,2463.0,160.0,22865.0,21877.0,17463.0,0.0
0.0,1575.0,362.0,28083.0,58.0,56.0,64.0,70.0,3095.0,2410.0,14100.0,13780.0,2463.0,160.0,30343.0,27248.0,16563.0,0.0
0.0,1432.0,218.0,29916.0,30.0,29.0,35.0,37.0,3088.0,1611.0,18350.0,11992.0,2483.0,180.0,32825.0,29737.0,20833.0,0.0
0.0,2194.0,326.0,28113.0,42.0,39.0,67.0,71.0,3120.0,10160.0,11900.0,8904.0,2463.0,160.0,23267.0,20147.0,14363.0,0.0
0.0,1513.0,200.0,29923.0,25.0,22.0,39.0,44.0,2895.0,2469.0,16350.0,13029.0,2483.0,180.0,31862.0,28967.0,18833.0,0.0
0.0,3743.0,224.0,28509.0,25.0,26.0,39.0,42.0,3095.0,2751.0,15960.0,14153.0,2483.0,180.0,32596.0,29501.0,18443.0,0.0
0.0,1072.0,524.0,29184.0,64.0,63.0,68.0,74.0,3295.0,3041.0,16080.0,11967.0,2463.0,160.0,30510.0,27215.0,18543.0,0.0
0.0,884.0,518.0,29140.0,63.0,66.0,68.0,74.0,3295.0,2293.0,15920.0,12643.0,2463.0,160.0,31026.0,27731.0,18383.0,0.0
0.0,1689.0,356.0,28076.0,55.0,54.0,60.0,58.0,2225.0,5305.0,13120.0,11102.0,2463.0,160.0,26685.0,24460.0,15583.0,0.0
0.0,1819.0,185.0,29681.0,48.0,33.0,51.0,48.0,2738.0,7171.0,15100.0,9484.0,2483.0,180.0,27067.0,24329.0,17583.0,0.0
0.0,3153.0,331.0,28509.0,31.0,31.0,42.0,41.0,3295.0,2774.0,16000.0,13700.0,2483.0,180.0,32183.0,28888.0,18483.0,0.0
0.0,1619.0,224.0,28378.0,54.0,52.0,56.0,56.0,3655.0,12258.0,14720.0,4211.0,2463.0,160.0,21394.0,17739.0,17183.0,0.0
0.0,984.0,314.0,30350.0,71.0,73.0,90.0,87.0,3295.0,920.0,23400.0,7846.0,2463.0,160.0,33709.0,30414.0,25863.0,0.0
0.0,1173.0,286.0,31262.0,47.0,43.0,50.0,44.0,2745.0,8598.0,15030.0,9069.0,2483.0,180.0,26582.0,23837.0,17513.0,0.0
0.0,2111.0,321.0,30304.0,46.0,46.0,71.0,72.0,3695.0,5875.0,12200.0,15572.0,2463.0,160.0,30235.0,26540.0,14663.0,0.0
0.0,1145.0,216.0,30038.0,27.0,27.0,47.0,45.0,2588.0,2430.0,15800.0,13058.0,2483.0,180.0,31341.0,28753.0,18283.0,0.0
0.0,1186.0,200.0,28839.0,36.0,37.0,68.0,67.0,3288.0,1055.0,14090.0,15705.0,2463.0,160.0,32258.0,28970.0,16553.0,0.0
0.0,2089.0,432.0,31049.0,38.0,36.0,45.0,40.0,3295.0,2317.0,16250.0,15383.0,2483.0,180.0,34116.0,30821.0,18733.0,0.0
1928.0,2522.0,166.0,30218.0,4.0,-14.0,25.0,25.0,3288.0,4130.0,17110.0,10377.0,2483.0,180.0,29970.0,26682.0,19593.0,0.0
0.0,3021.0,215.0,28509.0,31.0,28.0,47.0,47.0,3295.0,2216.0,16440.0,13686.0,2483.0,180.0,32609.0,29314.0,18923.0,0.0
0.0,2097.0,338.0,28113.0,42.0,45.0,61.0,72.0,2920.0,5684.0,13250.0,11733.0,2463.0,160.0,27446.0,24526.0,15713.0,0.0
0.0,1781.0,432.0,31049.0,33.0,37.0,45.0,45.0,2695.0,2992.0,16070.0,13980.0,2483.0,180.0,32533.0,29838.0,18553.0,0.0
0.0,772.0,245.0,30238.0,66.0,49.0,69.0,79.0,3045.0,2119.0,16550.0,12923.0,2463.0,160.0,31936.0,28891.0,19013.0,0.0
0.0,1099.0,200.0,28839.0,56.0,56.0,79.0,82.0,2738.0,1847.0,17000.0,11366.0,2463.0,160.0,30829.0,28091.0,19463.0,0.0
0.0,1840.0,313.0,31193.0,39.0,40.0,50.0,45.0,3095.0,3310.0,15500.0,14835.0,2483.0,180.0,32818.0,29723.0,17983.0,0.0
0.0,1546.0,222.0,28378.0,53.0,58.0,68.0,76.0,2225.0,9022.0,14700.0,5964.0,2463.0,160.0,23127.0,20902.0,17163.0,0.0
0.0,1778.0,225.0,28579.0,56.0,56.0,59.0,59.0,2995.0,5341.0,15000.0,10528.0,2483.0,180.0,28011.0,25016.0,17483.0,0.0
0.0,750.0,326.0,30281.0,65.0,56.0,77.0,84.0,3295.0,1299.0,19450.0,11114.0,2463.0,160.0,33027.0,29732.0,21913.0,0.0
0.0,1971.0,408.0,29697.0,34.0,32.0,58.0,58.0,3320.0,6789.0,13350.0,12386.0,2463.0,160.0,28199.0,24879.0,15813.0,0.0
0.0,659.0,203.0,28842.0,61.0,64.0,64.0,67.0,2988.0,2208.0,15400.0,12418.0,2463.0,160.0,30281.0,27293.0,17863.0,0.0
0.0,668.0,368.0,30594.0,57.0,53.0,81.0,87.0,3295.0,2598.0,19000.0,10496.0,2463.0,160.0,31959.0,28664.0,21463.0,0.0
0.0,801.0,396.0,29591.0,51.0,52.0,62.0,80.0,2945.0,9768.0,13750.0,7356.0,2463.0,160.0,23569.0,20624.0,16213.0,0.0
0.0,715.0,448.0,30594.0,59.0,60.0,85.0,85.0,3295.0,1719.0,18250.0,12172.0,2463.0,160.0,32885.0,29590.0,20713.0,0.0
0.0,1147.0,317.0,28019.0,68.0,67.0,80.0,88.0,3295.0,2656.0,20900.0,6442.0,2463.0,160.0,29805.0,26510.0,23363.0,0.0
0.0,1283.0,216.0,30038.0,18.0,19.0,35.0,34.0,2788.0,1699.0,18000.0,11927.0,2483.0,180.0,32410.0,29622.0,20483.0,0.0
