ACWO_1,ADMO_1,ADRR_1,CSO_1,HTB_1,ITP_1,PPL_1,PS_1,RRR_1,TGA_1,Abnormal
0.0,2270.0,294.0,28113.0,74.0,2670.0,12160.0,13755.0,160.0,25708.0,0.0
0.0,1080.0,324.0,30238.0,74.0,3045.0,17750.0,12149.0,160.0,29317.0,0.0
0.0,997.0,339.0,31630.0,58.0,3295.0,13580.0,15995.0,160.0,28743.0,0.0
0.0,2701.0,315.0,28509.0,37.0,2895.0,16720.0,12113.0,180.0,28421.0,0.0
0.0,2408.0,306.0,30855.0,35.0,3095.0,16600.0,15077.0,180.0,31065.0,0.0
0.0,1183.0,294.0,31294.0,81.0,2895.0,17940.0,5342.0,160.0,22850.0,0.0
0.0,1046.0,435.0,29884.0,83.0,3295.0,19720.0,10124.0,160.0,29012.0,0.0
0.0,1758.0,312.0,28079.0,75.0,3295.0,15920.0,11408.0,160.0,26496.0,0.0
0.0,552.0,350.0,30350.0,94.0,2895.0,24800.0,5542.0,160.0,29910.0,0.0
0.0,1268.0,325.0,30578.0,66.0,3025.0,14630.0,10261.0,180.0,24349.0,0.0
0.0,974.0,305.0,29883.0,84.0,3425.0,18700.0,11783.0,160.0,29521.0,0.0
0.0,2125.0,330.0,28377.0,53.0,3625.0,15720.0,9176.0,180.0,23754.0,0.0
0.0,1009.0,372.0,30577.0,74.0,3295.0,16010.0,14558.0,160.0,29736.0,0.0
0.0,1763.0,145.0,30280.0,38.0,3588.0,17800.0,12545.0,180.0,29240.0,0.0
0.0,1693.0,352.0,31096.0,58.0,2645.0,14200.0,13915.0,160.0,27933.0,0.0
0.0,1090.0,400.0,29884.0,73.0,3295.0,16350.0,12718.0,160.0,28236.0,0.0
0.0,1415.0,421.0,28074.0,74.0,2595.0,13500.0,6396.0,160.0,19764.0,0.0
0.0,1133.0,289.0,31630.0,70.0,2950.0,13720.0,13300.0,160.0,26533.0,0.0
0.0,1863.0,443.0,30995.0,41.0,3295.0,16730.0,9024.0,180.0,24942.0,0.0
0.0,1303.0,402.0,28074.0,63.0,3295.0,15000.0,8487.0,160.0,22655.0,0.0
0.0,1307.0,185.0,29681.0,50.0,2938.0,15950.0,6721.0,180.0,22216.0,0.0
0.0,1472.0,313.0,29697.0,54.0,2120.0,13370.0,8990.0,160.0,22703.0,0.0
0.0,1273.0,454.0,29754.0,60.0,3495.0,14970.0,12522.0,180.0,26480.0,0.0
0.0,2970.0,336.0,30446.0,35.0,3120.0,17580.0,14600.0,180.0,31543.0,0.0
194.0,2653.0,299.0,30855.0,32.0,3295.0,17540.0,15181.0,180.0,31909.0,0.0
0.0,1203.0,322.0,31311.0,45.0,3095.0,16200.0,11731.0,180.0,27319.0,0.0
0.0,1168.0,196.0,29903.0,54.0,1820.0,12980.0,11093.0,160.0,24716.0,0.0
0.0,2668.0,318.0,28274.0,43.0,2920.0,15450.0,12811.0,180.0,27824.0,0.0
583.0,2665.0,308.0,30855.0,32.0,3095.0,16250.0,15762.0,180.0,31400.0,0.0
0.0,1825.0,321.0,31196.0,43.0,2895.0,13880.0,16634.0,160.0,30082.0,0.0
0.0,1301.0,402.0,31221.0,51.0,3025.0,13000.0,15107.0,160.0,27545.0,0.0
0.0,838.0,326.0,30594.0,80.0,3095.0,18000.0,12608.0,160.0,29976.0,0.0
0.0,532.0,415.0,31704.0,61.0,1895.0,14550.0,7392.0,160.0,22510.0,0.0
0.0,949.0,308.0,29760.0,69.0,3095.0,12980.0,15783.0,160.0,28131.0,0.0
0.0,2766.0,469.0,30456.0,34.0,3120.0,17250.0,13352.0,180.0,29965.0,0.0
0.0,1952.0,362.0,27837.0,84.0,2995.0,17480.0,11459.0,160.0,28407.0,0.0
964.0,1356.0,166.0,30218.0,40.0,3038.0,16900.0,9479.0,160.0,25804.0,0.0
0.0,2554.0,216.0,28113.0,69.0,2895.0,13210.0,13786.0,160.0,26564.0,0.0
0.0,1191.0,304.0,31221.0,57.0,2895.0,13250.0,11562.0,160.0,24380.0,0.0
0.0,705.0,202.0,28842.0,84.0,2988.0,21750.0,6526.0,160.0,27751.0,0.0
0.0,2350.0,296.0,30855.0,39.0,3095.0,15880.0,15346.0,180.0,30614.0,0.0
0.0,1137.0,221.0,28841.0,82.0,3088.0,20000.0,9367.0,160.0,28742.0,0.0
0.0,1009.0,285.0,31294.0,52.0,2745.0,15200.0,9795.0,160.0,24713.0,0.0
0.0,1941.0,304.0,28579.0,45.0,3095.0,15250.0,13346.0,180.0,27984.0,0.0
0.0,839.0,536.0,29168.0,85.0,2095.0,18850.0,8745.0,160.0,27963.0,0.0
0.0,1124.0,296.0,31262.0,45.0,3070.0,16500.0,9877.0,180.0,25790.0,0.0
0.0,1241.0,391.0,29926.0,85.0,3295.0,21000.0,9175.0,160.0,29343.0,0.0
0.0,550.0,362.0,30350.0,82.0,3095.0,18600.0,12110.0,160.0,30078.0,0.0
0.0,1507.0,386.0,28076.0,81.0,3425.0,18180.0,10588.0,160.0,27806.0,0.0
0.0,2049.0,278.0,30901.0,40.0,2695.0,14540.0,15213.0,180.0,29541.0,0.0
0.0,2747.0,444.0,30501.0,43.0,3625.0,16500.0,13702.0,180.0,29060.0,0.0
0.0,1283.0,342.0,28079.0,74.0,3625.0,16200.0,11542.0,160.0,26580.0,0.0
0.0,1814.0,399.0,31221.0,47.0,3025.0,13350.0,13769.0,160.0,26557.0,0.0
0.0,1877.0,365.0,31252.0,52.0,2345.0,14360.0,13750.0,160.0,28228.0,0.0
1376.0,2268.0,349.0,29741.0,28.0,3695.0,18000.0,10573.0,180.0,27361.0,0.0
1359.0,1850.0,217.0,30038.0,27.0,2788.0,18530.0,10125.0,180.0,28350.0,0.0
0.0,2439.0,408.0,28206.0,57.0,2895.0,14790.0,12076.0,180.0,26454.0,0.0
0.0,1226.0,463.0,30995.0,44.0,2695.0,16410.0,10390.0,180.0,26588.0,0.0
0.0,2537.0,342.0,28579.0,36.0,3070.0,17350.0,9828.0,180.0,26591.0,0.0
0.0,779.0,185.0,29740.0,63.0,2950.0,14850.0,10244.0,160.0,24607.0,0.0
0.0,1274.0,157.0,30241.0,55.0,2288.0,14250.0,9944.0,160.0,24369.0,0.0
0.0,1167.0,418.0,28072.0,58.0,3425.0,12850.0,4632.0,160.0,16520.0,0.0
0.0,1582.0,342.0,27837.0,84.0,3120.0,18800.0,9058.0,160.0,27201.0,0.0
0.0,2002.0,443.0,30325.0,56.0,3295.0,14040.0,16927.0,160.0,30135.0,0.0
0.0,1482.0,224.0,28121.0,61.0,3195.0,13400.0,6130.0,160.0,18798.0,0.0
0.0,2173.0,157.0,30246.0,51.0,3288.0,15200.0,15419.0,180.0,29814.0,0.0
0.0,1040.0,227.0,28121.0,55.0,3020.0,13160.0,4587.0,160.0,17190.0,0.0
0.0,1714.0,245.0,31294.0,58.0,2745.0,14250.0,10190.0,160.0,24158.0,0.0
0.0,1333.0,166.0,30218.0,49.0,3188.0,15580.0,10863.0,160.0,25718.0,0.0
0.0,967.0,348.0,29997.0,58.0,3305.0,14270.0,7650.0,160.0,21078.0,0.0
0.0,3451.0,316.0,28274.0,38.0,3120.0,16990.0,13362.0,180.0,29715.0,0.0
0.0,1185.0,330.0,28019.0,82.0,3295.0,21170.0,6769.0,160.0,27107.0,0.0
0.0,1397.0,221.0,28841.0,91.0,3188.0,23100.0,5561.0,160.0,27936.0,0.0
0.0,645.0,202.0,28842.0,69.0,3088.0,14210.0,14002.0,160.0,27587.0,0.0
0.0,1516.0,455.0,27809.0,76.0,3120.0,19470.0,7127.0,160.0,25940.0,0.0
169.0,1700.0,218.0,29916.0,36.0,3088.0,18000.0,12585.0,180.0,29980.0,0.0
0.0,721.0,475.0,30594.0,78.0,3295.0,16710.0,14816.0,160.0,30694.0,0.0
1376.0,1888.0,460.0,30446.0,32.0,2920.0,16750.0,12648.0,180.0,28961.0,0.0
0.0,2043.0,157.0,30267.0,74.0,2488.0,14600.0,10522.0,160.0,25097.0,0.0
0.0,1181.0,196.0,29813.0,68.0,2695.0,14150.0,11331.0,160.0,25249.0,0.0
4301.0,3431.0,339.0,28509.0,32.0,3295.0,19300.0,6839.0,180.0,25327.0,0.0
0.0,1778.0,434.0,30578.0,35.0,3625.0,16750.0,10161.0,180.0,25769.0,0.0
0.0,951.0,436.0,30577.0,68.0,3095.0,15640.0,14924.0,160.0,29932.0,0.0
0.0,1321.0,424.0,28072.0,72.0,3525.0,14010.0,6974.0,160.0,19922.0,0.0
0.0,2293.0,157.0,30246.0,54.0,3388.0,16350.0,14475.0,180.0,29920.0,0.0
0.0,1480.0,410.0,30422.0,71.0,3450.0,14150.0,11164.0,160.0,24327.0,0.0
0.0,1719.0,342.0,31311.0,36.0,3625.0,17800.0,13193.0,180.0,29851.0,0.0
0.0,1512.0,157.0,30241.0,71.0,3088.0,14180.0,11141.0,160.0,24696.0,0.0
0.0,879.0,214.0,28841.0,77.0,3288.0,17900.0,10704.0,160.0,27779.0,0.0
4588.0,1852.0,216.0,30038.0,8.0,2688.0,20500.0,3922.0,180.0,24217.0,0.0
0.0,1944.0,361.0,28076.0,68.0,3515.0,14000.0,13426.0,160.0,26374.0,1.0
0.0,1303.0,185.0,29681.0,43.0,2738.0,15600.0,8744.0,180.0,24089.0,0.0
0.0,1457.0,407.0,28072.0,63.0,3585.0,14010.0,6037.0,160.0,18925.0,0.0
0.0,2710.0,364.0,28206.0,54.0,3120.0,15310.0,11958.0,180.0,26631.0,0.0
2236.0,1969.0,480.0,29741.0,22.0,3695.0,18400.0,10835.0,180.0,28023.0,0.0
0.0,1584.0,298.0,30265.0,77.0,3250.0,17400.0,12737.0,160.0,29350.0,0.0
0.0,1853.0,216.0,30038.0,33.0,2688.0,18540.0,10170.0,180.0,28505.0,0.0
0.0,1017.0,410.0,30615.0,86.0,3295.0,18520.0,12696.0,160.0,30384.0,0.0
0.0,1715.0,200.0,29923.0,40.0,2895.0,16140.0,11674.0,160.0,27382.0,0.0
0.0,1413.0,269.0,31262.0,44.0,3225.0,16650.0,10211.0,180.0,26119.0,0.0
0.0,1720.0,275.0,31193.0,36.0,2575.0,17000.0,11334.0,180.0,28242.0,0.0
0.0,1691.0,457.0,29745.0,41.0,2295.0,16900.0,11600.0,180.0,28688.0,0.0
0.0,1568.0,382.0,30577.0,82.0,3095.0,14560.0,16340.0,160.0,30268.0,0.0
0.0,2020.0,271.0,30901.0,56.0,2695.0,13600.0,16313.0,160.0,29681.0,0.0
0.0,1319.0,293.0,31262.0,60.0,2945.0,15600.0,9034.0,180.0,24172.0,0.0
0.0,1528.0,312.0,31193.0,43.0,3295.0,16830.0,13621.0,180.0,29639.0,0.0
0.0,1451.0,295.0,27794.0,80.0,2895.0,15800.0,12534.0,160.0,27902.0,0.0
0.0,794.0,309.0,29883.0,82.0,3625.0,21800.0,8836.0,160.0,29474.0,0.0
0.0,1308.0,271.0,28074.0,61.0,3295.0,14630.0,8861.0,160.0,22659.0,0.0
0.0,1481.0,306.0,30901.0,47.0,2895.0,14450.0,15312.0,160.0,29330.0,0.0
0.0,1054.0,185.0,29681.0,66.0,2263.0,15280.0,8764.0,160.0,24244.0,0.0
0.0,946.0,412.0,30615.0,70.0,3295.0,14250.0,17269.0,160.0,30687.0,0.0
0.0,2553.0,427.0,30501.0,45.0,3225.0,16450.0,13080.0,180.0,28788.0,0.0
0.0,1409.0,400.0,31221.0,45.0,2695.0,13250.0,14561.0,160.0,27579.0,0.0
0.0,1836.0,406.0,30422.0,67.0,3225.0,14090.0,10015.0,160.0,23343.0,0.0
0.0,1935.0,279.0,31002.0,44.0,3295.0,16900.0,14883.0,180.0,30971.0,0.0
0.0,1093.0,200.0,28839.0,63.0,2838.0,14900.0,10965.0,160.0,25490.0,0.0
0.0,1321.0,157.0,30267.0,73.0,2788.0,13930.0,10585.0,160.0,24190.0,0.0
0.0,698.0,385.0,31711.0,85.0,2695.0,16360.0,12019.0,160.0,28147.0,0.0
0.0,1229.0,208.0,28019.0,70.0,3295.0,18000.0,9871.0,160.0,27039.0,0.0
0.0,650.0,497.0,29754.0,75.0,2345.0,15010.0,5401.0,160.0,20529.0,0.0
1446.0,2078.0,157.0,30246.0,36.0,3388.0,18890.0,10603.0,180.0,28588.0,1.0
516.0,2664.0,460.0,30471.0,32.0,2695.0,16250.0,13757.0,180.0,29795.0,0.0
0.0,1776.0,320.0,29757.0,34.0,3695.0,17250.0,12665.0,180.0,28703.0,0.0
0.0,1163.0,220.0,28841.0,76.0,2988.0,14910.0,12064.0,160.0,26449.0,0.0
0.0,1719.0,218.0,28378.0,63.0,3425.0,12900.0,7624.0,160.0,19562.0,0.0
0.0,1030.0,196.0,29903.0,56.0,2070.0,13500.0,11100.0,160.0,24993.0,0.0
0.0,547.0,185.0,29740.0,77.0,938.0,17350.0,6151.0,160.0,25026.0,0.0
0.0,3682.0,345.0,28274.0,38.0,3120.0,16570.0,13981.0,180.0,29914.0,0.0
0.0,899.0,300.0,31711.0,56.0,2695.0,12270.0,13889.0,160.0,25927.0,0.0
0.0,1237.0,392.0,28074.0,66.0,3295.0,14900.0,8583.0,160.0,22651.0,0.0
0.0,1221.0,436.0,27837.0,93.0,3120.0,23750.0,3138.0,160.0,26231.0,0.0
0.0,1012.0,441.0,30594.0,77.0,3095.0,14060.0,17046.0,160.0,30474.0,0.0
0.0,968.0,408.0,31704.0,57.0,1895.0,13950.0,9302.0,160.0,23820.0,0.0
0.0,1413.0,464.0,29757.0,41.0,3695.0,17200.0,11662.0,180.0,27650.0,0.0
0.0,2155.0,339.0,30446.0,37.0,3625.0,17470.0,14242.0,180.0,30570.0,0.0
0.0,1378.0,440.0,27794.0,76.0,3295.0,17760.0,10833.0,160.0,27761.0,0.0
0.0,1967.0,388.0,28074.0,43.0,3095.0,16250.0,7626.0,180.0,23264.0,0.0
0.0,1651.0,342.0,30456.0,33.0,3020.0,17100.0,13610.0,180.0,30173.0,0.0
0.0,651.0,417.0,31704.0,57.0,1295.0,14550.0,8884.0,160.0,24602.0,0.0
0.0,1857.0,438.0,30304.0,72.0,3095.0,12680.0,14759.0,160.0,26807.0,0.0
0.0,1209.0,302.0,29591.0,56.0,3220.0,13350.0,7658.0,160.0,20251.0,0.0
0.0,1511.0,166.0,30218.0,46.0,2688.0,15570.0,10357.0,160.0,25702.0,0.0
0.0,2414.0,314.0,31193.0,41.0,3295.0,17640.0,14632.0,180.0,31460.0,0.0
0.0,1347.0,295.0,28072.0,55.0,3195.0,13500.0,8121.0,160.0,20889.0,0.0
0.0,1386.0,349.0,28083.0,74.0,3095.0,15720.0,10855.0,160.0,25943.0,0.0
0.0,1846.0,336.0,27867.0,76.0,2795.0,14600.0,13536.0,160.0,27804.0,0.0
0.0,2053.0,290.0,30901.0,35.0,2695.0,15400.0,13642.0,180.0,28830.0,0.0
0.0,1140.0,475.0,29883.0,75.0,3425.0,16000.0,13794.0,160.0,28832.0,0.0
0.0,3081.0,232.0,28274.0,39.0,3295.0,17400.0,11672.0,180.0,28260.0,0.0
0.0,2306.0,326.0,28121.0,56.0,2620.0,12420.0,10667.0,160.0,22930.0,0.0
0.0,1222.0,360.0,29140.0,66.0,3095.0,13500.0,15589.0,160.0,28457.0,0.0
0.0,1287.0,405.0,29757.0,45.0,3695.0,15050.0,14215.0,180.0,28053.0,0.0
516.0,3608.0,318.0,28509.0,31.0,3295.0,17190.0,13217.0,180.0,29595.0,0.0
0.0,1426.0,445.0,27794.0,81.0,2895.0,16640.0,11009.0,160.0,27217.0,0.0
0.0,2232.0,438.0,30471.0,62.0,3795.0,13820.0,18031.0,160.0,30519.0,0.0
0.0,1212.0,185.0,29740.0,73.0,2188.0,13360.0,8364.0,160.0,21999.0,0.0
0.0,1421.0,208.0,28019.0,78.0,3295.0,16800.0,11610.0,160.0,27578.0,0.0
0.0,1353.0,315.0,29697.0,58.0,3020.0,13600.0,9931.0,160.0,22974.0,0.0
0.0,513.0,200.0,28839.0,79.0,2838.0,19720.0,4995.0,160.0,24340.0,0.0
0.0,2104.0,300.0,31193.0,38.0,3295.0,17000.0,15511.0,180.0,31699.0,0.0
0.0,1495.0,296.0,30265.0,73.0,2050.0,14520.0,13909.0,160.0,28842.0,0.0
0.0,2375.0,469.0,30456.0,35.0,3120.0,18000.0,13790.0,180.0,31153.0,0.0
0.0,1363.0,230.0,28076.0,75.0,3415.0,17800.0,9842.0,160.0,26690.0,0.0
0.0,1391.0,200.0,28841.0,54.0,2888.0,14350.0,13280.0,160.0,27205.0,0.0
0.0,1477.0,267.0,30901.0,48.0,2895.0,14920.0,14802.0,160.0,29290.0,0.0
0.0,1351.0,401.0,30265.0,71.0,3625.0,16150.0,14484.0,160.0,29472.0,0.0
0.0,1558.0,166.0,30218.0,37.0,3288.0,15250.0,11556.0,160.0,25981.0,0.0
0.0,1766.0,157.0,30267.0,56.0,2788.0,14200.0,10927.0,160.0,24802.0,0.0
0.0,598.0,328.0,30350.0,80.0,2895.0,21500.0,9086.0,160.0,30154.0,0.0
0.0,944.0,196.0,29903.0,45.0,2675.0,15070.0,9713.0,160.0,24571.0,0.0
0.0,1507.0,518.0,27809.0,94.0,3120.0,24650.0,3781.0,160.0,27774.0,1.0
0.0,1031.0,327.0,30238.0,65.0,3095.0,13350.0,16822.0,160.0,29540.0,0.0
0.0,1270.0,414.0,29697.0,64.0,3020.0,13390.0,10129.0,160.0,22962.0,0.0
0.0,1173.0,430.0,30265.0,72.0,3625.0,15400.0,15349.0,160.0,29587.0,0.0
860.0,2260.0,429.0,31049.0,31.0,3095.0,16250.0,14492.0,180.0,30130.0,0.0
0.0,1170.0,196.0,29903.0,60.0,2925.0,14750.0,11500.0,160.0,25788.0,0.0
0.0,3435.0,315.0,28509.0,34.0,2895.0,16750.0,13166.0,180.0,29504.0,0.0
0.0,1514.0,398.0,28074.0,67.0,3295.0,14520.0,6779.0,160.0,20467.0,0.0
0.0,1324.0,309.0,28378.0,61.0,3625.0,13320.0,7369.0,160.0,19527.0,0.0
