ACWO_1,ADMO_1,ADRR_1,CSO_1,HTB_1,ITP_1,PPL_1,PS_1,RRR_1,TGA_1,Abnormal
0.0,2038.0,277.0,30578.0,47.0,2470.0,16100.0,7734.0,180.0,23847.0,0.0
0.0,1991.0,389.0,29697.0,57.0,3320.0,13440.0,11521.0,160.0,24104.0,0.0
344.0,3141.0,332.0,29539.0,50.0,2795.0,15220.0,15186.0,160.0,30074.0,0.0
0.0,2213.0,411.0,28074.0,46.0,3175.0,16110.0,10531.0,180.0,25949.0,0.0
0.0,817.0,322.0,30594.0,80.0,3295.0,18500.0,12639.0,160.0,30307.0,0.0
0.0,802.0,303.0,29591.0,76.0,3215.0,15750.0,5216.0,160.0,20214.0,0.0
0.0,1323.0,216.0,30038.0,35.0,2788.0,18400.0,11749.0,180.0,29844.0,0.0
0.0,926.0,288.0,31252.0,55.0,2620.0,13830.0,10721.0,160.0,24394.0,0.0
0.0,3185.0,233.0,28274.0,51.0,2920.0,15310.0,13017.0,180.0,27890.0,0.0
0.0,637.0,196.0,29813.0,75.0,2345.0,15050.0,11124.0,160.0,26292.0,0.0
0.0,1037.0,202.0,28842.0,86.0,2988.0,19530.0,8262.0,160.0,27267.0,0.0
0.0,2028.0,157.0,30246.0,51.0,3388.0,16050.0,14223.0,180.0,29368.0,0.0
0.0,1196.0,285.0,29884.0,75.0,3070.0,19800.0,10187.0,160.0,29380.0,0.0
0.0,814.0,200.0,28839.0,74.0,3288.0,16400.0,13150.0,160.0,28725.0,0.0
0.0,1183.0,234.0,28079.0,71.0,3625.0,16300.0,11665.0,160.0,26803.0,0.0
0.0,2883.0,417.0,30446.0,39.0,3120.0,16630.0,15435.0,180.0,31428.0,0.0
0.0,719.0,448.0,30594.0,84.0,3295.0,20360.0,9800.0,160.0,29328.0,0.0
0.0,1884.0,145.0,30280.0,40.0,3388.0,17410.0,12067.0,180.0,28572.0,0.0
0.0,2772.0,345.0,30446.0,38.0,3425.0,16470.0,13672.0,180.0,29200.0,0.0
0.0,1459.0,357.0,31630.0,64.0,2420.0,12090.0,13734.0,160.0,25867.0,0.0
0.0,1589.0,385.0,28072.0,58.0,3625.0,14500.0,8428.0,160.0,21766.0,0.0
0.0,1674.0,387.0,27794.0,69.0,1720.0,14160.0,9014.0,160.0,23917.0,0.0
0.0,727.0,519.0,29168.0,74.0,3495.0,15250.0,13177.0,160.0,27395.0,0.0
0.0,798.0,285.0,31630.0,60.0,2995.0,13500.0,14358.0,160.0,27326.0,0.0
1892.0,1671.0,460.0,29745.0,24.0,3495.0,17400.0,10344.0,180.0,26732.0,0.0
1556.0,2929.0,297.0,30855.0,27.0,3295.0,17860.0,13575.0,180.0,30623.0,0.0
516.0,2162.0,420.0,29745.0,43.0,3695.0,17300.0,12111.0,180.0,28199.0,0.0
0.0,1427.0,218.0,29916.0,40.0,2888.0,16450.0,14236.0,180.0,30281.0,0.0
1751.0,2225.0,302.0,30855.0,29.0,3295.0,17730.0,12876.0,180.0,29794.0,0.0
0.0,1078.0,221.0,28841.0,89.0,2988.0,19000.0,8746.0,160.0,27221.0,0.0
0.0,864.0,196.0,29813.0,64.0,2445.0,14000.0,9379.0,160.0,23397.0,0.0
0.0,1834.0,465.0,27794.0,77.0,3095.0,15400.0,13173.0,160.0,27941.0,0.0
0.0,1556.0,341.0,28083.0,61.0,3095.0,12880.0,13228.0,160.0,25476.0,0.0
0.0,882.0,548.0,29148.0,78.0,3095.0,17520.0,11073.0,160.0,27961.0,0.0
0.0,941.0,425.0,30577.0,71.0,3295.0,16100.0,13908.0,160.0,29176.0,0.0
0.0,1891.0,249.0,31262.0,51.0,2520.0,14200.0,13153.0,180.0,27316.0,0.0
0.0,1379.0,332.0,28378.0,72.0,3625.0,14400.0,6094.0,160.0,19332.0,0.0
0.0,1243.0,540.0,29155.0,83.0,3095.0,17600.0,11432.0,160.0,28400.0,0.0
0.0,1738.0,432.0,31077.0,41.0,3120.0,17220.0,13666.0,180.0,30249.0,0.0
1032.0,2472.0,472.0,31077.0,28.0,3295.0,18050.0,12740.0,180.0,29978.0,0.0
0.0,1152.0,285.0,31294.0,60.0,3295.0,14800.0,10155.0,160.0,24123.0,0.0
0.0,1418.0,327.0,30901.0,46.0,2195.0,13850.0,14183.0,160.0,28301.0,0.0
0.0,1290.0,609.0,29168.0,71.0,1495.0,14210.0,8095.0,160.0,23273.0,0.0
688.0,2706.0,340.0,30471.0,28.0,2745.0,16500.0,12780.0,160.0,28998.0,0.0
0.0,2002.0,185.0,29681.0,37.0,3088.0,15800.0,9119.0,180.0,24314.0,0.0
1892.0,1576.0,390.0,31311.0,26.0,3625.0,19200.0,8582.0,180.0,26640.0,0.0
0.0,1311.0,462.0,30995.0,55.0,2320.0,15600.0,10789.0,180.0,26552.0,0.0
0.0,1934.0,485.0,27867.0,67.0,2995.0,14600.0,14298.0,160.0,28366.0,0.0
0.0,715.0,548.0,29148.0,79.0,3295.0,18750.0,8772.0,160.0,26690.0,0.0
0.0,1182.0,335.0,29754.0,43.0,3495.0,16750.0,12546.0,180.0,28284.0,0.0
0.0,870.0,556.0,29168.0,76.0,3325.0,17750.0,10589.0,160.0,27477.0,0.0
0.0,2239.0,208.0,28113.0,83.0,2895.0,13960.0,12482.0,160.0,26010.0,0.0
0.0,908.0,486.0,29883.0,89.0,3625.0,24100.0,6020.0,160.0,28958.0,0.0
0.0,1051.0,460.0,29883.0,77.0,3625.0,16500.0,13528.0,160.0,28866.0,0.0
0.0,1405.0,428.0,30325.0,61.0,3295.0,12700.0,13788.0,160.0,25656.0,0.0
0.0,1365.0,196.0,29813.0,63.0,2845.0,13150.0,12255.0,160.0,25023.0,0.0
0.0,2301.0,470.0,30471.0,38.0,2595.0,16550.0,13066.0,180.0,29504.0,0.0
0.0,754.0,214.0,28841.0,83.0,3288.0,20040.0,8318.0,160.0,27533.0,0.0
0.0,3067.0,300.0,28336.0,40.0,2995.0,14000.0,11348.0,160.0,24816.0,0.0
0.0,620.0,559.0,29184.0,87.0,3295.0,23010.0,6064.0,160.0,28242.0,0.0
1376.0,2124.0,314.0,29745.0,28.0,3695.0,18000.0,12567.0,180.0,29355.0,0.0
0.0,1159.0,327.0,29741.0,47.0,3495.0,15400.0,13418.0,180.0,27806.0,0.0
0.0,1616.0,526.0,27837.0,80.0,3120.0,18460.0,10470.0,160.0,28273.0,0.0
0.0,1405.0,370.0,28083.0,76.0,3095.0,18570.0,9334.0,160.0,27272.0,0.0
0.0,873.0,200.0,28841.0,58.0,2888.0,14540.0,12446.0,160.0,26561.0,0.0
0.0,673.0,202.0,28842.0,77.0,2988.0,18200.0,9626.0,160.0,27301.0,0.0
0.0,1046.0,373.0,29155.0,70.0,3145.0,15150.0,12524.0,160.0,26992.0,0.0
0.0,1529.0,157.0,30267.0,53.0,3018.0,14280.0,9943.0,160.0,23668.0,0.0
0.0,1106.0,258.0,31294.0,77.0,2895.0,15300.0,7787.0,160.0,22655.0,0.0
0.0,1224.0,213.0,28079.0,81.0,3425.0,18000.0,10573.0,160.0,27611.0,0.0
0.0,1657.0,157.0,30267.0,43.0,2788.0,15500.0,9411.0,160.0,24586.0,0.0
0.0,1079.0,397.0,29591.0,71.0,3415.0,13930.0,7542.0,160.0,20520.0,0.0
0.0,1050.0,452.0,30594.0,73.0,3095.0,14340.0,16861.0,160.0,30569.0,0.0
0.0,1335.0,267.0,30265.0,59.0,2050.0,13860.0,12367.0,160.0,26640.0,0.0
0.0,2237.0,145.0,30280.0,42.0,3388.0,16000.0,14533.0,180.0,29628.0,0.0
0.0,1114.0,323.0,28079.0,71.0,3625.0,17200.0,11358.0,160.0,27396.0,0.0
0.0,926.0,253.0,30615.0,72.0,3095.0,13810.0,14528.0,160.0,27706.0,0.0
0.0,1072.0,438.0,29883.0,87.0,3625.0,18000.0,13065.0,160.0,29903.0,0.0
0.0,1246.0,356.0,28079.0,71.0,3400.0,16460.0,11378.0,160.0,26901.0,0.0
1032.0,2462.0,379.0,29741.0,30.0,3495.0,18200.0,11900.0,180.0,29088.0,0.0
0.0,867.0,216.0,29996.0,46.0,2788.0,15600.0,13789.0,180.0,29084.0,0.0
0.0,791.0,200.0,28839.0,65.0,3088.0,13940.0,14651.0,160.0,27966.0,0.0
0.0,1128.0,316.0,30594.0,80.0,3095.0,15290.0,15071.0,160.0,29729.0,0.0
0.0,603.0,214.0,28841.0,78.0,3288.0,19450.0,9076.0,160.0,27701.0,0.0
0.0,1332.0,200.0,28839.0,63.0,2538.0,14140.0,11568.0,160.0,25633.0,0.0
0.0,1205.0,415.0,29926.0,80.0,3095.0,15550.0,14498.0,160.0,29416.0,0.0
0.0,2655.0,410.0,28206.0,45.0,3095.0,16050.0,11690.0,180.0,27128.0,0.0
0.0,1920.0,145.0,30280.0,40.0,3588.0,17600.0,12730.0,180.0,29225.0,0.0
0.0,757.0,306.0,30239.0,72.0,2790.0,15100.0,11046.0,160.0,25819.0,0.0
0.0,1491.0,428.0,30304.0,66.0,3095.0,12810.0,14095.0,160.0,26273.0,0.0
0.0,2845.0,366.0,28336.0,39.0,2995.0,14750.0,14261.0,180.0,28499.0,0.0
0.0,2399.0,374.0,28074.0,44.0,2795.0,15980.0,7413.0,180.0,23081.0,0.0
0.0,1196.0,434.0,29884.0,73.0,3070.0,17550.0,12573.0,160.0,29516.0,0.0
0.0,1184.0,325.0,28076.0,87.0,3625.0,21350.0,5893.0,160.0,26081.0,0.0
0.0,640.0,253.0,30281.0,90.0,3295.0,23500.0,7197.0,160.0,29865.0,0.0
0.0,1661.0,316.0,30239.0,78.0,3625.0,17590.0,10648.0,160.0,27076.0,0.0
0.0,932.0,202.0,28842.0,88.0,2988.0,19250.0,9443.0,160.0,28168.0,0.0
0.0,1428.0,286.0,27794.0,79.0,3095.0,17800.0,10683.0,160.0,27851.0,0.0
0.0,1167.0,424.0,31221.0,43.0,3295.0,13900.0,12894.0,160.0,25962.0,0.0
0.0,1532.0,335.0,30281.0,75.0,3095.0,15600.0,12870.0,160.0,27838.0,0.0
0.0,1209.0,353.0,28377.0,47.0,3095.0,14430.0,5823.0,180.0,19641.0,0.0
0.0,1717.0,462.0,30995.0,56.0,2695.0,15440.0,13117.0,180.0,28345.0,0.0
0.0,795.0,325.0,30281.0,76.0,3295.0,18370.0,12393.0,160.0,29931.0,0.0
0.0,1379.0,328.0,28378.0,76.0,3625.0,14270.0,5782.0,160.0,18890.0,0.0
0.0,1420.0,210.0,28079.0,80.0,3095.0,16800.0,11331.0,160.0,27499.0,0.0
0.0,2579.0,238.0,28121.0,55.0,2920.0,13000.0,9648.0,160.0,22191.0,0.0
0.0,1145.0,296.0,29760.0,67.0,3095.0,13390.0,15463.0,160.0,28221.0,0.0
0.0,1136.0,329.0,28378.0,60.0,3400.0,14000.0,6102.0,160.0,19165.0,0.0
0.0,888.0,196.0,29903.0,46.0,2925.0,15390.0,10073.0,160.0,25001.0,0.0
0.0,1288.0,157.0,30241.0,53.0,2688.0,13850.0,9974.0,160.0,23599.0,0.0
0.0,1097.0,338.0,28019.0,83.0,3295.0,20750.0,7032.0,160.0,26950.0,0.0
0.0,2097.0,410.0,29539.0,69.0,2795.0,13230.0,16656.0,160.0,29554.0,0.0
1376.0,1693.0,341.0,30456.0,30.0,3120.0,17880.0,10698.0,180.0,27941.0,0.0
0.0,829.0,209.0,28841.0,79.0,3288.0,19140.0,9506.0,160.0,27821.0,0.0
0.0,1313.0,185.0,29681.0,69.0,2263.0,14980.0,9397.0,160.0,24577.0,0.0
194.0,1838.0,289.0,31002.0,38.0,3295.0,17700.0,14462.0,180.0,31350.0,0.0
0.0,978.0,412.0,31704.0,59.0,3625.0,14590.0,12309.0,160.0,25737.0,0.0
0.0,1757.0,467.0,30471.0,52.0,2895.0,15250.0,13901.0,180.0,28739.0,0.0
0.0,791.0,200.0,28839.0,81.0,2738.0,17550.0,10871.0,160.0,28146.0,0.0
0.0,1112.0,185.0,29681.0,44.0,2938.0,16880.0,7453.0,180.0,23878.0,0.0
0.0,2333.0,438.0,30446.0,39.0,3625.0,16650.0,14977.0,180.0,30485.0,0.0
0.0,1377.0,216.0,29996.0,49.0,2988.0,16700.0,13350.0,180.0,29545.0,0.0
0.0,1277.0,157.0,30241.0,63.0,2888.0,12750.0,11374.0,160.0,23699.0,0.0
0.0,720.0,209.0,28841.0,72.0,3088.0,15660.0,12073.0,160.0,27108.0,0.0
0.0,1741.0,453.0,31221.0,44.0,3095.0,12750.0,12773.0,160.0,24891.0,0.0
0.0,1194.0,456.0,27867.0,59.0,2695.0,14150.0,11667.0,160.0,25585.0,0.0
0.0,2091.0,420.0,29539.0,54.0,2995.0,14140.0,15682.0,160.0,29290.0,0.0
0.0,921.0,380.0,29148.0,75.0,3095.0,16290.0,11643.0,160.0,27301.0,0.0
0.0,1639.0,209.0,28581.0,49.0,3625.0,16100.0,8189.0,180.0,23147.0,0.0
0.0,2720.0,325.0,28274.0,43.0,3120.0,16750.0,12084.0,180.0,28197.0,0.0
0.0,1906.0,427.0,30325.0,48.0,3020.0,13880.0,11423.0,160.0,24746.0,0.0
0.0,1524.0,382.0,29155.0,94.0,3295.0,24500.0,5672.0,160.0,29340.0,1.0
482.0,2062.0,166.0,30218.0,33.0,3488.0,16880.0,11007.0,160.0,26862.0,0.0
0.0,615.0,466.0,30265.0,83.0,3450.0,18090.0,11785.0,160.0,28888.0,0.0
0.0,647.0,209.0,28841.0,85.0,3288.0,22170.0,6808.0,160.0,28153.0,0.0
0.0,1413.0,228.0,28377.0,44.0,3425.0,14900.0,6588.0,180.0,20546.0,0.0
0.0,1068.0,391.0,30265.0,74.0,2050.0,15100.0,11909.0,160.0,27422.0,0.0
0.0,970.0,400.0,29924.0,83.0,2895.0,15360.0,11519.0,160.0,26447.0,0.0
0.0,969.0,300.0,29884.0,91.0,3425.0,21060.0,8554.0,160.0,28652.0,0.0
0.0,1426.0,445.0,27794.0,73.0,3095.0,15840.0,12412.0,160.0,27620.0,0.0
0.0,1805.0,304.0,30422.0,50.0,2620.0,13610.0,9243.0,160.0,22696.0,0.0
0.0,978.0,302.0,31630.0,49.0,2620.0,13820.0,11882.0,160.0,25545.0,0.0
0.0,1702.0,512.0,29155.0,73.0,2745.0,16300.0,11215.0,160.0,27233.0,0.0
0.0,2039.0,145.0,30281.0,41.0,3388.0,18910.0,11353.0,180.0,29358.0,0.0
0.0,1040.0,233.0,28079.0,70.0,3425.0,15100.0,12545.0,160.0,26683.0,0.0
0.0,937.0,291.0,31630.0,69.0,3670.0,13250.0,14713.0,160.0,26756.0,0.0
0.0,2299.0,157.0,30267.0,52.0,2488.0,14330.0,10559.0,160.0,24864.0,0.0
0.0,1383.0,239.0,28076.0,79.0,3425.0,19500.0,8255.0,160.0,26793.0,0.0
0.0,1653.0,214.0,28378.0,61.0,3425.0,13800.0,6583.0,160.0,19421.0,0.0
0.0,2550.0,271.0,31002.0,34.0,3195.0,17340.0,15320.0,180.0,31948.0,0.0
0.0,890.0,384.0,30615.0,79.0,3095.0,14210.0,13794.0,160.0,27372.0,0.0
0.0,711.0,445.0,30594.0,73.0,3295.0,17300.0,12763.0,160.0,29231.0,0.0
0.0,1760.0,309.0,30578.0,56.0,3625.0,15850.0,10681.0,180.0,25389.0,0.0
0.0,1815.0,366.0,27867.0,88.0,2595.0,20300.0,7950.0,160.0,28118.0,0.0
0.0,1301.0,157.0,30241.0,47.0,2488.0,13150.0,9895.0,160.0,23020.0,0.0
0.0,1713.0,298.0,31311.0,42.0,3095.0,16740.0,13995.0,180.0,30123.0,0.0
0.0,1017.0,548.0,29140.0,86.0,3295.0,21400.0,7579.0,160.0,28147.0,0.0
0.0,2148.0,393.0,28074.0,46.0,3175.0,15700.0,8360.0,180.0,23368.0,0.0
0.0,1322.0,422.0,29926.0,80.0,2895.0,18000.0,12003.0,160.0,29571.0,0.0
0.0,1932.0,282.0,31002.0,43.0,3095.0,15810.0,16192.0,180.0,31390.0,0.0
0.0,2619.0,408.0,30422.0,59.0,3450.0,13250.0,10881.0,160.0,23144.0,0.0
0.0,1404.0,551.0,29155.0,86.0,3095.0,17460.0,12180.0,160.0,29008.0,0.0
344.0,1367.0,439.0,31311.0,35.0,3095.0,16250.0,13325.0,180.0,28963.0,0.0
0.0,1138.0,216.0,30038.0,39.0,2788.0,17630.0,11932.0,180.0,29257.0,0.0
0.0,1965.0,414.0,30422.0,67.0,3450.0,14000.0,10963.0,160.0,23976.0,0.0
0.0,1438.0,302.0,31311.0,40.0,3375.0,17890.0,12323.0,180.0,29321.0,0.0
0.0,1264.0,536.0,29155.0,69.0,3295.0,14140.0,12320.0,160.0,25628.0,0.0
0.0,2623.0,166.0,30218.0,37.0,3488.0,16480.0,14616.0,180.0,30091.0,0.0
0.0,1379.0,364.0,28019.0,86.0,3295.0,22150.0,6174.0,160.0,27492.0,0.0
0.0,910.0,227.0,28378.0,61.0,3455.0,13770.0,4965.0,160.0,17743.0,0.0
849.0,1956.0,218.0,29916.0,30.0,3088.0,18600.0,10829.0,180.0,28824.0,0.0
0.0,1424.0,557.0,27809.0,90.0,2920.0,22800.0,4995.0,160.0,27338.0,0.0
0.0,1378.0,304.0,31252.0,64.0,2420.0,12500.0,12623.0,160.0,25166.0,0.0
0.0,1700.0,404.0,30265.0,63.0,2050.0,14170.0,14173.0,160.0,28756.0,0.0
0.0,1658.0,157.0,30267.0,48.0,3018.0,13880.0,10380.0,160.0,23705.0,0.0
0.0,1366.0,289.0,31630.0,54.0,3125.0,13330.0,14081.0,160.0,26749.0,0.0
0.0,936.0,225.0,28377.0,50.0,3955.0,15300.0,3946.0,180.0,17774.0,0.0
0.0,1231.0,200.0,28841.0,66.0,2988.0,13060.0,14499.0,160.0,27034.0,0.0
0.0,3276.0,468.0,30471.0,44.0,2595.0,15800.0,15709.0,180.0,31397.0,0.0
0.0,1408.0,445.0,29884.0,76.0,3625.0,18780.0,10367.0,160.0,27985.0,0.0
0.0,2062.0,269.0,30901.0,40.0,2695.0,14500.0,15557.0,160.0,29825.0,0.0
0.0,922.0,196.0,29903.0,54.0,2675.0,14400.0,11747.0,160.0,25935.0,0.0
0.0,942.0,312.0,30350.0,82.0,1895.0,18350.0,10564.0,160.0,29482.0,0.0
0.0,875.0,324.0,30239.0,74.0,2790.0,17800.0,9368.0,160.0,26841.0,0.0
0.0,2039.0,324.0,30304.0,65.0,3425.0,13650.0,14474.0,160.0,27162.0,0.0
0.0,1420.0,299.0,31262.0,46.0,3225.0,16700.0,10561.0,180.0,26519.0,0.0
0.0,713.0,200.0,28839.0,78.0,2638.0,18000.0,7024.0,160.0,24849.0,0.0
0.0,725.0,185.0,29740.0,58.0,938.0,14620.0,8116.0,160.0,24261.0,0.0
0.0,843.0,448.0,30611.0,85.0,3295.0,19870.0,10177.0,160.0,29215.0,0.0
0.0,1514.0,279.0,28074.0,59.0,3095.0,13560.0,9549.0,160.0,22477.0,0.0
0.0,691.0,240.0,30239.0,80.0,2790.0,18080.0,8958.0,160.0,26711.0,0.0
972.0,1745.0,315.0,30901.0,42.0,2745.0,15130.0,14024.0,160.0,28872.0,0.0
0.0,1678.0,288.0,30422.0,59.0,3150.0,14400.0,8480.0,160.0,22193.0,0.0
0.0,681.0,506.0,29754.0,68.0,2745.0,14080.0,6391.0,160.0,20189.0,0.0
0.0,2006.0,216.0,29996.0,34.0,3288.0,15460.0,15323.0,180.0,29978.0,0.0
0.0,753.0,244.0,30238.0,78.0,3095.0,16900.0,12899.0,160.0,29167.0,0.0
0.0,1856.0,429.0,30304.0,57.0,3225.0,12360.0,14371.0,160.0,25969.0,0.0
0.0,948.0,440.0,31196.0,47.0,3095.0,14330.0,15634.0,160.0,29332.0,0.0
0.0,577.0,214.0,28841.0,81.0,3288.0,20600.0,8064.0,160.0,27839.0,0.0
0.0,1855.0,200.0,29923.0,43.0,2795.0,14950.0,14225.0,180.0,28863.0,0.0
0.0,1462.0,157.0,30241.0,62.0,2288.0,13000.0,11725.0,160.0,24900.0,0.0
0.0,1183.0,302.0,29883.0,71.0,3625.0,15070.0,15168.0,160.0,29076.0,0.0
0.0,874.0,177.0,28842.0,74.0,3288.0,16500.0,12394.0,160.0,28069.0,0.0
0.0,844.0,251.0,30281.0,79.0,3095.0,19000.0,11682.0,160.0,30050.0,0.0
1019.0,1328.0,216.0,29996.0,37.0,2988.0,17740.0,11561.0,180.0,28796.0,0.0
0.0,563.0,313.0,30350.0,86.0,2895.0,23400.0,6867.0,160.0,29835.0,0.0
0.0,884.0,422.0,30615.0,75.0,3295.0,14960.0,16149.0,160.0,30277.0,0.0
0.0,902.0,196.0,29903.0,64.0,2245.0,12340.0,12063.0,160.0,24621.0,0.0
0.0,1648.0,348.0,27809.0,80.0,3095.0,15830.0,9141.0,160.0,24339.0,0.0
0.0,978.0,252.0,30239.0,67.0,2190.0,13750.0,10662.0,160.0,24685.0,0.0
0.0,889.0,214.0,28841.0,79.0,2738.0,15600.0,12421.0,160.0,27746.0,0.0
0.0,1731.0,511.0,27809.0,90.0,3295.0,22870.0,5545.0,160.0,27583.0,0.0
0.0,1012.0,218.0,29916.0,45.0,2838.0,16000.0,10855.0,180.0,26500.0,0.0
0.0,715.0,478.0,30611.0,88.0,3295.0,22620.0,7856.0,160.0,29644.0,0.0
0.0,954.0,251.0,30239.0,89.0,2755.0,20590.0,9129.0,160.0,29427.0,1.0
0.0,1051.0,363.0,29148.0,88.0,3295.0,21000.0,8088.0,160.0,28256.0,0.0
0.0,1376.0,185.0,29681.0,46.0,3088.0,15680.0,11955.0,180.0,27030.0,0.0
0.0,682.0,341.0,30350.0,84.0,3295.0,21270.0,9754.0,160.0,30192.0,0.0
0.0,2039.0,448.0,30304.0,76.0,3195.0,14340.0,13728.0,160.0,27336.0,0.0
0.0,1748.0,221.0,28083.0,65.0,3095.0,14900.0,13085.0,160.0,27353.0,0.0
0.0,1971.0,166.0,30218.0,37.0,3288.0,14750.0,12177.0,160.0,26102.0,0.0
0.0,1595.0,422.0,30325.0,51.0,3295.0,13350.0,11173.0,160.0,23691.0,0.0
0.0,1875.0,274.0,31096.0,45.0,2645.0,14860.0,13287.0,160.0,27965.0,0.0
0.0,1366.0,327.0,30238.0,79.0,3295.0,17000.0,14152.0,160.0,30320.0,0.0
0.0,1580.0,412.0,28072.0,72.0,3585.0,14160.0,5745.0,160.0,18783.0,0.0
0.0,2154.0,228.0,28121.0,54.0,2995.0,13510.0,7217.0,160.0,20195.0,0.0
0.0,934.0,387.0,29155.0,89.0,3295.0,23050.0,5155.0,160.0,27373.0,0.0
0.0,1457.0,467.0,30578.0,68.0,3625.0,15130.0,9534.0,180.0,23522.0,0.0
0.0,2013.0,457.0,27867.0,70.0,2795.0,13390.0,14200.0,160.0,27258.0,0.0
0.0,1300.0,185.0,29740.0,66.0,2388.0,14050.0,8456.0,160.0,22581.0,0.0
0.0,1320.0,246.0,31262.0,51.0,2945.0,15920.0,8849.0,180.0,24307.0,0.0
0.0,879.0,405.0,29591.0,65.0,2670.0,13390.0,8911.0,160.0,22094.0,0.0
0.0,1501.0,470.0,30304.0,78.0,3095.0,13650.0,13119.0,160.0,26137.0,0.0
0.0,1597.0,349.0,27837.0,79.0,3120.0,20190.0,8649.0,160.0,28182.0,0.0
0.0,1076.0,286.0,31630.0,59.0,2950.0,13400.0,10950.0,160.0,23863.0,0.0
0.0,1838.0,308.0,28113.0,66.0,3225.0,12430.0,8226.0,160.0,19894.0,0.0
509.0,1476.0,216.0,29996.0,43.0,2788.0,17650.0,11216.0,180.0,28561.0,0.0
0.0,1238.0,218.0,29916.0,45.0,2688.0,17500.0,12348.0,180.0,29643.0,0.0
0.0,740.0,356.0,30350.0,73.0,3095.0,15400.0,14818.0,160.0,29586.0,0.0
0.0,921.0,536.0,29148.0,77.0,3295.0,16390.0,12069.0,160.0,27627.0,0.0
4864.0,2019.0,265.0,31002.0,16.0,3095.0,20600.0,6626.0,180.0,26614.0,0.0
0.0,1142.0,496.0,29997.0,66.0,2950.0,14840.0,10934.0,180.0,25307.0,0.0
0.0,1841.0,459.0,30456.0,37.0,2920.0,15820.0,14496.0,180.0,29879.0,0.0
0.0,1361.0,322.0,30238.0,77.0,3295.0,16280.0,14066.0,160.0,29514.0,0.0
0.0,968.0,294.0,31711.0,73.0,2695.0,12230.0,14052.0,160.0,26050.0,0.0
0.0,1161.0,157.0,30241.0,66.0,1070.0,14660.0,8453.0,160.0,24506.0,0.0
688.0,2150.0,448.0,30456.0,30.0,3295.0,17750.0,12877.0,180.0,29815.0,0.0
0.0,1967.0,294.0,31002.0,57.0,3295.0,16340.0,15124.0,180.0,30652.0,0.0
0.0,3492.0,347.0,28336.0,43.0,3195.0,15500.0,14270.0,160.0,29038.0,0.0
0.0,1473.0,157.0,30241.0,61.0,2888.0,13050.0,11032.0,160.0,23657.0,0.0
0.0,1116.0,196.0,29903.0,46.0,2475.0,13710.0,10728.0,160.0,24426.0,0.0
0.0,807.0,269.0,31704.0,61.0,3295.0,14580.0,11087.0,160.0,24835.0,0.0
0.0,2097.0,334.0,27867.0,74.0,2795.0,13300.0,14725.0,160.0,27693.0,0.0
860.0,2645.0,472.0,30471.0,28.0,2595.0,17420.0,12337.0,180.0,29645.0,0.0
0.0,1662.0,456.0,30456.0,46.0,3020.0,16000.0,14908.0,180.0,30371.0,0.0
0.0,1300.0,315.0,28079.0,82.0,3625.0,18140.0,9448.0,160.0,26426.0,0.0
0.0,786.0,213.0,28841.0,70.0,3288.0,15140.0,13431.0,160.0,27746.0,0.0
0.0,1865.0,157.0,30267.0,49.0,2788.0,14950.0,9871.0,160.0,24496.0,0.0
0.0,1639.0,166.0,30218.0,51.0,3488.0,15280.0,12143.0,160.0,26398.0,0.0
0.0,1522.0,316.0,31193.0,60.0,3295.0,16280.0,15191.0,180.0,30659.0,0.0
0.0,2375.0,484.0,27867.0,76.0,2995.0,16500.0,12500.0,160.0,28468.0,0.0
0.0,1131.0,249.0,30239.0,61.0,3625.0,14750.0,12321.0,160.0,25909.0,0.0
0.0,1783.0,456.0,30995.0,51.0,3095.0,12860.0,17855.0,180.0,30103.0,0.0
0.0,1035.0,243.0,31294.0,54.0,2945.0,15500.0,9831.0,160.0,24849.0,0.0
0.0,1216.0,336.0,29884.0,70.0,3095.0,15100.0,14957.0,160.0,29425.0,0.0
0.0,1441.0,476.0,29883.0,81.0,3625.0,20390.0,10144.0,160.0,29372.0,1.0
0.0,2838.0,409.0,28206.0,43.0,2820.0,17050.0,11217.0,180.0,27930.0,0.0
0.0,1756.0,309.0,31193.0,34.0,2705.0,17690.0,9158.0,180.0,26626.0,0.0
0.0,1221.0,446.0,29741.0,39.0,3695.0,17300.0,13033.0,180.0,29121.0,0.0
0.0,1090.0,185.0,29681.0,43.0,2938.0,16430.0,7855.0,180.0,23830.0,0.0
0.0,1072.0,523.0,29184.0,75.0,3295.0,16000.0,13301.0,160.0,28469.0,0.0
0.0,1195.0,400.0,31221.0,52.0,2695.0,12100.0,14728.0,160.0,26596.0,0.0
0.0,1913.0,356.0,30456.0,32.0,2820.0,16250.0,13815.0,180.0,29728.0,0.0
0.0,2702.0,332.0,28377.0,38.0,3425.0,15250.0,12372.0,180.0,26680.0,0.0
0.0,1391.0,196.0,29903.0,43.0,2070.0,14850.0,11454.0,160.0,26697.0,0.0
0.0,1679.0,364.0,28072.0,58.0,3625.0,14480.0,8708.0,160.0,22026.0,0.0
0.0,1207.0,302.0,28121.0,47.0,3195.0,14230.0,7210.0,160.0,20708.0,0.0
0.0,804.0,312.0,30239.0,74.0,2790.0,15490.0,13192.0,160.0,28355.0,0.0
0.0,916.0,185.0,29681.0,60.0,2538.0,14850.0,8750.0,180.0,23545.0,0.0
