Date,ACWO_1,ACWO_2,ACWO_3,ACWO_4,ACWO_5,ACWO_6,ADMO_1,ADMO_2,ADMO_3,ADMO_4,ADMO_5,ADMO_6,ADRR_1,ADRR_2,ADRR_3,ADRR_4,ADRR_5,ADRR_6,AREG_1,AREG_2,AREG_3,AREG_4,AREG_5,AREG_6,CSO_1,CSO_2,CSO_3,CSO_4,CSO_5,CSO_6,CWE_1,CWE_2,CWE_3,CWE_4,CWE_5,CWE_6,CWWG_1,CWWG_2,CWWG_3,CWWG_4,CWWG_5,CWWG_6,CWWH_1,CWWH_2,CWWH_3,CWWH_4,CWWH_5,CWWH_6,DPB_1,DPB_2,DPB_3,DPB_4,DPB_5,DPB_6,DPH_1,DPH_2,DPH_3,DPH_4,DPH_5,DPH_6,HTB_1,HTB_2,HTB_3,HTB_4,HTB_5,HTB_6,HTH_1,HTH_2,HTH_3,HTH_4,HTH_5,HTH_6,ITP_1,ITP_2,ITP_3,ITP_4,ITP_5,ITP_6,OGO_1,OGO_2,OGO_3,OGO_4,OGO_5,OGO_6,PPL_1,PPL_2,PPL_3,PPL_4,PPL_5,PPL_6,PS_1,PS_2,PS_3,PS_4,PS_5,PS_6,PWG_1,PWG_2,PWG_3,PWG_4,PWG_5,PWG_6,PWH_1,PWH_2,PWH_3,PWH_4,PWH_5,PWH_6,RRIR_1,RRIR_2,RRIR_3,RRIR_4,RRIR_5,RRIR_6,RRR_1,RRR_2,RRR_3,RRR_4,RRR_5,RRR_6,RR_1,RR_2,RR_3,RR_4,RR_5,RR_6,TAGI_1,TAGI_2,TAGI_3,TAGI_4,TAGI_5,TAGI_6,TGA_1,TGA_2,TGA_3,TGA_4,TGA_5,TGA_6,TLRR_1,TLRR_2,TLRR_3,TLRR_4,TLRR_5,TLRR_6
2017-02-07,0,0,0,0,0,0,2339,2293,2334,1935,2269,1915,157,235,235,235,235,235,1,1,1,1,1,1,30246,30246,30246,30246,30246,30246,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,37,37,38,33,31,19,36,32,39,33,25,18,40,39,42,38,36,37,38,36,39,34,35,38,3388,3388,3388,3388,3388,3388,2593,2051,2651,2851,3001,3105,17460,17750,17500,17750,17750,17500,13437,13643,13334,12485,12669,12461,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,33380,33876,33317,32718,32902,32444,29992,30488,29929,29330,29514,29056,19943,20233,19983,20233,20233,19983
2017-02-08,0,0,0,0,0,0,2293,2339,2293,2334,1935,2269,157,235,235,235,235,235,1,1,1,1,1,1,30246,30246,30246,30246,30246,30246,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,46,46,49,48,41,40,42,42,46,45,38,36,54,54,54,53,46,47,53,54,57,54,44,44,3388,3388,3388,3388,3388,3388,2619,2569,2584,2784,2934,3084,16350,16320,16500,16350,16850,17000,14475,14601,14360,14351,13302,13336,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,33308,33404,33343,33184,32635,32819,29920,30016,29955,29796,29247,29431,18833,18803,18983,18833,19333,19483
2017-02-09,1446,1124,642,964,482,642,2078,2293,2339,2293,2334,1935,157,235,235,235,235,235,1,1,1,1,1,1,30246,30246,30246,30246,30246,30246,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,27,25,26,23,19,28,22,24,25,23,18,24,36,36,38,36,35,37,31,33,34,33,31,34,3388,3388,3388,3388,3388,3388,2290,1984,2584,2784,2934,3084,18890,18040,17720,18250,17500,17750,10603,12296,12544,11446,12569,11610,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,31976,32819,32747,32179,32552,31843,28588,29431,29359,28791,29164,28455,21373,20523,20203,20733,19983,20233
2017-02-10,1928,1928,1928,1285,482,964,2702,2078,2293,2339,2293,2334,157,235,235,235,235,235,1,1,1,1,1,1,30246,30246,30246,30246,30246,30246,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2,3,3,5,6,6,8,8,6,5,9,5,21,21,21,26,31,30,23,23,23,27,33,30,3388,3388,3388,3388,3388,3388,3053,2707,2518,2718,2863,3013,18400,18370,18150,17630,17250,17250,10472,10224,10848,11857,12849,12258,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,31355,31077,31481,31970,32582,31991,27967,27689,28093,28582,29194,28603,20883,20853,20633,20113,19733,19733
2017-02-11,0,0,0,0,0,0,2303,2702,2078,2293,2339,2293,157,235,235,235,235,235,0,0,0,0,0,0,30246,30246,30246,30246,30246,30246,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,31,29,28,27,30,27,30,29,28,28,29,26,35,35,34,35,40,43,40,36,31,34,41,42,3188,3188,3188,3188,3188,3188,3022,3439,3211,2964,3114,3259,16280,16400,16740,16240,15700,16250,13952,13814,13078,14040,14476,13735,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,32715,32697,32301,32763,32659,32468,29527,29509,29113,29575,29471,29280,18763,18883,19223,18723,18183,18733
2017-02-12,0,0,0,0,0,0,1868,2303,2702,2078,2293,2339,157,235,235,235,235,235,0,0,0,0,0,0,30246,30246,30246,30246,30246,30246,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,34,35,34,38,35,34,31,31,33,36,34,33,37,38,39,42,41,41,33,34,38,40,41,41,3188,3188,3188,3188,3188,3188,3106,3641,4041,3413,3134,3284,16650,16590,16300,16090,16000,15880,13063,13023,13312,13526,14110,14126,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,32196,32096,32095,32099,32593,32489,29008,28908,28907,28911,29405,29301,19133,19073,18783,18573,18483,18363
2017-02-13,160,0,0,0,0,0,2378,1868,2303,2702,2078,2293,157,235,235,235,235,235,1,1,1,1,1,1,30246,30246,30246,30246,30246,30246,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,32,34,35,34,36,29,30,21,31,32,26,27,36,37,37,39,42,41,33,35,33,36,42,40,3388,3388,3388,3388,3388,3388,2191,2583,2870,3309,3315,3465,18100,17800,17880,17400,16870,16970,13078,12636,12704,13144,13044,13009,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,33661,32919,33067,33027,32397,32462,30273,29531,29679,29639,29009,29074,20583,20283,20363,19883,19353,19453
2017-02-14,160,321,160,0,0,0,2665,2378,1868,2303,2702,2078,157,235,235,235,235,235,1,1,1,1,1,1,30246,30246,30246,30246,30246,30246,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,15,15,19,21,21,20,18,19,22,24,25,19,33,33,32,33,35,38,33,32,33,35,38,37,3388,3388,3388,3388,3388,3388,2616,3054,3546,3488,3839,3845,17800,17550,17500,17300,17200,17310,13240,12604,11813,12666,12814,12074,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,33523,32637,31796,32449,32497,31867,30135,29249,28408,29061,29109,28479,20283,20033,19983,19783,19683,19793
2017-02-15,0,0,0,0,0,0,1757,2665,2378,1868,2303,2702,157,235,235,235,235,235,1,1,1,1,1,1,30246,30246,30246,30246,30246,30246,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,35,32,33,32,28,30,30,29,31,31,26,27,39,40,40,40,37,37,40,40,41,40,38,36,3388,3388,3388,3388,3388,3388,2535,2506,3106,3306,3314,3565,17500,17230,17200,17200,17190,17200,12873,14080,13223,12513,12950,13088,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,32856,33793,32906,32196,32623,32771,29468,30405,29518,28808,29235,29383,19983,19713,19683,19683,19673,19683
2017-02-16,0,0,0,0,160,160,2368,1757,2665,2378,1868,2303,157,235,235,235,235,235,1,1,1,1,1,1,30246,30246,30246,30246,30246,30246,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,23,20,23,23,24,22,19,19,21,21,22,21,35,36,35,34,35,33,33,34,33,34,33,33,3388,3388,3388,3388,3388,3388,3510,2986,3106,3306,3456,3564,17650,17550,17540,17500,17500,17500,12359,12372,13170,12723,11903,12230,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,32492,32405,33193,32706,31886,32213,29104,29017,29805,29318,28498,28825,20133,20033,20023,19983,19983,19983
2017-02-17,0,0,160,160,321,321,2595,2368,1757,2665,2378,1868,157,235,235,235,235,235,1,1,1,1,1,1,30246,30246,30246,30246,30246,30246,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,17,16,18,19,17,20,17,17,19,20,20,21,35,35,34,34,34,33,35,34,32,33,33,32,3388,3388,3388,3388,3388,3388,2368,2865,3208,3258,3408,3558,16730,17000,16980,16930,17000,17100,14648,13654,12560,13468,12800,12040,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,33861,33137,32023,32881,32283,31623,30473,29749,28635,29493,28895,28235,19213,19483,19463,19413,19483,19583
2017-02-18,0,0,0,0,0,0,2534,2595,2368,1757,2665,2378,157,235,235,235,235,235,0,0,0,0,0,0,30246,30246,30246,30246,30246,30246,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,32,32,25,23,25,23,32,33,30,25,27,25,44,44,41,41,39,38,48,48,44,42,40,38,3188,3188,3188,3188,3188,3188,2460,3345,3263,3246,2996,3146,15200,15260,15470,15650,15670,15750,15825,14941,14586,13812,14950,14433,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,33508,32684,32539,31945,33103,32666,30320,29496,29351,28757,29915,29478,17683,17743,17953,18133,18153,18233
2017-02-19,0,0,0,0,0,0,2040,2534,2595,2368,1757,2665,157,235,235,235,235,235,0,0,0,0,0,0,30246,30246,30246,30246,30246,30246,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,34,34,35,36,35,34,34,34,35,35,35,34,48,48,48,49,47,44,50,50,47,50,48,45,3188,3188,3188,3188,3188,3188,2700,2480,2786,3233,3376,3126,15150,15110,15290,15320,15480,15600,15141,15895,15470,14766,13852,14890,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,32774,33488,33243,32569,31815,32973,29586,30300,30055,29381,28627,29785,17633,17593,17773,17803,17963,18083
2017-02-20,0,0,0,0,0,0,2063,2040,2534,2595,2368,1757,157,235,235,235,235,235,1,1,1,1,1,1,30246,30246,30246,30246,30246,30246,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,30,20,22,25,32,32,20,21,24,26,32,33,39,39,38,40,42,43,41,40,40,42,43,43,3188,3188,3188,3188,3188,3388,2002,2418,2821,3227,3374,3517,16450,16610,16590,16730,16530,16580,14562,13963,14074,13589,13415,12811,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,33495,33056,33147,32802,32428,31874,30307,29868,29959,29614,29240,28486,18933,19093,19073,19213,19013,19063
2017-02-21,0,0,0,0,0,0,2332,2063,2040,2534,2595,2368,157,235,235,235,235,235,1,1,1,1,1,1,30246,30246,30246,30246,30246,30246,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,23,25,19,21,20,30,22,23,23,25,25,31,39,38,37,38,37,39,42,41,40,42,41,41,3388,3388,3388,3388,3388,3388,2303,2524,3039,3280,3386,3536,16360,16940,17050,16910,17000,16940,14820,13750,13102,13495,13360,13043,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,33663,33173,32635,32888,32843,32466,30275,29785,29247,29500,29455,29078,18843,19423,19533,19393,19483,19423
2017-02-22,0,0,0,0,0,0,2028,2332,2063,2040,2534,2595,157,235,235,235,235,235,1,1,1,1,1,1,30246,30246,30246,30246,30246,30246,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,38,38,39,39,36,30,39,38,41,39,36,33,51,49,51,48,44,43,52,49,52,50,45,47,3388,3388,3388,3388,3388,3388,2906,2801,3168,3283,3433,3580,16050,16160,16230,16580,16780,16850,14223,14522,13816,13328,13472,13316,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,32756,33165,32529,32391,32735,32649,29368,29777,29141,29003,29347,29261,18533,18643,18713,19063,19263,19333
2017-02-23,0,0,0,0,0,0,1593,2028,2332,2063,2040,2534,157,235,235,235,235,235,1,1,1,1,1,1,30246,30246,30246,30246,30246,30246,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,44,45,45,45,42,39,45,47,48,46,44,40,59,58,57,56,54,51,61,60,60,61,58,53,3388,3388,3388,3388,3388,3388,2658,3108,3128,3328,3393,3543,15510,15660,15700,15860,16110,16380,14576,14411,14655,14026,13688,13762,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,32569,32554,32838,32369,32281,32625,29181,29166,29450,28981,28893,29237,17993,18143,18183,18343,18593,18863
2017-02-24,0,0,0,0,0,0,2263,1593,2028,2332,2063,2040,157,235,235,235,235,235,1,1,1,1,1,1,30246,30246,30246,30246,30246,30246,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,48,46,44,42,35,40,49,46,49,43,35,41,59,52,50,54,48,49,63,61,58,59,53,51,3388,3388,3388,3388,3388,3388,2303,2449,3000,3196,3346,3495,14900,15130,15260,15240,15580,15790,16211,15165,14919,15047,14288,13906,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,33594,32778,32662,32770,32351,32179,30206,29390,29274,29382,28963,28791,17383,17613,17743,17723,18063,18273
2017-02-25,0,0,0,0,0,0,1653,2263,1593,2028,2332,2063,157,235,235,235,235,235,0,0,0,0,0,0,30246,30246,30246,30246,30246,30246,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,51,50,50,51,48,45,51,50,52,53,47,43,59,58,59,58,54,52,60,61,62,60,55,52,3188,3188,3188,3388,3388,3388,2780,3172,2990,3190,3336,3486,13900,14100,14180,14280,14510,14650,15924,15942,15374,15709,15637,15078,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,32307,32525,32037,32472,32630,32211,29119,29337,28849,29084,29242,28823,16383,16583,16663,16763,16993,17133
2017-02-26,0,0,0,0,0,0,2173,1653,2263,1593,2028,2332,157,235,235,235,235,235,0,0,0,0,0,0,30246,30246,30246,30246,30246,30246,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,40,44,44,46,43,36,32,34,36,43,38,34,51,50,50,52,49,45,42,44,44,48,46,42,3288,3288,3288,3288,3388,3388,2605,2785,3344,3190,3340,3486,15200,15210,15270,15260,15410,15450,15419,14709,14700,14194,14429,14547,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,33102,32402,32453,31937,32322,32480,29814,29114,29165,28649,28934,29092,17683,17693,17753,17743,17893,17933
2017-02-27,0,0,0,0,0,0,2364,2173,1653,2263,1593,2028,157,235,235,235,235,235,1,1,1,1,1,1,30246,30246,30246,30246,30246,30246,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,25,25,25,25,21,17,23,24,24,24,18,16,52,52,51,50,46,41,54,53,53,51,47,40,3488,3488,3488,3488,3488,3388,2785,3285,3513,3715,3511,3624,15970,15990,16090,16230,16550,16920,14860,14149,13301,13569,12783,12635,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,33313,32622,31874,32282,31816,32038,29825,29134,28386,28794,28328,28650,18453,18473,18573,18713,19033,19403
2017-02-28,0,0,0,0,0,0,2118,2364,2173,1653,2263,1593,157,235,235,235,235,235,1,1,1,1,1,1,30246,30246,30246,30246,30246,30246,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,38,37,38,40,36,30,40,40,38,38,36,30,50,50,48,48,47,45,57,55,50,48,48,47,3488,3488,3488,3488,3488,3488,2864,3277,3877,3704,3856,3553,15950,16100,16260,16340,16410,16550,14555,14238,13287,12860,13248,12741,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,32988,32821,32030,31683,32141,31774,29500,29333,28542,28195,28653,28286,18433,18583,18743,18823,18893,19033
2017-03-01,0,0,0,0,0,0,1819,2118,2364,2173,1653,2263,166,243,243,243,243,243,1,1,1,1,1,1,30218,30218,30218,30218,30218,30218,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,52,52,51,46,41,41,54,54,54,46,42,42,62,63,58,52,49,52,65,66,61,54,52,54,3488,3488,3488,3488,3488,3488,3392,3868,4465,4665,4442,4590,15700,15750,15790,16000,16200,16010,13950,13723,13332,12731,12234,12886,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,32133,31956,31605,31214,30917,31379,28645,28468,28117,27726,27429,27891,18183,18233,18273,18483,18683,18493
2017-03-02,0,0,0,0,0,0,1860,1819,2118,2364,2173,1653,166,243,243,243,243,243,1,1,1,1,1,1,30218,30218,30218,30218,30218,30218,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,52,51,50,50,43,40,51,52,51,51,42,25,59,59,58,57,55,46,60,59,60,57,53,46,3488,3488,3488,3488,3488,3488,3326,3977,4577,4774,4924,4701,16000,15900,15900,15930,15990,16290,13757,13165,12864,12883,12482,11885,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,32240,31548,31247,31296,30955,30658,28752,28060,27759,27808,27467,27170,18483,18383,18383,18413,18473,18773
2017-03-03,0,0,0,0,0,0,2623,1860,1819,2118,2364,2173,166,243,243,243,243,243,1,1,1,1,1,1,30218,30218,30218,30218,30218,30218,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3,7,12,9,14,13,1,8,8,8,11,9,37,38,39,39,41,40,38,37,38,37,39,39,3488,3488,3488,3488,3488,3488,2750,3299,4166,4366,4513,4663,16480,16250,16250,16150,16140,16230,14616,13534,12626,12825,12934,12503,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,33579,32267,31359,31458,31557,31216,30091,28779,27871,27970,28069,27728,18963,18733,18733,18633,18623,18713
2017-03-04,1928,1767,1124,482,0,0,2522,2623,1860,1819,2118,2364,166,243,243,243,243,243,0,0,0,0,0,0,30218,30218,30218,30218,30218,30218,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,4,3,-6,-3,1,-1,-14,-10,-9,-5,2,1,25,25,29,31,35,32,25,26,30,32,37,36,3288,3288,3288,3288,3288,3288,4130,4145,4795,5261,5411,5557,17110,16950,16750,16250,15650,15900,10377,10784,10214,10849,12080,11930,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,29970,30217,29447,29582,30213,30313,26682,26929,26159,26294,26925,27025,19593,19433,19233,18733,18133,18383
2017-03-05,642,482,0,0,0,0,2657,2522,2623,1860,1819,2118,166,243,243,243,243,243,0,0,0,0,0,0,30218,30218,30218,30218,30218,30218,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-8,-7,-7,-4,5,27,-15,-13,-16,-9,7,27,33,34,37,39,41,47,33,35,39,42,44,53,3288,3288,3288,3288,3288,3288,3713,4145,4740,4989,5406,5556,17110,17110,16520,16250,15750,15000,12215,11808,12386,11644,11686,12585,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,31808,31401,31389,30377,29919,30068,28520,28113,28101,27089,26631,26780,19593,19593,19003,18733,18233,17483
2017-03-06,0,2249,0,0,0,0,2428,2657,2522,2623,1860,1819,166,243,243,243,243,243,1,1,1,1,1,1,30218,30218,30218,30218,30218,30218,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,4,5,12,17,30,28,0,4,-1,18,30,30,38,40,39,43,48,49,46,47,49,50,50,48,3488,3488,3488,3488,3488,3488,3854,4351,4832,5048,5198,5620,17220,17190,16960,16650,16500,16350,12577,10090,11953,12148,11385,11072,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,32280,29763,31396,31281,30368,29905,28792,26275,27908,27793,26880,26417,19703,19673,19443,19133,18983,18833
2017-03-07,0,0,0,0,0,0,1734,2428,2657,2522,2623,1860,166,243,243,243,243,243,1,1,1,1,1,1,30218,30218,30218,30218,30218,30218,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,43,43,45,40,43,39,44,39,41,44,42,37,48,50,53,52,53,52,49,52,55,53,54,56,3488,3488,3488,3488,3488,3488,3925,4420,5020,5162,5331,5481,16730,16510,16320,16200,16000,16000,12302,12721,12540,12383,12515,11602,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,31515,31714,31343,31066,30998,30085,28027,28226,27855,27578,27510,26597,19213,18993,18803,18683,18483,18483
2017-03-08,0,0,0,0,0,0,2140,1734,2428,2657,2522,2623,166,243,243,243,243,243,1,1,1,0,0,0,30218,30218,30218,30218,30218,30218,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,33,37,33,46,35,35,27,27,27,25,29,29,54,55,56,53,55,54,57,59,57,56,57,54,3488,3488,3488,3488,3488,3488,3706,4145,4740,4940,5032,5185,15600,15600,15310,15400,15290,15380,14057,13212,13601,13540,13423,13281,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,32140,31295,31394,31423,31196,31144,28652,27807,27906,27935,27708,27656,18083,18083,17793,17883,17773,17863
2017-03-09,0,0,0,0,0,0,2095,2140,1734,2428,2657,2522,166,243,243,243,243,243,1,1,1,1,0,0,30218,30218,30218,30218,30218,30218,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,17,18,30,11,12,19,14,15,12,9,10,16,47,48,43,45,44,48,49,49,44,45,42,49,3488,3488,3488,3488,3488,3488,3827,4046,4646,4841,4991,5083,15600,15890,16000,15840,16020,15690,13891,13427,12311,12970,12869,12972,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,31974,31800,30794,31293,31372,31145,28486,28312,27306,27805,27884,27657,18083,18373,18483,18323,18503,18173
2017-03-10,0,0,0,0,0,0,2458,2095,2140,1734,2428,2657,166,243,243,243,243,243,1,1,1,1,1,0,30218,30218,30218,30218,30218,30218,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,19,16,12,13,22,19,16,15,11,14,23,22,34,37,39,41,42,43,36,38,39,41,42,44,3488,3488,3488,3488,3488,3488,3617,4004,4419,4619,4764,4914,16100,15900,15930,15700,15590,15360,13964,13414,13014,12638,13297,13606,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,32547,31797,31427,30821,31370,31449,29059,28309,27939,27333,27882,27961,18583,18383,18413,18183,18073,17843
2017-03-11,1767,1928,1928,1606,0,0,2263,2458,2095,2140,1734,2428,166,243,243,243,243,243,0,0,0,0,0,0,30218,30218,30218,30218,30218,30218,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,10,7,9,4,10,14,-10,-8,-11,-14,-8,14,25,23,27,23,30,39,26,22,23,25,29,43,3288,3288,3288,3288,3288,3288,4243,4634,5242,4828,4975,5120,17000,16700,16700,16600,15900,14740,10276,10219,9248,10129,11882,13591,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,29759,29402,28431,29212,30265,30814,26471,26114,25143,25924,26977,27526,19483,19183,19183,19083,18383,17223
2017-03-12,1124,964,964,964,160,0,2700,2263,2458,2095,2140,1734,166,243,243,243,243,243,0,0,0,0,0,0,30218,30218,30218,30218,30218,30218,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-4,-6,-2,-6,-4,8,-7,-8,-3,-12,-9,5,28,29,29,27,31,30,28,29,28,28,32,33,3288,3288,3288,3288,3288,3288,4604,5086,5599,5829,5365,5509,17300,16940,16750,16900,16480,16100,10715,10316,10188,9445,11178,11168,No,No,No,No,No,No,No,No,No,No,No,No,2463,2463,2463,2463,2463,2463,160,160,160,160,160,160,2303,2303,2303,2303,2303,2303,30478,29719,29401,28808,30121,29731,27190,26431,26113,25520,26833,26443,19763,19403,19213,19363,18943,18563
2017-03-13,160,160,160,321,160,0,2543,2700,2263,2458,2095,2140,166,243,243,243,243,243,0,0,0,0,0,1,30218,30218,30218,30218,30218,30218,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2,0,-3,-4,-2,5,-3,-5,-13,-6,-4,-1,33,34,34,31,33,34,36,36,37,33,35,38,3488,3488,3488,3488,3288,3288,4711,5356,5938,6038,6168,6133,17750,17500,17750,17500,17400,16870,11165,10927,9658,9842,9410,10180,No,No,No,No,No,No,No,No,No,No,No,No,2463,2463,2463,2463,2463,2463,160,160,160,160,160,160,2303,2303,2303,2303,2303,2303,31378,30890,29871,29805,29273,29513,27890,27402,26383,26317,25985,26225,20213,19963,20213,19963,19863,19333
2017-03-14,160,160,0,0,0,0,1620,2543,2700,2263,2458,2095,166,243,243,243,243,243,0,0,0,0,0,0,30218,30218,30218,30218,30218,30218,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,30,27,30,25,22,24,22,22,25,20,17,21,34,33,36,36,33,38,30,30,33,33,33,37,3488,3488,3488,3488,3488,3288,4371,4774,5374,5556,5651,5843,18100,18000,17250,17510,17250,17000,10232,10852,11319,10440,10800,10295,No,No,No,No,No,No,No,No,No,No,No,No,2463,2463,2463,2463,2463,2463,160,160,160,160,160,160,2303,2303,2303,2303,2303,2303,30795,31315,31032,30413,30513,29758,27307,27827,27544,26925,27025,26470,20563,20463,19713,19973,19713,19463
